ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr2:74717370-74717600|+|74710690|74710537	ENSG00000115282.19_6	TTC31	chr2	+	74710448	74710690	74710448	74710537	74717370	74717600	chr2:74717370-74717600|+|74710690|74710537	23,23,35	6,7,7	25,33,23	29,27,12	200	100	0.000149514706541	0.00783913674352	0.657,0.622,0.714	0.301,0.379,0.489	0.275
chr2:99175925-99175958|+|99172271|99172154	ENSG00000040933.15_3	INPP4A	chr2	+	99172015	99172271	99172015	99172154	99175925	99175958	chr2:99175925-99175958|+|99172271|99172154	320,499,468	1,5,7	224,336,160	25,17,12	200	100	5.57665025269e-13	3.69085343608e-10	0.994,0.98,0.971	0.818,0.908,0.87	0.116
chr2:99179927-99180100|+|99172271|99172154	ENSG00000040933.15_3	INPP4A	chr2	+	99172015	99172271	99172015	99172154	99179927	99180100	chr2:99179927-99180100|+|99172271|99172154	168,249,220	0,1,1	93,195,79	2,10,7	200	100	2.1098169789e-07	3.63581177266e-05	1.0,0.992,0.991	0.959,0.907,0.849	0.089
chr20:62327130-62328544|+|62327003|62326833	ENSG00000026036.22_4	RTEL1-TNFRSF6B	chr20	+	62326680	62327003	62326680	62326833	62327130	62328544	chr20:62327130-62328544|+|62327003|62326833	400,406,462	189,139,138	387,371,442	266,201,259	200	100	6.66992601641e-05	0.0042013173985	0.514,0.594,0.626	0.421,0.48,0.46	0.124
chr12:56557128-56557549|-|56558086|56558431	ENSG00000139613.12_4	SMARCC2	chr12	-	56558086	56558515	56558431	56558515	56557128	56557549	chr12:56557128-56557549|-|56558086|56558431	990,1174,1088	75,46,48	679,869,806	78,88,104	200	100	8.66219096451e-10	2.89799468701e-07	0.868,0.927,0.919	0.813,0.832,0.795	0.091
chr1:205499755-205499833|+|205499477|205498691	ENSG00000117266.15_5	CDK18	chr1	+	205498648	205499477	205498648	205498691	205499755	205499833	chr1:205499755-205499833|+|205499477|205498691	222,375,276	0,0,0	82,83,79	8,1,4	200	100	1.50913164398e-06	0.000189074114638	1.0,1.0,1.0	0.837,0.976,0.908	0.093
chr12:58114188-58114301|+|58114046|58112965	ENSG00000135506.16_6	OS9	chr12	+	58112775	58114046	58112775	58112965	58114188	58114301	chr12:58114188-58114301|+|58114046|58112965	993,1275,1112	1056,874,1198	965,1181,1139	1827,1686,1813	200	100	3.64812310694e-07	5.74478751464e-05	0.32,0.422,0.317	0.209,0.259,0.239	0.117
chr7:44113381-44113624|-|44113729|44113996	ENSG00000122678.17_4	POLM	chr7	-	44113729	44114129	44113996	44114129	44113381	44113624	chr7:44113381-44113624|-|44113729|44113996	216,214,223	6,6,3	212,214,183	10,21,14	200	100	2.87077365371e-05	0.00216157659429	0.947,0.947,0.974	0.914,0.836,0.867	0.084
chr1:20113518-20113610|-|20124563|20124629	ENSG00000162542.13_3	TMCO4	chr1	-	20124563	20124708	20124629	20124708	20113518	20113610	chr1:20113518-20113610|-|20124563|20124629	10,4,6	25,23,37	2,3,2	52,45,49	166	100	0.000115127839553	0.00645097306609	0.194,0.095,0.089	0.023,0.039,0.024	0.097
chr3:197680358-197680531|+|197678199|197678182	ENSG00000182899.17_6	RPL35A	chr3	+	197678029	197678199	197678029	197678182	197680358	197680531	chr3:197680358-197680531|+|197678199|197678182	88,101,89	8,8,1	61,54,66	11,9,18	117	100	3.69124050412e-05	0.0026311225621	0.904,0.915,0.987	0.826,0.837,0.758	0.128
chr5:43555931-43556101|-|43556683|43556920	ENSG00000172239.14_6	PAIP1	chr5	-	43556683	43557179	43556920	43557179	43555931	43556101	chr5:43555931-43556101|-|43556683|43556920	1178,1191,1343	217,328,246	437,628,788	152,227,214	200	100	0.000169647594601	0.00859378447326	0.731,0.645,0.732	0.59,0.58,0.648	0.097
chr7:73630276-73630399|+|73629429|73629340	ENSG00000086730.17_6	LAT2	chr7	+	73629151	73629429	73629151	73629340	73630276	73630399	chr7:73630276-73630399|+|73629429|73629340	6,10,8	17,53,54	0,1,0	4,19,7	189	100	0.000124516395013	0.00681469133048	0.157,0.091,0.073	0.0,0.027,0.0	0.098
chr3:179287611-179287688|+|179280905|179280761	ENSG00000136518.17_4	ACTL6A	chr3	+	179280710	179280905	179280710	179280761	179287611	179287688	chr3:179287611-179287688|+|179280905|179280761	1349,1016,1620	135,141,169	1094,1064,973	183,177,192	200	100	2.41495658676e-05	0.00186447713352	0.833,0.783,0.827	0.749,0.75,0.717	0.076
chr1:1647784-1647917|-|1650766|1650796	ENSG00000008128.23_5	CDK11A	chr1	-	1650766	1650894	1650796	1650894	1647784	1647917	chr1:1647784-1647917|-|1650766|1650796	604,737,671	14,25,16	486,631,579	51,47,42	130	100	1.28912769348e-10	5.16408722615e-08	0.971,0.958,0.97	0.88,0.912,0.914	0.064
chr1:243303238-243303409|-|243305587|243305617	ENSG00000143702.16_5	CEP170	chr1	-	243305587	243305765	243305617	243305765	243303238	243303409	chr1:243303238-243303409|-|243305587|243305617	91,55,67	337,234,296	123,106,56	740,695,584	130	100	1.52384835654e-05	0.00127104261001	0.172,0.153,0.148	0.113,0.105,0.069	0.062
chr7:99710420-99710540|-|99710971|99711238	ENSG00000106290.15_6	TAF6	chr7	-	99710971	99711392	99711238	99711392	99710420	99710540	chr7:99710420-99710540|-|99710971|99711238	671,651,774	108,29,48	824,793,737	116,110,148	200	100	8.43448351799e-05	0.00509494125418	0.756,0.918,0.89	0.78,0.783,0.713	0.096
chr3:20212534-20212724|-|20215740|20216496	ENSG00000129810.15_6	SGO1	chr3	-	20215740	20216547	20216496	20216547	20212534	20212724	chr3:20212534-20212724|-|20215740|20216496	351,255,326	11,16,11	326,226,257	55,32,50	200	100	7.28306304154e-14	5.49744859369e-11	0.941,0.889,0.937	0.748,0.779,0.72	0.173
chr11:67200810-67200918|+|67200665|67200513	ENSG00000175634.15_5	RPS6KB2	chr11	+	67200422	67200665	67200422	67200513	67200810	67200918	chr11:67200810-67200918|+|67200665|67200513	140,118,128	25,13,42	126,117,111	62,60,70	200	100	7.6785259242e-06	0.000723000501815	0.737,0.819,0.604	0.504,0.494,0.442	0.24
chr2:232321711-232321835|-|232322976|232323711	ENSG00000115053.16_4	NCL	chr2	-	232322976	232323836	232323711	232323836	232321711	232321835	chr2:232321711-232321835|-|232322976|232323711	41,73,68	0,0,0	82,84,61	5,3,3	200	100	0.000156760786518	0.00809360637413	1.0,1.0,1.0	0.891,0.933,0.91	0.089
chr19:1090085-1090144|-|1093902|1095257	ENSG00000099817.12_3	POLR2E	chr19	-	1093902	1095374	1095257	1095374	1090085	1090144	chr19:1090085-1090144|-|1093902|1095257	6,11,17	1,0,1	7,11,13	2,3,7	200	100	4.23762360928e-05	0.0029343462619	0.75,1.0,0.895	0.636,0.647,0.481	0.294
chr5:68860926-68861015|+|68856230|68856069	ENSG00000183474.15_2	GTF2H2C	chr5	+	68856049	68856230	68856049	68856069	68860926	68861015	chr5:68860926-68861015|+|68856230|68856069	30,12,17	1,0,0	30,30,32	6,12,2	200	100	1.51401167481e-06	0.000189425674393	0.938,1.0,1.0	0.714,0.556,0.889	0.26
chr2:220110617-220110807|+|220110518|220110244	ENSG00000115661.14_3	STK16	chr2	+	220110200	220110518	220110200	220110244	220110617	220110807	chr2:220110617-220110807|+|220110518|220110244	101,100,103	69,122,110	63,73,61	129,146,124	200	100	1.1160173339e-05	0.000978218111079	0.423,0.291,0.319	0.196,0.2,0.197	0.147
chr9:86279944-86280060|-|86281264|86284099	ENSG00000135018.14_4	UBQLN1	chr9	-	86281264	86284242	86284099	86284242	86279944	86280060	chr9:86279944-86280060|-|86281264|86284099	1446,1309,1479	75,53,74	1245,1287,1243	106,131,92	200	100	7.96331263153e-07	0.000111673627909	0.906,0.925,0.909	0.854,0.831,0.871	0.061
chr3:39178976-39179201|+|39178878|39178744	ENSG00000168026.18_4	TTC21A	chr3	+	39178685	39178878	39178685	39178744	39178976	39179201	chr3:39178976-39179201|+|39178878|39178744	13,13,31	0,0,0	15,15,21	7,5,3	200	100	4.76728589938e-09	1.3234507305e-06	1.0,1.0,1.0	0.517,0.6,0.778	0.368
chr14:36155747-36155872|-|36157664|36159041	ENSG00000174373.16_4	RALGAPA1	chr14	-	36157664	36159209	36159041	36159209	36155747	36155872	chr14:36155747-36155872|-|36157664|36159041	147,91,161	17,21,29	165,173,78	110,103,38	200	100	8.58380033719e-12	4.39725912349e-09	0.812,0.684,0.735	0.429,0.456,0.506	0.28
chr3:180703713-180703784|-|180704735|180704785	ENSG00000205981.8_4	DNAJC19	chr3	-	180704735	180704810	180704785	180704810	180703713	180703784	chr3:180703713-180703784|-|180704735|180704785	591,597,529	43,46,35	486,489,570	84,62,73	150	100	1.58439177755e-06	0.000197151006282	0.902,0.896,0.91	0.794,0.84,0.839	0.078
chr12:48739210-48739257|-|48740931|48741034	ENSG00000167528.12_3	ZNF641	chr12	-	48740931	48741126	48741034	48741126	48739210	48739257	chr12:48739210-48739257|-|48740931|48741034	22,29,16	68,48,75	9,4,5	74,54,42	200	100	1.2853121603e-05	0.0011033148576	0.139,0.232,0.096	0.057,0.036,0.056	0.106
chr4:52757925-52758017|+|52753410|52752804	ENSG00000109184.15_3	DCUN1D4	chr4	+	52752733	52753410	52752733	52752804	52757925	52758017	chr4:52757925-52758017|+|52753410|52752804	93,168,137	367,376,423	80,101,42	616,645,439	200	100	3.66373598126e-15	3.52235433803e-12	0.112,0.183,0.139	0.061,0.073,0.046	0.085
chr19:40872325-40872417|+|40871837|40871492	ENSG00000105223.20_4	PLD3	chr19	+	40871459	40871837	40871459	40871492	40872325	40872417	chr19:40872325-40872417|+|40871837|40871492	361,853,470	12,27,20	544,740,578	34,46,53	200	100	3.92435640117e-05	0.00276138033547	0.938,0.94,0.922	0.889,0.889,0.845	0.059
chr15:91512308-91512350|-|91512676|91512753	ENSG00000198901.14_5	PRC1	chr15	-	91512676	91512853	91512753	91512853	91512308	91512350	chr15:91512308-91512350|-|91512676|91512753	446,437,548	18,12,15	812,774,791	47,42,68	177	100	2.80680825583e-05	0.00211690359404	0.933,0.954,0.954	0.907,0.912,0.868	0.051
chr1:156214932-156215029|-|156215572|156215913	ENSG00000160781.17_4	PAQR6	chr1	-	156215572	156216041	156215913	156216041	156214932	156215029	chr1:156214932-156215029|-|156215572|156215913	49,93,101	4,3,0	10,18,9	4,10,3	200	100	3.24361415505e-09	9.55652436249e-07	0.86,0.939,1.0	0.556,0.474,0.6	0.39
chr11:57556508-57556627|+|57529540|57529518	ENSG00000198561.13_5	CTNND1	chr11	+	57529268	57529540	57529268	57529518	57556508	57556627	chr11:57556508-57556627|+|57529540|57529518	45,30,28	7,8,13	23,46,15	474,499,283	122	100	0	0.0	0.84,0.755,0.638	0.038,0.07,0.042	0.694
chr11:57556508-57556627|+|57529591|57529518	ENSG00000198561.13_5	CTNND1	chr11	+	57529268	57529591	57529268	57529518	57556508	57556627	chr11:57556508-57556627|+|57529591|57529518	130,121,103	7,8,13	85,152,64	474,499,283	173	100	0	0.0	0.915,0.897,0.821	0.094,0.15,0.116	0.758
chr11:57556508-57556627|+|57529591|57529540	ENSG00000198561.13_5	CTNND1	chr11	+	57529268	57529591	57529268	57529540	57556508	57556627	chr11:57556508-57556627|+|57529591|57529540	85,91,75	0,0,0	71,121,58	9,15,9	151	100	4.49107417921e-12	2.46052525128e-09	1.0,1.0,1.0	0.839,0.842,0.81	0.17
chr11:57558856-57559145|+|57529540|57529518	ENSG00000198561.13_5	CTNND1	chr11	+	57529268	57529540	57529268	57529518	57558856	57559145	chr11:57558856-57559145|+|57529540|57529518	45,30,28	18,12,17	18,35,7	76,110,43	122	100	0	0.0	0.672,0.672,0.574	0.163,0.207,0.118	0.477
chr11:57558856-57559145|+|57529591|57529518	ENSG00000198561.13_5	CTNND1	chr11	+	57529268	57529591	57529268	57529518	57558856	57559145	chr11:57558856-57559145|+|57529591|57529518	130,122,109	18,12,17	70,115,45	76,110,43	173	100	0	0.0	0.807,0.855,0.788	0.347,0.377,0.377	0.45
chr17:79977168-79977257|-|79977385|79977516	ENSG00000169689.15_6	CENPX	chr17	-	79977385	79977570	79977516	79977570	79977168	79977257	chr17:79977168-79977257|-|79977385|79977516	335,353,360	480,749,575	114,104,124	253,306,336	200	100	8.65481994602e-05	0.0051800742133	0.259,0.191,0.238	0.184,0.145,0.156	0.068
chr17:7813745-7813909|+|7812702|7812656	ENSG00000170004.16_5	CHD3	chr17	+	7812460	7812702	7812460	7812656	7813745	7813909	chr17:7813745-7813909|+|7812702|7812656	265,359,353	288,482,421	84,131,153	197,274,293	146	100	9.21236189222e-07	0.000125395210293	0.387,0.338,0.365	0.226,0.247,0.263	0.118
chr17:17045940-17046079|+|17041743|17041389	ENSG00000133030.21_6	MPRIP	chr17	+	17041229	17041743	17041229	17041389	17045940	17046079	chr17:17045940-17046079|+|17041743|17041389	6978,6913,8250	3283,1811,2839	1864,1530,1358	2356,1740,1838	200	100	0	0.0	0.515,0.656,0.592	0.283,0.305,0.27	0.302
chr11:118882648-118882713|+|118882021|118881993	ENSG00000186166.9_3	CCDC84	chr11	+	118881930	118882021	118881930	118881993	118882648	118882713	chr11:118882648-118882713|+|118882021|118881993	210,143,194	214,191,208	115,111,158	252,233,317	128	100	1.49551291351e-07	2.73182352885e-05	0.434,0.369,0.422	0.263,0.271,0.28	0.137
chr9:139745206-139745474|+|139745012|139744589	ENSG00000054148.17_3	PHPT1	chr9	+	139744464	139745012	139744464	139744589	139745206	139745474	chr9:139745206-139745474|+|139745012|139744589	302,369,280	835,989,1042	174,168,171	1318,1440,1751	200	100	0	0.0	0.153,0.157,0.118	0.062,0.055,0.047	0.088
chr12:53931198-53931336|-|53937080|53937113	ENSG00000170653.19_6	ATF7	chr12	-	53937080	53937232	53937113	53937232	53931198	53931336	chr12:53931198-53931336|-|53937080|53937113	71,71,76	110,84,148	60,42,54	190,253,100	133	100	0.000140924794086	0.00750946624449	0.327,0.389,0.279	0.192,0.111,0.289	0.134
chr16:4744958-4745860|+|4744309|4744239	ENSG00000168101.14_5	NUDT16L1	chr16	+	4743978	4744309	4743978	4744239	4744958	4745860	chr16:4744958-4745860|+|4744309|4744239	114,92,97	316,230,476	16,16,35	98,157,201	170	100	5.4693852618e-06	0.000546543581511	0.175,0.19,0.107	0.088,0.057,0.093	0.078
chr19:650233-650296|-|651610|651691	ENSG00000070423.18_4	AC004156.1	chr19	-	651610	651855	651691	651855	650233	650296	chr19:650233-650296|-|651610|651691	1368,1340,1376	144,128,129	273,295,543	80,76,115	181	100	1.18793863635e-14	1.0333255944e-11	0.84,0.853,0.855	0.653,0.682,0.723	0.163
chr12:124458432-124459100|+|124457899|124457850	ENSG00000179195.16_4	ZNF664	chr12	+	124457765	124457899	124457765	124457850	124458432	124459100	chr12:124458432-124459100|+|124457899|124457850	548,382,573	162,156,184	350,542,328	206,319,169	149	100	1.50125654641e-06	0.000188345831607	0.694,0.622,0.676	0.533,0.533,0.566	0.12
chr15:64263621-64263760|-|64275731|64275823	ENSG00000035664.11_5	DAPK2	chr15	-	64275731	64275953	64275823	64275953	64263621	64263760	chr15:64263621-64263760|-|64275731|64275823	17,21,11	0,0,0	54,102,69	6,4,3	192	100	0.000150841770065	0.00788085839593	1.0,1.0,1.0	0.824,0.93,0.923	0.108
chr16:58538057-58538178|+|58537861|58537807	ENSG00000103034.14_6	NDRG4	chr16	+	58537701	58537861	58537701	58537807	58538057	58538178	chr16:58538057-58538178|+|58537861|58537807	9,3,4	43,28,64	0,1,0	52,60,53	154	100	1.94606616073e-05	0.00156519304955	0.12,0.065,0.039	0.0,0.011,0.0	0.071
chr19:35660468-35660783|+|35657228|35657074	ENSG00000089327.14_4	FXYD5	chr19	+	35657044	35657228	35657044	35657074	35660468	35660783	chr19:35660468-35660783|+|35657228|35657074	2115,1549,1772	154,16,77	1345,1141,1695	130,94,154	200	100	1.46325962458e-09	4.58094862282e-07	0.873,0.98,0.92	0.838,0.859,0.846	0.077
chr16:86588250-86588354|-|86588774|86588778	ENSG00000103248.18_6	MTHFSD	chr16	-	86588774	86588841	86588778	86588841	86588250	86588354	chr16:86588250-86588354|-|86588774|86588778	22,23,41	1,0,0	24,32,25	0,8,3	104	100	0.000109094912112	0.00621977197431	0.955,1.0,1.0	1.0,0.794,0.889	0.091
chr16:89805289-89805334|-|89805423|89805536	ENSG00000187741.15_6	FANCA	chr16	-	89805423	89805697	89805536	89805697	89805289	89805334	chr16:89805289-89805334|-|89805423|89805536	150,141,155	0,0,0	142,100,130	0,0,14	200	100	8.36664476499e-05	0.00507073080933	1.0,1.0,1.0	1.0,1.0,0.823	0.059
chr7:65556992-65557073|+|65554322|65554162	ENSG00000126522.16_3	ASL	chr7	+	65554077	65554322	65554077	65554162	65556992	65557073	chr7:65556992-65557073|+|65554322|65554162	19,5,24	1,0,0	29,9,21	4,4,2	200	100	3.84928158512e-05	0.00272113223139	0.905,1.0,1.0	0.784,0.529,0.84	0.251
chr18:5240646-5241254|+|5239195|5239048	ENSG00000263753.8_5	LINC00667	chr18	+	5238118	5239195	5238118	5239048	5240646	5241254	chr18:5240646-5241254|+|5239195|5239048	113,112,136	0,6,5	231,243,228	30,23,24	200	100	3.14996110096e-06	0.000352140204645	1.0,0.903,0.932	0.794,0.841,0.826	0.125
chr19:7712610-7712759|+|7712397|7712133	ENSG00000076944.16_5	STXBP2	chr19	+	7712047	7712397	7712047	7712133	7712610	7712759	chr19:7712610-7712759|+|7712397|7712133	1252,2054,1357	105,34,77	621,820,1007	77,60,107	200	100	7.54991891228e-08	1.54264942715e-05	0.856,0.968,0.898	0.801,0.872,0.825	0.075
chr16:1837677-1837832|+|1836956|1836656	ENSG00000095906.17_5	NUBP2	chr16	+	1836537	1836956	1836537	1836656	1837677	1837832	chr16:1837677-1837832|+|1836956|1836656	526,680,793	82,103,81	344,453,506	114,166,175	200	100	3.33066907388e-16	3.41801493476e-13	0.762,0.767,0.83	0.601,0.577,0.591	0.197
chr19:35169641-35169718|+|35168761|35168701	ENSG00000089335.21_5	ZNF302	chr19	+	35168551	35168761	35168551	35168701	35169641	35169718	chr19:35169641-35169718|+|35168761|35168701	68,97,94	4,5,2	56,59,54	11,17,13	160	100	2.77918980052e-08	6.42619041116e-06	0.914,0.924,0.967	0.761,0.684,0.722	0.213
chr16:2719411-2719562|-|2720810|2720864	ENSG00000260565.7_6	ERVK13-1	chr16	-	2720810	2720975	2720864	2720975	2719411	2719562	chr16:2719411-2719562|-|2720810|2720864	12,14,13	0,0,0	16,14,10	2,4,1	154	100	0.000157873027789	0.00812805812857	1.0,1.0,1.0	0.839,0.694,0.867	0.2
chr16:88876477-88876556|-|88877904|88877957	ENSG00000198931.10_2	APRT	chr16	-	88877904	88878064	88877957	88878064	88876477	88876556	chr16:88876477-88876556|-|88877904|88877957	35,42,54	56,45,56	13,6,23	45,48,57	153	100	2.38279060627e-06	0.000281175448622	0.29,0.379,0.387	0.159,0.076,0.209	0.204
chr16:28847769-28847806|+|28847497|28847443	ENSG00000168488.18_5	ATXN2L	chr16	+	28847253	28847497	28847253	28847443	28847769	28847806	chr16:28847769-28847806|+|28847497|28847443	203,350,201	16,19,31	153,151,211	40,36,49	154	100	1.10098620443e-07	2.12595082443e-05	0.892,0.923,0.808	0.713,0.731,0.737	0.147
chr16:28848048-28848558|+|28847806|28847443	ENSG00000168488.18_5	ATXN2L	chr16	+	28847253	28847806	28847253	28847443	28848048	28848558	chr16:28848048-28848558|+|28847806|28847443	462,658,471	109,116,90	402,366,493	167,196,234	200	100	1.73194791842e-14	1.47407168776e-11	0.679,0.739,0.724	0.546,0.483,0.513	0.2
chr20:34219866-34219947|-|34220084|34220232	ENSG00000214078.12_6	CPNE1	chr20	-	34220084	34220307	34220232	34220307	34219866	34219947	chr20:34219866-34219947|-|34220084|34220232	633,1150,1033	95,25,83	1264,1473,1462	214,217,217	200	100	4.19829978671e-06	0.000444674866448	0.769,0.958,0.862	0.747,0.772,0.771	0.1
chr20:34286402-34286512|-|34287113|34287231	ENSG00000244005.13_4	NFS1	chr20	-	34287113	34287274	34287231	34287274	34286402	34286512	chr20:34286402-34286512|-|34287113|34287231	542,541,583	26,25,30	159,231,276	29,32,35	200	100	8.87411477635e-10	2.94730326903e-07	0.912,0.915,0.907	0.733,0.783,0.798	0.14
chr21:45749773-45750209|-|45750345|45750705	ENSG00000160226.16_5	CFAP410	chr21	-	45750345	45750799	45750705	45750799	45749773	45750209	chr21:45749773-45750209|-|45750345|45750705	90,83,112	73,134,102	35,41,29	85,100,105	200	100	3.41127439851e-07	5.43744041734e-05	0.381,0.236,0.354	0.171,0.17,0.121	0.17
chr21:47855816-47856061|+|47852129|47851892	ENSG00000160299.17_5	PCNT	chr21	+	47851442	47852129	47851442	47851892	47855816	47856061	chr21:47855816-47856061|+|47852129|47851892	399,351,385	39,20,29	286,303,264	43,46,43	200	100	2.15744087324e-05	0.00170015275855	0.836,0.898,0.869	0.769,0.767,0.754	0.104
chr22:24509532-24509715|+|24494155|24494068	ENSG00000099991.18_6	CABIN1	chr22	+	24493976	24494155	24493976	24494068	24509532	24509715	chr22:24509532-24509715|+|24494155|24494068	354,339,330	11,7,11	208,232,183	26,23,23	187	100	3.79778430926e-10	1.38193957013e-07	0.945,0.963,0.941	0.811,0.844,0.81	0.128
chrX:53569403-53569500|-|53570801|53570846	ENSG00000086758.16_5	HUWE1	chrX	-	53570801	53570929	53570846	53570929	53569403	53569500	chrX:53569403-53569500|-|53570801|53570846	1678,2066,2212	405,304,426	1027,1082,908	413,489,413	145	100	0	0.0	0.741,0.824,0.782	0.632,0.604,0.603	0.169
chr9:130167096-130167270|+|130166346|130166082	ENSG00000136856.17_4	SLC2A8	chr9	+	130165933	130166346	130165933	130166082	130167096	130167270	chr9:130167096-130167270|+|130166346|130166082	131,132,140	0,3,0	136,201,123	9,8,6	200	100	6.11113765192e-06	0.00059759598105	1.0,0.957,1.0	0.883,0.926,0.911	0.079
chr19:14038939-14039001|+|14038843|14038803	ENSG00000132024.17_5	CC2D1A	chr19	+	14038684	14038843	14038684	14038803	14038939	14039001	chr19:14038939-14039001|+|14038843|14038803	55,92,77	0,0,0	30,40,27	15,8,0	140	100	4.3733989763e-09	1.22152911958e-06	1.0,1.0,1.0	0.588,0.781,1.0	0.21
chr11:64009855-64010030|+|64009260|64009115	ENSG00000173486.13_3	FKBP2	chr11	+	64008850	64009260	64008850	64009115	64009855	64010030	chr11:64009855-64010030|+|64009260|64009115	31,39,39	0,2,1	18,30,32	4,7,8	200	100	1.10689514676e-06	0.000145505757951	1.0,0.907,0.951	0.692,0.682,0.667	0.272
chr11:64009855-64010030|+|64009513|64009115	ENSG00000173486.13_3	FKBP2	chr11	+	64009090	64009513	64009090	64009115	64009855	64010030	chr11:64009855-64010030|+|64009513|64009115	31,39,33	0,2,1	18,31,32	4,7,8	200	100	2.11626774649e-06	0.000252993715128	1.0,0.907,0.943	0.692,0.689,0.667	0.267
chr11:64009855-64010030|+|64009685|64009115	ENSG00000173486.13_3	FKBP2	chr11	+	64009090	64009685	64009090	64009115	64009855	64010030	chr11:64009855-64010030|+|64009685|64009115	192,227,236	0,2,1	140,217,194	4,7,8	200	100	2.48273131604e-05	0.00191195431719	1.0,0.983,0.992	0.946,0.939,0.924	0.055
