ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr9:130190830-130190939|+|130187189|130187082	ENSG00000196152.10_4	ZNF79	chr9	+	130186652	130187189	130186652	130187082	130190830	130190939	chr9:130190830-130190939|+|130187189|130187082	23,27,28	2,0,6	9,22,19	5,4,5	200	100	0.0295970492884	0.392510076914	0.852,1.0,0.7	0.474,0.733,0.655	0.23
chr9:125033142-125033354|+|125028059|125027824	ENSG00000148187.18_4	MRRF	chr9	+	125027740	125028059	125027740	125027824	125033142	125033354	chr9:125033142-125033354|+|125028059|125027824	56,36,60	10,17,33	38,26,30	14,3,4	200	100	0.11351114585	0.979456247001	0.737,0.514,0.476	0.576,0.813,0.789	-0.15
chr9:125048317-125048445|+|125048225|125047566	ENSG00000148187.18_4	MRRF	chr9	+	125047447	125048225	125047447	125047566	125048317	125048445	chr9:125048317-125048445|+|125048225|125047566	39,83,39	18,15,15	56,42,49	15,8,8	200	100	0.185685569602	1.0	0.52,0.735,0.565	0.651,0.724,0.754	-0.103
chr1:151238783-151238915|+|151238597|151238588	ENSG00000159352.15_4	PSMD4	chr1	+	151238479	151238597	151238479	151238588	151238783	151238915	chr1:151238783-151238915|+|151238597|151238588	484,219,403	3417,3211,3560	215,209,301	1793,1962,2226	109	100	0.16796901437	1.0	0.115,0.059,0.094	0.099,0.089,0.11	-0.01
chr9:123550046-123550464|-|123555164|123555426	ENSG00000119402.17_3	FBXW2	chr9	-	123555164	123555535	123555426	123555535	123550046	123550464	chr9:123550046-123550464|-|123555164|123555426	46,19,31	28,22,40	38,38,22	37,41,50	200	100	0.240017903077	1.0	0.451,0.302,0.279	0.339,0.317,0.18	0.065
chr14:39748540-39748562|+|39746269|39746159	ENSG00000150527.17_6	MIA2	chr14	+	39746137	39746269	39746137	39746159	39748540	39748562	chr14:39748540-39748562|+|39746269|39746159	268,427,294	31,81,44	354,453,284	21,43,24	200	100	5.14588324491e-05	0.00342519086288	0.812,0.725,0.77	0.894,0.84,0.855	-0.094
chr14:39762474-39762585|+|39760315|39760300	ENSG00000150527.17_6	MIA2	chr14	+	39760222	39760315	39760222	39760300	39762474	39762585	chr14:39762474-39762585|+|39760315|39760300	10,18,18	142,205,170	13,7,13	213,256,173	115	100	0.0263057260123	0.360264984197	0.058,0.071,0.084	0.05,0.023,0.061	0.026
chr9:116997878-116997932|+|116994146|116994138	ENSG00000196739.15_3	COL27A1	chr9	+	116994101	116994146	116994101	116994138	116997878	116997932	chr9:116997878-116997932|+|116994146|116994138	15,13,29	10,6,2	55,35,36	12,20,11	108	100	0.749452070491	1.0	0.581,0.667,0.931	0.809,0.618,0.752	0.0
chr9:117015158-117015212|+|117014933|117014926	ENSG00000196739.15_3	COL27A1	chr9	+	117014872	117014933	117014872	117014926	117015158	117015212	chr9:117015158-117015212|+|117014933|117014926	0,4,1	26,18,27	2,4,0	48,40,18	107	100	0.825248620792	1.0	0.0,0.172,0.033	0.037,0.085,0.0	0.028
chr16:88014641-88014733|+|88008809|88008791	ENSG00000172530.20_7	BANP	chr16	+	88008653	88008809	88008653	88008791	88014641	88014733	chr16:88014641-88014733|+|88008809|88008791	22,7,25	195,227,203	7,16,19	195,221,178	118	100	0.354431051135	1.0	0.087,0.025,0.095	0.03,0.058,0.083	0.012
chr16:88014641-88014733|+|88008813|88008791	ENSG00000172530.20_7	BANP	chr16	+	88008653	88008813	88008653	88008791	88014641	88014733	chr16:88014641-88014733|+|88008813|88008791	20,17,32	195,227,203	16,18,20	195,221,178	122	100	0.337764013842	1.0	0.078,0.058,0.114	0.063,0.063,0.084	0.013
chr16:88014641-88014733|+|88008813|88008809	ENSG00000172530.20_7	BANP	chr16	+	88008653	88008813	88008653	88008809	88014641	88014733	chr16:88014641-88014733|+|88008813|88008809	14,14,16	16,4,9	14,13,14	5,11,13	104	100	0.800424706246	1.0	0.457,0.771,0.631	0.729,0.532,0.509	0.03
chr9:115030328-115030475|-|115060111|115060120	ENSG00000119314.15_4	PTBP3	chr9	-	115060111	115060196	115060120	115060196	115030328	115030475	chr9:115030328-115030475|-|115060111|115060120	42,22,56	17,18,27	76,67,38	42,32,21	109	100	0.947949184467	1.0	0.694,0.529,0.656	0.624,0.658,0.624	-0.009
chr9:115038123-115038293|-|115060111|115060120	ENSG00000119314.15_4	PTBP3	chr9	-	115060111	115060196	115060120	115060196	115038123	115038293	chr9:115038123-115038293|-|115060111|115060120	174,104,145	122,66,107	144,147,95	119,106,37	109	100	0.637171498573	1.0	0.567,0.591,0.554	0.526,0.56,0.702	-0.025
chr20:54965611-54965721|-|54967209|54967223	ENSG00000087586.17_2	AURKA	chr20	-	54967209	54967351	54967223	54967351	54965611	54965721	chr20:54965611-54965721|-|54967209|54967223	109,61,108	133,113,139	69,47,61	76,62,86	114	100	0.532078864172	1.0	0.418,0.321,0.405	0.443,0.399,0.384	-0.027
chr17:41242960-41243049|-|41243451|41246760	ENSG00000012048.22_5	BRCA1	chr17	-	41243451	41246877	41246760	41246877	41242960	41243049	chr17:41242960-41243049|-|41243451|41246760	227,134,255	25,21,22	184,110,129	13,17,10	200	100	0.458968335763	1.0	0.819,0.761,0.853	0.876,0.764,0.866	-0.024
chr17:41256884-41256973|-|41258472|41258494	ENSG00000012048.22_5	BRCA1	chr17	-	41258472	41258550	41258494	41258550	41256884	41256973	chr17:41256884-41256973|-|41258472|41258494	69,73,113	11,9,8	120,68,61	11,8,2	122	100	0.358081603309	1.0	0.837,0.869,0.92	0.899,0.874,0.962	-0.036
chr17:41276033-41276132|-|41277287|41277293	ENSG00000012048.22_5	BRCA1	chr17	-	41277287	41277387	41277293	41277387	41276033	41276132	chr17:41276033-41276132|-|41277287|41277293	28,16,15	21,12,27	15,12,16	14,9,7	106	100	0.288984908838	1.0	0.557,0.557,0.344	0.503,0.557,0.683	-0.095
chr1:2435360-2436971|+|2434349|2433848	ENSG00000149527.18_5	PLCH2	chr1	+	2433550	2434349	2433550	2433848	2435360	2436971	chr1:2435360-2436971|+|2434349|2433848	18,41,26	11,16,1	36,121,67	7,28,17	200	100	0.736163634071	1.0	0.45,0.562,0.929	0.72,0.684,0.663	-0.042
chr17:1411408-1411520|-|1412461|1412471	ENSG00000132376.20_4	INPP5K	chr17	-	1412461	1412647	1412471	1412647	1411408	1411520	chr17:1411408-1411520|-|1412461|1412471	12,6,18	166,241,196	13,23,19	252,243,211	110	100	0.227773269613	1.0	0.062,0.022,0.077	0.045,0.079,0.076	-0.013
chr17:1417165-1417273|-|1418720|1418862	ENSG00000132376.20_4	INPP5K	chr17	-	1418720	1418879	1418862	1418879	1417165	1417273	chr17:1417165-1417273|-|1418720|1418862	12,22,22	13,14,6	10,8,6	9,16,6	200	100	0.0590892283372	0.636121591343	0.316,0.44,0.647	0.357,0.2,0.333	0.171
chr9:100387962-100388279|-|100389587|100389679	ENSG00000136925.15_3	TSTD2	chr9	-	100389587	100389894	100389679	100389894	100387962	100388279	chr9:100387962-100388279|-|100389587|100389679	8,4,12	42,36,48	9,19,3	52,54,42	192	100	0.76027697088	1.0	0.09,0.055,0.115	0.083,0.155,0.036	-0.005
chr20:2639040-2639168|-|2639283|2639404	ENSG00000101365.21_4	IDH3B	chr20	-	2639283	2639483	2639404	2639483	2639040	2639168	chr20:2639040-2639168|-|2639283|2639404	2435,2894,2486	225,139,223	1740,1953,2262	136,146,198	200	100	0.510683317869	1.0	0.844,0.912,0.848	0.865,0.87,0.851	0.006
chr9:95086304-95086491|-|95087187|95087587	ENSG00000198000.12_7	NOL8	chr9	-	95087187	95087632	95087587	95087632	95086304	95086491	chr9:95086304-95086491|-|95087187|95087587	27,8,10	53,42,78	21,20,8	46,45,37	200	100	0.154799610665	1.0	0.203,0.087,0.06	0.186,0.182,0.098	-0.039
chr9:95086304-95086491|-|95087187|95087599	ENSG00000198000.12_7	NOL8	chr9	-	95087187	95087632	95087599	95087632	95086304	95086491	chr9:95086304-95086491|-|95087187|95087599	14,4,9	18,8,16	12,13,6	13,14,15	200	100	0.706715130949	1.0	0.28,0.2,0.22	0.316,0.317,0.167	-0.033
chr9:95086304-95086491|-|95087587|95087599	ENSG00000198000.12_7	NOL8	chr9	-	95087587	95087632	95087599	95087632	95086304	95086491	chr9:95086304-95086491|-|95087587|95087599	53,42,79	18,8,16	48,45,37	13,14,15	112	100	0.279173879601	1.0	0.724,0.824,0.815	0.767,0.742,0.688	0.055
chr9:90584710-90584834|-|90585482|90585690	ENSG00000156345.17_2	CDK20	chr9	-	90585482	90585812	90585690	90585812	90584710	90584834	chr9:90584710-90584834|-|90585482|90585690	16,43,22	13,8,8	11,13,11	0,11,7	200	100	0.900230438937	1.0	0.381,0.729,0.579	1.0,0.371,0.44	-0.041
chr1:225156460-225156576|+|225155285|225155216	ENSG00000185842.15_4	DNAH14	chr1	+	225155132	225155285	225155132	225155216	225156460	225156576	chr1:225156460-225156576|+|225155285|225155216	228,223,184	15,8,5	115,144,137	8,8,4	169	100	0.833676744788	1.0	0.9,0.943,0.956	0.895,0.914,0.953	0.012
chr16:66503504-66503768|+|66471920|66471604	ENSG00000166546.14_6	BEAN1	chr16	+	66471497	66471920	66471497	66471604	66503504	66503768	chr16:66503504-66503768|+|66471920|66471604	15,4,15	0,3,0	8,14,25	0,4,5	200	100	0.0627130377535	0.663018340916	1.0,0.4,1.0	1.0,0.636,0.714	0.017
chr7:128514577-128514664|-|128518611|128519575	ENSG00000135253.13_4	KCP	chr7	-	128518611	128519677	128519575	128519677	128514577	128514664	chr7:128514577-128514664|-|128518611|128519575	34,26,54	4,0,2	11,11,9	0,4,0	200	100	0.211636186053	1.0	0.81,1.0,0.931	1.0,0.579,1.0	0.054
chr3:24378790-24378862|-|24536142|24536177	ENSG00000151090.19_7	THRB	chr3	-	24536142	24536294	24536177	24536294	24378790	24378862	chr3:24378790-24378862|-|24536142|24536177	27,18,26	30,36,34	3,5,3	4,4,12	135	100	0.456476766676	1.0	0.4,0.27,0.362	0.357,0.481,0.156	0.013
chr12:53662807-53663869|+|53662712|53662631	ENSG00000135476.11_3	ESPL1	chr12	+	53662538	53662712	53662538	53662631	53662807	53663869	chr12:53662807-53663869|+|53662712|53662631	69,18,83	166,75,170	61,45,34	203,115,101	181	100	0.280983695916	1.0	0.187,0.117,0.212	0.142,0.178,0.157	0.013
chr17:80008537-80008640|-|80008887|80009169	ENSG00000169733.12_4	RFNG	chr17	-	80008887	80009218	80009169	80009218	80008537	80008640	chr17:80008537-80008640|-|80008887|80009169	67,60,68	331,415,371	32,27,30	221,278,318	200	100	0.00207312538531	0.0573257141816	0.092,0.067,0.084	0.068,0.046,0.045	0.028
chr12:53452830-53454042|+|53452638|53452611	ENSG00000111077.17_2	TNS2	chr12	+	53452497	53452638	53452497	53452611	53452830	53454042	chr12:53452830-53454042|+|53452638|53452611	5,7,1	40,51,49	9,12,12	98,180,92	127	100	0.786493368713	1.0	0.09,0.098,0.016	0.067,0.05,0.093	-0.002
chr1:32259724-32259836|-|32262190|32262193	ENSG00000134668.12_4	SPOCD1	chr1	-	32262190	32262316	32262193	32262316	32259724	32259836	chr1:32259724-32259836|-|32262190|32262193	20,3,6	2,3,2	6,11,20	4,0,0	103	100	0.108326286202	0.952708042751	0.907,0.493,0.744	0.593,1.0,1.0	-0.15
chr12:111908361-111908546|-|111923068|111923074	ENSG00000204842.16_7	ATXN2	chr12	-	111923068	111923135	111923074	111923135	111908361	111908546	chr12:111908361-111908546|-|111923068|111923074	124,95,105	78,74,60	79,125,125	83,74,65	106	100	0.820509681579	1.0	0.6,0.548,0.623	0.473,0.614,0.645	0.013
chr12:111916873-111916906|-|111923068|111923074	ENSG00000204842.16_7	ATXN2	chr12	-	111923068	111923135	111923074	111923135	111916873	111916906	chr12:111916873-111916906|-|111923068|111923074	19,23,47	29,14,4	42,44,24	22,9,20	106	100	0.978670719932	1.0	0.382,0.608,0.917	0.643,0.822,0.531	-0.03
chr12:111920590-111920635|-|111923068|111923074	ENSG00000204842.16_7	ATXN2	chr12	-	111923068	111923135	111923074	111923135	111920590	111920635	chr12:111920590-111920635|-|111923068|111923074	5,13,8	3,2,2	10,21,10	0,6,3	106	100	0.852240391811	1.0	0.611,0.86,0.791	1.0,0.768,0.759	-0.088
chr21:40763694-40763762|+|40763402|40762845	ENSG00000182093.16_5	WRB	chr21	+	40762623	40763402	40762623	40762845	40763694	40763762	chr21:40763694-40763762|+|40763402|40762845	16,26,20	0,1,2	20,20,11	2,1,2	200	100	0.137231272414	1.0	1.0,0.929,0.833	0.833,0.909,0.733	0.096
chr21:40778487-40778657|+|40778224|40777984	ENSG00000182093.16_5	WRB	chr21	+	40777839	40778224	40777839	40777984	40778487	40778657	chr21:40778487-40778657|+|40778224|40777984	1,8,11	1,1,9	4,9,7	11,8,1	200	100	0.462859529108	1.0	0.333,0.8,0.379	0.154,0.36,0.778	0.073
chr14:31590588-31590711|-|31592119|31592125	ENSG00000092148.13_5	HECTD1	chr14	-	31592119	31592253	31592125	31592253	31590588	31590711	chr14:31590588-31590711|-|31592119|31592125	494,508,595	102,90,132	648,559,470	165,138,103	106	100	0.128107791726	1.0	0.82,0.842,0.81	0.787,0.793,0.811	0.027
chr17:76202026-76202131|+|76201834|76201819	ENSG00000183077.15_2	AFMID	chr17	+	76201683	76201834	76201683	76201819	76202026	76202131	chr17:76202026-76202131|+|76201834|76201819	20,34,20	20,101,46	7,12,4	20,16,13	115	100	0.731804781806	1.0	0.465,0.226,0.274	0.233,0.395,0.211	0.042
chr5:43161810-43162033|+|43161715|43161708	ENSG00000172262.11_4	ZNF131	chr5	+	43161350	43161715	43161350	43161708	43161810	43162033	chr5:43161810-43162033|+|43161715|43161708	71,79,92	213,242,277	83,85,110	332,333,255	107	100	0.552956867218	1.0	0.238,0.234,0.237	0.189,0.193,0.287	0.013
chr4:114372187-114375671|-|114378446|114378490	ENSG00000145349.17_6	CAMK2D	chr4	-	114378446	114378719	114378490	114378719	114372187	114375671	chr4:114372187-114375671|-|114378446|114378490	74,69,72	52,119,66	87,174,84	94,206,109	144	100	0.571035665756	1.0	0.497,0.287,0.431	0.391,0.37,0.349	0.035
chr4:114376910-114376977|-|114378446|114378490	ENSG00000145349.17_6	CAMK2D	chr4	-	114378446	114378719	114378490	114378719	114376910	114376977	chr4:114376910-114376977|-|114378446|114378490	31,30,23	11,35,20	41,78,38	44,63,25	144	100	0.695739044221	1.0	0.662,0.373,0.444	0.393,0.462,0.514	0.037
chr3:126158474-126158570|-|126180112|126180377	ENSG00000070476.15_3	ZXDC	chr3	-	126180112	126181063	126180377	126181063	126158474	126158570	chr3:126158474-126158570|-|126180112|126180377	59,62,78	7,1,8	69,82,46	4,8,9	200	100	0.390770190317	1.0	0.808,0.969,0.83	0.896,0.837,0.719	0.052
chr3:126178495-126178580|-|126180112|126180377	ENSG00000070476.15_3	ZXDC	chr3	-	126180112	126181063	126180377	126181063	126178495	126178580	chr3:126178495-126178580|-|126180112|126180377	61,66,85	109,57,102	71,83,51	52,28,18	200	100	5.31814462291e-05	0.00352231632334	0.219,0.367,0.294	0.406,0.597,0.586	-0.236
chr8:146003823-146003910|-|146005612|146005616	ENSG00000196378.11_2	ZNF34	chr8	-	146005612	146005665	146005616	146005665	146003823	146003910	chr8:146003823-146003910|-|146005612|146005616	41,111,74	13,10,21	84,110,72	5,11,10	104	100	0.0117968839652	0.202872641702	0.752,0.914,0.772	0.942,0.906,0.874	-0.095
chr19:1461141-1461823|-|1478652|1478772	ENSG00000119559.16_6	C19orf25	chr19	-	1478652	1478904	1478772	1478904	1461141	1461823	chr19:1461141-1461823|-|1478652|1478772	44,43,38	12,41,36	15,26,24	11,29,25	200	100	0.219312408097	1.0	0.647,0.344,0.345	0.405,0.31,0.324	0.099
chr8:144668898-144669019|-|144676044|144676062	ENSG00000104529.17_7	EEF1D	chr8	-	144676044	144676241	144676062	144676241	144668898	144669019	chr8:144668898-144669019|-|144676044|144676062	75,32,124	13,18,15	35,25,43	1,1,2	118	100	1.5813746707e-05	0.00131256785225	0.83,0.601,0.875	0.967,0.955,0.948	-0.188
chr8:144668898-144669022|-|144676044|144676062	ENSG00000104529.17_7	EEF1D	chr8	-	144676044	144676241	144676062	144676241	144668898	144669022	chr8:144668898-144669022|-|144676044|144676062	81,40,117	36,19,36	36,28,35	8,4,1	118	100	0.000268660961011	0.0120935831508	0.656,0.641,0.734	0.792,0.856,0.967	-0.195
chr8:144674816-144674830|-|144676044|144676062	ENSG00000104529.17_7	EEF1D	chr8	-	144676044	144676241	144676062	144676241	144674816	144674830	chr8:144674816-144674830|-|144676044|144676062	64,27,107	2,2,12	32,25,32	0,0,1	118	100	0.000155949911238	0.00806537534221	0.964,0.92,0.883	1.0,1.0,0.964	-0.066
chr15:25213078-25213229|+|25212387|25212299	ENSG00000128739.22_7	SNRPN	chr15	+	25212175	25212387	25212175	25212299	25213078	25213229	chr15:25213078-25213229|+|25212387|25212299	14,6,16	25,25,27	7,26,29	32,49,23	188	100	0.513996098562	1.0	0.23,0.113,0.24	0.104,0.22,0.401	-0.047
chr8:133673705-133673873|-|133687563|133687729	ENSG00000129295.9_4	LRRC6	chr8	-	133687563	133687805	133687729	133687805	133673705	133673873	chr8:133673705-133673873|-|133687563|133687729	11,3,6	17,12,11	14,18,11	19,35,29	200	100	0.715595920961	1.0	0.244,0.111,0.214	0.269,0.205,0.159	-0.021
chr8:130891634-130891717|-|130908917|130908994	ENSG00000153310.19_5	FAM49B	chr8	-	130908917	130909100	130908994	130909100	130891634	130891717	chr8:130891634-130891717|-|130908917|130908994	36,14,58	13,9,9	34,36,18	3,10,3	177	100	0.14784763332	1.0	0.61,0.468,0.785	0.865,0.67,0.772	-0.148
chr8:130892621-130892704|-|130908917|130908994	ENSG00000153310.19_5	FAM49B	chr8	-	130908917	130909100	130908994	130909100	130892621	130892704	chr8:130892621-130892704|-|130908917|130908994	23,7,25	4,0,0	13,16,7	0,0,0	177	100	0.278363793866	1.0	0.765,1.0,1.0	1.0,1.0,1.0	-0.078
chr19:46142102-46142131|-|46142552|46142614	ENSG00000125746.16_7	EML2	chr19	-	46142552	46142655	46142614	46142655	46142102	46142131	chr19:46142102-46142131|-|46142552|46142614	21,29,10	100,220,168	13,15,9	49,86,51	162	100	0.0757355186217	0.749753724018	0.115,0.075,0.035	0.141,0.097,0.098	-0.037
chr19:49607890-49607992|+|49605442|49605430	ENSG00000104852.15_5	SNRNP70	chr19	+	49605370	49605442	49605370	49605430	49607890	49607992	chr19:49607890-49607992|+|49605442|49605430	25,38,48	25,71,60	19,52,27	20,47,45	112	100	0.48674079167	1.0	0.472,0.323,0.417	0.459,0.497,0.349	-0.031
chr19:49607890-49607992|+|49606844|49605430	ENSG00000104852.15_5	SNRNP70	chr19	+	49605370	49606844	49605370	49605430	49607890	49607992	chr19:49607890-49607992|+|49606844|49605430	105,218,189	25,71,60	136,254,165	20,47,45	200	100	0.0212358661306	0.308355579837	0.677,0.606,0.612	0.773,0.73,0.647	-0.085
chr19:49607890-49607992|+|49606844|49605442	ENSG00000104852.15_5	SNRNP70	chr19	+	49605370	49606844	49605370	49605442	49607890	49607992	chr19:49607890-49607992|+|49606844|49605442	96,220,178	8,9,23	139,252,167	5,22,10	200	100	0.432917849934	1.0	0.857,0.924,0.795	0.933,0.851,0.893	-0.034
chr8:101698043-101698522|-|101716507|101716524	ENSG00000070756.16_5	PABPC1	chr8	-	101716507	101716618	101716524	101716618	101698043	101698522	chr8:101698043-101698522|-|101716507|101716524	207,164,197	11,14,6	135,92,136	2,4,2	117	100	0.0042827166331	0.0979537910371	0.941,0.909,0.966	0.983,0.952,0.983	-0.034
chr8:101730000-101730116|-|101730410|101730458	ENSG00000070756.16_5	PABPC1	chr8	-	101730410	101730508	101730458	101730508	101730000	101730116	chr8:101730000-101730116|-|101730410|101730458	6455,3936,6869	387,246,435	2475,1966,2259	178,141,135	148	100	0.398522803017	1.0	0.919,0.915,0.914	0.904,0.904,0.919	0.007
chr8:99054872-99054946|-|99057054|99057170	ENSG00000156482.11_3	RPL30	chr8	-	99057054	99057316	99057170	99057316	99054872	99054946	chr8:99054872-99054946|-|99057054|99057170	669,625,742	1294,1941,1455	541,431,496	835,862,1146	200	100	0.0700931427678	0.713631631781	0.205,0.139,0.203	0.245,0.2,0.178	-0.025
chr9:116859580-116859716|-|116859798|116859886	ENSG00000136883.14_4	KIF12	chr9	-	116859798	116860021	116859886	116860021	116859580	116859716	chr9:116859580-116859716|-|116859798|116859886	6,10,8	10,9,9	7,3,4	14,4,6	188	100	0.357035708441	1.0	0.242,0.371,0.321	0.21,0.285,0.262	0.059
chr8:96047681-96047804|+|96044326|96044322	ENSG00000156170.13_4	NDUFAF6	chr8	+	96044222	96044326	96044222	96044322	96047681	96047804	chr8:96047681-96047804|+|96044326|96044322	117,61,70	205,232,202	67,49,98	173,170,183	104	100	0.78688473678	1.0	0.354,0.202,0.25	0.271,0.217,0.34	-0.007
chr10:103919189-103919325|+|103919095|103919065	ENSG00000166197.16_5	NOLC1	chr10	+	103918949	103919095	103918949	103919065	103919189	103919325	chr10:103919189-103919325|+|103919095|103919065	216,175,212	1340,718,1224	133,114,112	587,565,543	130	100	0.289329794867	1.0	0.11,0.158,0.118	0.148,0.134,0.137	-0.011
chr1:171678804-171678884|-|171679853|171679899	ENSG00000117533.15_3	VAMP4	chr1	-	171679853	171679954	171679899	171679954	171678804	171678884	chr1:171678804-171678884|-|171679853|171679899	395,516,312	20,25,4	529,554,491	21,31,18	146	100	0.543619629666	1.0	0.931,0.934,0.982	0.945,0.924,0.949	0.01
chr8:82630416-82630459|-|82633461|82633483	ENSG00000104231.11_6	ZFAND1	chr8	-	82633461	82633530	82633483	82633530	82630416	82630459	chr8:82630416-82630459|-|82633461|82633483	754,521,837	37,45,40	505,467,479	37,24,34	122	100	0.524436417725	1.0	0.944,0.905,0.945	0.918,0.941,0.92	0.005
chr8:74891313-74891406|+|74891110|74891096	ENSG00000175606.11_4	TMEM70	chr8	+	74890990	74891110	74890990	74891096	74891313	74891406	chr8:74891313-74891406|+|74891110|74891096	12,8,4	97,140,149	7,11,6	122,120,119	114	100	0.858888411553	1.0	0.098,0.048,0.023	0.048,0.074,0.042	0.002
chr17:48736542-48736729|+|48735907|48735857	ENSG00000108846.16_3	ABCC3	chr17	+	48735795	48735907	48735795	48735857	48736542	48736729	chr17:48736542-48736729|+|48735907|48735857	17,26,32	10,16,31	49,57,32	25,37,28	150	100	0.621361454114	1.0	0.531,0.52,0.408	0.566,0.507,0.432	-0.015
chr17:48736597-48736729|+|48735907|48735857	ENSG00000108846.16_3	ABCC3	chr17	+	48735795	48735907	48735795	48735857	48736597	48736729	chr17:48736597-48736729|+|48735907|48735857	18,28,36	193,286,305	47,59,33	300,398,211	150	100	0.0190535997922	0.286412357377	0.059,0.061,0.073	0.095,0.09,0.094	-0.029
chr8:57127156-57127226|+|57125468|57125448	ENSG00000170791.17_4	CHCHD7	chr8	+	57125320	57125468	57125320	57125448	57127156	57127226	chr8:57127156-57127226|+|57125468|57125448	108,73,114	75,70,65	160,169,140	82,125,85	120	100	0.366802191597	1.0	0.545,0.465,0.594	0.619,0.53,0.579	-0.041
chr8:56676494-56676539|-|56685785|56685827	ENSG00000167904.15_6	TMEM68	chr8	-	56685785	56685937	56685827	56685937	56676494	56676539	chr8:56676494-56676539|-|56685785|56685827	34,28,51	95,101,107	58,31,50	89,123,64	142	100	0.164627306157	1.0	0.201,0.163,0.251	0.315,0.151,0.355	-0.069
chr8:53537276-53537347|-|53540591|53540600	ENSG00000023287.13_5	RB1CC1	chr8	-	53540591	53540728	53540600	53540728	53537276	53537347	chr8:53537276-53537347|-|53540591|53540600	79,98,100	63,95,48	96,66,93	78,80,68	109	100	0.328412304947	1.0	0.535,0.486,0.657	0.53,0.431,0.556	0.054
