ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr17:7489263-7489396|+|7489973|7490009	ENSG00000129255.16_4	MPDU1	chr17	+	7489973	7490095	7490009	7490095	7489263	7489396	chr17:7489263-7489396|+|7489973|7490009	118,136,144	699,616,668	66,70,75	671,565,715	136	100	3.28710219821e-07	3.37866575172e-05	0.11,0.14,0.137	0.067,0.083,0.072	0.055
chr2:241512526-241512678|+|241513191|241513931	ENSG00000142327.13_6	RNPEPL1	chr2	+	241513191	241514045	241513931	241514045	241512526	241512678	chr2:241512526-241512678|+|241513191|241513931	277,347,274	6,3,6	202,265,234	17,12,9	200	100	5.1423647517e-05	0.00231881065455	0.958,0.983,0.958	0.856,0.917,0.929	0.066
chr1:153603486-153603836|-|153600074|153599009	ENSG00000189171.14_3	S100A13	chr1	-	153598795	153600074	153598795	153599009	153603486	153603836	chr1:153603486-153603836|-|153600074|153599009	134,249,216	0,1,4	176,214,137	4,10,5	200	100	0.000296291490619	0.00969866926021	1.0,0.992,0.964	0.957,0.915,0.932	0.051
chr9:33738285-33738414|-|33733329|33733242	ENSG00000233776.5_6	LINC01251	chr9	-	33732972	33733329	33732972	33733242	33738285	33738414	chr9:33738285-33738414|-|33733329|33733242	15,12,16	0,1,0	76,101,81	5,12,7	187	100	0.000125424918567	0.00489660275266	1.0,0.865,1.0	0.89,0.818,0.861	0.099
chr13:76408361-76408523|+|76409287|76409368	ENSG00000136153.20_7	LMO7	chr13	+	76409287	76409475	76409368	76409475	76408361	76408523	chr13:76408361-76408523|+|76409287|76409368	285,198,304	216,298,232	505,561,363	924,978,699	181	100	3.03315395499e-05	0.00150976371664	0.422,0.269,0.42	0.232,0.241,0.223	0.138
chr2:262630-262786|-|261130|260702	ENSG00000035115.21_5	SH3YL1	chr2	-	260084	261130	260084	260702	262630	262786	chr2:262630-262786|-|261130|260702	58,45,37	0,0,0	62,57,21	2,4,5	200	100	1.28023512566e-05	0.000736973931823	1.0,1.0,1.0	0.939,0.877,0.677	0.169
chr11:67200422-67200513|+|67200596|67200810	ENSG00000175634.15_5	RPS6KB2	chr11	+	67200596	67200918	67200810	67200918	67200422	67200513	chr11:67200422-67200513|+|67200596|67200810	1638,1442,1852	25,13,42	1217,1259,1251	62,60,70	200	100	1.59872115546e-14	9.07105780624e-12	0.97,0.982,0.957	0.908,0.913,0.899	0.063
chr2:230672423-230672580|-|230670599|230670518	ENSG00000153827.13_6	TRIP12	chr2	-	230670445	230670599	230670445	230670518	230672423	230672580	chr2:230672423-230672580|-|230670599|230670518	893,466,882	49,45,81	1009,891,554	133,124,54	181	100	0.000280890914368	0.00930078601798	0.91,0.851,0.857	0.807,0.799,0.85	0.054
chr19:17339064-17339118|+|17339611|17339817	ENSG00000099330.9_3	OCEL1	chr19	+	17339611	17340028	17339817	17340028	17339064	17339118	chr19:17339064-17339118|+|17339611|17339817	177,710,283	23,32,31	268,457,437	61,57,75	200	100	6.29017908014e-05	0.00274444851321	0.794,0.917,0.82	0.687,0.8,0.744	0.1
chr8:144657592-144657695|-|144657263|144657070	ENSG00000147813.16_4	NAPRT	chr8	-	144656954	144657263	144656954	144657070	144657592	144657695	chr8:144657592-144657695|-|144657263|144657070	190,166,212	21,6,6	59,46,74	7,20,14	200	100	5.45730722606e-05	0.00243222129625	0.819,0.933,0.946	0.808,0.535,0.725	0.21
chr8:144657592-144657695|-|144657515|144657070	ENSG00000147813.16_4	NAPRT	chr8	-	144656954	144657515	144656954	144657070	144657592	144657695	chr8:144657592-144657695|-|144657515|144657070	410,311,469	21,6,6	131,108,167	7,20,14	200	100	5.51527238657e-06	0.000367092004103	0.907,0.963,0.975	0.903,0.73,0.856	0.119
chr6:44215602-44215816|+|44216353|44216366	ENSG00000096384.20_3	HSP90AB1	chr6	+	44216353	44216513	44216366	44216513	44215602	44215816	chr6:44215602-44215816|+|44216353|44216366	27,15,27	6,1,2	29,22,22	10,30,12	113	100	7.88256385083e-05	0.00332014953889	0.799,0.93,0.923	0.72,0.394,0.619	0.306
chr1:6523124-6523207|-|6523030|6523016	ENSG00000215788.10_6	TNFRSF25	chr1	-	6522922	6523030	6522922	6523016	6523124	6523207	chr1:6523124-6523207|-|6523030|6523016	53,49,34	0,0,0	60,75,64	0,0,16	114	100	0.000111221698397	0.00443097300897	1.0,1.0,1.0	1.0,1.0,0.778	0.074
chr11:61734460-61734638|-|61733049|61732987	ENSG00000167996.16_5	FTH1	chr11	-	61732840	61733049	61732840	61732987	61734460	61734638	chr11:61734460-61734638|-|61733049|61732987	475,713,798	19,23,47	516,981,782	55,152,63	162	100	1.50790824271e-10	3.98317582551e-08	0.939,0.95,0.913	0.853,0.799,0.885	0.088
chr17:38245458-38245586|+|38249272|38249389	ENSG00000126351.12_2	THRA	chr17	+	38249272	38250120	38249389	38250120	38245458	38245586	chr17:38245458-38245586|+|38249272|38249389	71,142,79	1,1,3	84,186,337	12,15,49	200	100	2.78607548143e-09	5.19174292474e-07	0.973,0.986,0.929	0.778,0.861,0.775	0.158
chr4:128851837-128851972|-|128843118|128842926	ENSG00000164073.10_5	MFSD8	chr4	-	128842678	128843118	128842678	128842926	128851837	128851972	chr4:128851837-128851972|-|128843118|128842926	94,50,64	4,8,5	34,44,43	8,17,14	200	100	2.90560111937e-05	0.00145832131707	0.922,0.758,0.865	0.68,0.564,0.606	0.232
chr1:1563868-1564102|+|1564413|1564512	ENSG00000197530.12_6	MIB2	chr1	+	1564413	1564691	1564512	1564691	1563868	1564102	chr1:1563868-1564102|+|1564413|1564512	125,116,99	398,484,415	10,21,18	66,138,235	199	100	4.90200626757e-07	4.75284253662e-05	0.136,0.107,0.107	0.071,0.071,0.037	0.057
chr10:61897099-61897111|-|61894131|61894116	ENSG00000151150.22_5	ANK3	chr10	-	61894028	61894131	61894028	61894116	61897099	61897111	chr10:61897099-61897111|-|61894131|61894116	30,63,73	0,1,2	62,103,28	2,11,4	115	100	0.000207829079011	0.00732898705078	1.0,0.982,0.969	0.964,0.891,0.859	0.079
chr19:36122232-36122307|+|36123978|36123999	ENSG00000126254.12_4	RBM42	chr19	+	36123978	36124154	36123999	36124154	36122232	36122307	chr19:36122232-36122307|+|36123978|36123999	95,112,123	314,218,310	62,73,83	282,293,450	121	100	6.25659910114e-06	0.000408477289389	0.2,0.298,0.247	0.154,0.171,0.132	0.096
chr1:156215913-156216041|-|156215068|156215029	ENSG00000160781.17_4	PAQR6	chr1	-	156214932	156215068	156214932	156215029	156215913	156216041	chr1:156215913-156216041|-|156215068|156215029	28,28,35	4,3,0	4,7,8	4,10,3	139	100	3.86656926255e-06	0.000272098521814	0.834,0.87,1.0	0.418,0.335,0.657	0.431
chr1:10339154-10339196|+|10342379|10342457	ENSG00000054523.17_4	KIF1B	chr1	+	10342379	10342591	10342457	10342591	10339154	10339196	chr1:10339154-10339196|+|10342379|10342457	15,3,21	0,0,0	27,21,8	5,4,3	178	100	3.06496785396e-07	3.17892962372e-05	1.0,1.0,1.0	0.752,0.747,0.6	0.3
chr21:47546416-47546455|+|47548816|47549109	ENSG00000142173.15_4	COL6A2	chr21	+	47548816	47549722	47549109	47549722	47546416	47546455	chr21:47546416-47546455|+|47548816|47549109	167,110,155	494,601,591	297,327,348	1937,2704,2438	200	100	4.58439031181e-09	8.14688654162e-07	0.145,0.084,0.116	0.071,0.057,0.067	0.05
chr17:73910827-73911013|-|73910379|73910373	ENSG00000188878.19_5	FBF1	chr17	-	73910202	73910379	73910202	73910373	73910827	73911013	chr17:73910827-73911013|-|73910379|73910373	66,62,60	1,0,3	62,42,54	12,7,2	106	100	1.52082431298e-05	0.00084994867269	0.984,1.0,0.95	0.83,0.85,0.962	0.097
chr11:65305437-65305653|+|65305740|65305912	ENSG00000142186.17_5	SCYL1	chr11	+	65305740	65306175	65305912	65306175	65305437	65305653	chr11:65305437-65305653|+|65305740|65305912	1686,2070,1959	154,31,80	1127,1202,1445	123,126,157	200	100	4.04524191921e-11	1.22449859999e-08	0.846,0.971,0.924	0.821,0.827,0.821	0.091
chr11:66025090-66025201|+|66026017|66026054	ENSG00000174996.11_4	KLC2	chr11	+	66026017	66026293	66026054	66026293	66025090	66025201	chr11:66025090-66025201|+|66026017|66026054	111,70,117	9,5,1	79,79,59	11,10,20	137	100	3.92524080297e-05	0.00187135189736	0.9,0.911,0.988	0.84,0.852,0.683	0.141
chr7:100013927-100014079|-|100013720|100013717	ENSG00000078487.17_4	ZCWPW1	chr7	-	100013597	100013720	100013597	100013717	100013927	100014079	chr7:100013927-100014079|-|100013720|100013717	19,15,14	0,0,0	16,26,23	4,3,2	103	100	0.000191209713579	0.0068447089901	1.0,1.0,1.0	0.795,0.894,0.918	0.131
chr10:79796951-79797062|+|79797196|79799961	ENSG00000138326.20_6	RPS24	chr10	+	79797196	79799983	79799961	79799983	79796951	79797062	chr10:79796951-79797062|+|79797196|79799961	3284,10165,4055	9263,29643,9801	1452,1765,1404	15440,17974,16723	200	100	0	0.0	0.151,0.146,0.171	0.045,0.047,0.04	0.112
chr11:101818761-101818873|+|101826522|101826992	ENSG00000110318.14_4	CEP126	chr11	+	101826522	101827674	101826992	101827674	101818761	101818873	chr11:101818761-101818873|+|101826522|101826992	22,16,20	0,2,3	18,14,18	6,12,6	200	100	0.000250562861197	0.00847913031944	1.0,0.8,0.769	0.6,0.368,0.6	0.334
chr12:49318005-49318039|-|49317757|49317635	ENSG00000134285.11_5	FKBP11	chr12	-	49317564	49317757	49317564	49317635	49318005	49318039	chr12:49318005-49318039|-|49317757|49317635	41,32,40	56,70,72	39,29,34	146,145,215	200	100	1.19420140443e-08	1.86775166256e-06	0.268,0.186,0.217	0.118,0.091,0.073	0.13
chr12:53343239-53343626|-|53298863|53298811	ENSG00000170421.12_6	KRT8	chr12	-	53298441	53298863	53298441	53298811	53343239	53343626	chr12:53343239-53343626|-|53298863|53298811	5967,2736,4199	9,57,17	933,1137,1114	33,94,56	152	100	0	0.0	0.998,0.969,0.994	0.949,0.888,0.929	0.065
chr19:1267227-1267291|+|1270865|1270926	ENSG00000099622.14_5	CIRBP	chr19	+	1270865	1271035	1270926	1271035	1267227	1267291	chr19:1267227-1267291|+|1270865|1270926	107,162,110	7,3,5	87,97,82	18,22,11	161	100	2.64970411168e-08	3.80118380439e-06	0.905,0.971,0.932	0.75,0.733,0.822	0.168
chr12:27070284-27070374|-|27067511|27067465	ENSG00000064102.15_3	INTS13	chr12	-	27067340	27067511	27067340	27067465	27070284	27070374	chr12:27070284-27070374|-|27067511|27067465	266,208,279	5,5,1	201,175,262	13,9,16	146	100	4.91753082399e-06	0.000333624803018	0.973,0.966,0.995	0.914,0.93,0.918	0.057
chr20:16351230-16351281|-|16349911|16348471	ENSG00000089177.18_3	KIF16B	chr20	-	16347487	16349911	16347487	16348471	16351230	16351281	chr20:16351230-16351281|-|16349911|16348471	76,53,63	0,0,0	31,26,24	4,2,3	200	100	6.7810245683e-06	0.000435089380123	1.0,1.0,1.0	0.795,0.867,0.8	0.179
chr2:219496858-219497035|+|219498327|219498827	ENSG00000115556.14_5	PLCD4	chr2	+	219498327	219498944	219498827	219498944	219496858	219497035	chr2:219496858-219497035|+|219498327|219498827	116,119,126	13,4,12	1405,2204,1450	488,810,613	200	100	2.44249065418e-15	1.51493088227e-12	0.817,0.937,0.84	0.59,0.576,0.542	0.295
chr2:160335085-160335232|-|160304920|160304914	ENSG00000123636.18_4	BAZ2B	chr2	-	160304752	160304920	160304752	160304914	160335085	160335232	chr2:160335085-160335232|-|160304920|160304914	12,10,17	0,0,0	8,27,1	5,3,0	106	100	0.000155208546745	0.00579987661285	1.0,1.0,1.0	0.602,0.895,1.0	0.168
chr6:26440699-26440876|+|26443594|26443609	ENSG00000111801.16_5	BTN3A3	chr6	+	26443594	26443670	26443609	26443670	26440699	26440876	chr6:26440699-26440876|+|26443594|26443609	8,5,1	29,35,49	2,1,1	80,95,67	115	100	4.8372070833e-05	0.00220319285473	0.193,0.11,0.017	0.021,0.009,0.013	0.092
chr15:25298974-25300013|+|25300116|25300220	ENSG00000224078.15_5	SNHG14	chr15	+	25300116	25300377	25300220	25300377	25298974	25300013	chr15:25298974-25300013|+|25300116|25300220	16,1,24	0,0,0	23,12,12	0,6,3	200	100	8.16589680508e-06	0.000510233460173	1.0,1.0,1.0	1.0,0.5,0.667	0.278
chr20:33517203-33517393|-|33517040|33516754	ENSG00000100983.12_6	GSS	chr20	-	33516275	33517040	33516275	33516754	33517203	33517393	chr20:33517203-33517393|-|33517040|33516754	278,556,320	642,1185,713	262,191,246	705,837,936	200	100	2.23731568372e-06	0.000169715417353	0.178,0.19,0.183	0.157,0.102,0.116	0.059
chr16:1261715-1261805|+|1261945|1262007	ENSG00000196557.13_2	CACNA1H	chr16	+	1261945	1262138	1262007	1262138	1261715	1261805	chr16:1261715-1261805|+|1261945|1262007	12,23,14	0,0,0	68,88,83	5,4,5	162	100	0.000196333200482	0.00699832497586	1.0,1.0,1.0	0.894,0.931,0.911	0.088
chr16:67861151-67861278|+|67861375|67861655	ENSG00000102904.14_5	TSNAXIP1	chr16	+	67861375	67861967	67861655	67861967	67861151	67861278	chr16:67861151-67861278|+|67861375|67861655	8,3,22	0,0,0	21,26,11	0,5,3	200	100	4.20953399869e-05	0.00197342766699	1.0,1.0,1.0	1.0,0.722,0.647	0.21
chr17:8169551-8169671|+|8169818|8170070	ENSG00000178921.14_8	PFAS	chr17	+	8169818	8170216	8170070	8170216	8169551	8169671	chr17:8169551-8169671|+|8169818|8170070	129,73,124	212,94,217	70,62,86	278,206,276	200	100	2.59531862667e-09	4.89393547711e-07	0.233,0.28,0.222	0.112,0.131,0.135	0.119
chr17:16342640-16342728|+|16342841|16342894	ENSG00000175061.18_4	SNHG29	chr17	+	16342841	16343017	16342894	16343017	16342640	16342728	chr17:16342640-16342728|+|16342841|16342894	16000,17453,15201	3831,5194,3588	2615,2741,3217	808,1075,1122	153	100	0.000303430775103	0.00988485904815	0.732,0.687,0.735	0.679,0.625,0.652	0.066
chr17:27045139-27045286|-|27044443|27044309	ENSG00000109113.20_6	RAB34	chr17	-	27044230	27044443	27044230	27044309	27045139	27045286	chr17:27045139-27045286|-|27044443|27044309	996,951,1212	33,25,39	323,416,680	18,43,35	200	100	4.52383923732e-06	0.000310916270972	0.938,0.95,0.94	0.9,0.829,0.907	0.064
chr17:73512140-73512467|+|73512826|73513089	ENSG00000182173.13_4	TSEN54	chr17	+	73512826	73513153	73513089	73513153	73512140	73512467	chr17:73512140-73512467|+|73512826|73513089	23,19,33	0,1,0	21,19,18	1,4,4	200	100	3.25129875571e-05	0.0015988479606	1.0,0.905,1.0	0.913,0.704,0.692	0.199
chr18:5423376-5423552|-|5419930|5419876	ENSG00000082397.17_7	EPB41L3	chr18	-	5419709	5419930	5419709	5419876	5423376	5423552	chr18:5423376-5423552|-|5419930|5419876	19,33,21	0,0,1	3334,1969,2593	185,89,143	154	100	0.000210179631591	0.00739333294567	1.0,1.0,0.932	0.921,0.935,0.922	0.051
chr19:2097422-2097494|+|2097927|2098285	ENSG00000099840.13_5	IZUMO4	chr19	+	2097927	2098333	2098285	2098333	2097422	2097494	chr19:2097422-2097494|+|2097927|2098285	8,5,16	1,0,0	18,52,22	1,4,8	200	100	0.000178663115704	0.00648109672216	0.8,1.0,1.0	0.9,0.867,0.579	0.151
chr19:7600394-7600463|+|7600674|7600818	ENSG00000032444.16_5	PNPLA6	chr19	+	7600674	7600906	7600818	7600906	7600394	7600463	chr19:7600394-7600463|+|7600674|7600818	588,411,659	195,290,285	378,367,338	346,564,305	200	100	2.5269231283e-06	0.00018874206405	0.601,0.415,0.536	0.353,0.245,0.357	0.199
chr19:47353390-47353573|-|47342877|47342835	ENSG00000042753.11_2	AP2S1	chr19	-	47342721	47342877	47342721	47342835	47353390	47353573	chr19:47353390-47353573|-|47342877|47342835	62,67,84	5,26,6	30,52,49	18,57,26	142	100	3.66234965044e-06	0.000259749685494	0.897,0.645,0.908	0.54,0.391,0.57	0.316
chr16:88876477-88876556|-|88876248|88876114	ENSG00000198931.10_2	APRT	chr16	-	88875876	88876248	88875876	88876114	88876477	88876556	chr16:88876477-88876556|-|88876248|88876114	6441,8088,6748	1005,1159,974	3342,3488,4056	840,857,1047	200	100	7.78256348255e-10	1.69195871973e-07	0.762,0.777,0.776	0.665,0.671,0.66	0.106
chr19:54368837-54368982|+|54372943|54373007	ENSG00000179820.16_4	MYADM	chr19	+	54372943	54373092	54373007	54373092	54368837	54368982	chr19:54368837-54368982|+|54372943|54373007	243,223,292	2,2,2	208,190,167	52,71,45	164	100	0	0.0	0.987,0.986,0.989	0.709,0.62,0.694	0.313
chr19:54371136-54371197|+|54372943|54373007	ENSG00000179820.16_4	MYADM	chr19	+	54372943	54373092	54373007	54373092	54371136	54371197	chr19:54371136-54371197|+|54372943|54373007	310,250,360	525,371,543	318,297,242	1011,1268,835	164	100	0	0.0	0.265,0.291,0.288	0.161,0.125,0.15	0.136
chr20:50179098-50179370|-|50140649|50140135	ENSG00000101096.20_3	NFATC2	chr20	-	50139619	50140649	50139619	50140135	50179098	50179370	chr20:50179098-50179370|-|50140649|50140135	32,25,15	0,0,1	23,36,21	4,16,4	200	100	2.18291651422e-08	3.22289665843e-06	1.0,1.0,0.882	0.742,0.529,0.724	0.296
chr20:43252842-43252970|-|43251719|43251571	ENSG00000196839.13_3	ADA	chr20	-	43251469	43251719	43251469	43251571	43252842	43252970	chr20:43252842-43252970|-|43251719|43251571	174,244,220	6,6,8	104,68,101	4,13,21	200	100	1.37770745738e-05	0.000783622583586	0.935,0.953,0.932	0.929,0.723,0.706	0.154
chr22:32229900-32229966|+|32232957|32232984	ENSG00000100150.19_7	DEPDC5	chr22	+	32232957	32233141	32232984	32233141	32229900	32229966	chr22:32229900-32229966|+|32232957|32232984	61,26,43	15,20,19	7,9,6	23,17,17	127	100	1.27839248187e-07	1.50005131686e-05	0.762,0.506,0.641	0.193,0.294,0.217	0.402
chr22:32229900-32229966|+|32232957|32233079	ENSG00000100150.19_7	DEPDC5	chr22	+	32232957	32233141	32233079	32233141	32229900	32229966	chr22:32229900-32229966|+|32232957|32233079	108,77,110	4,4,2	52,49,38	13,5,4	200	100	0.000107027930932	0.00429909113425	0.931,0.906,0.965	0.667,0.831,0.826	0.159
