ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr9:132642568-132642745|+|132642391|132644107	ENSG00000136878.13_4	USP20	chr9	+	132642391	132644107	132642391	132642568	132642745	132644107	chr9:132642568-132642745|+|132642391|132644107	129,129,106	63,115,128	115,93,109	83,94,73	200	100	0.879744909168	1.0	0.506,0.359,0.293	0.409,0.331,0.427	-0.003
chr19:58991094-58991296|+|58991009|58991386	ENSG00000083838.15_3	ZNF446	chr19	+	58991009	58991386	58991009	58991094	58991296	58991386	chr19:58991094-58991296|+|58991009|58991386	95,60,73	42,63,58	65,97,79	57,99,76	200	100	0.183585578236	0.660229929118	0.531,0.323,0.386	0.363,0.329,0.342	0.069
chr9:130884758-130885212|-|130884640|130885413	ENSG00000148334.15_4	PTGES2	chr9	-	130884640	130885413	130884640	130884758	130885212	130885413	chr9:130884758-130885212|-|130884640|130885413	199,168,174	1689,1463,1730	86,92,102	656,777,985	200	100	0.7065647623	1.0	0.056,0.054,0.048	0.062,0.056,0.049	-0.003
chr9:130884925-130885212|-|130884640|130885413	ENSG00000148334.15_4	PTGES2	chr9	-	130884640	130885413	130884640	130884925	130885212	130885413	chr9:130884925-130885212|-|130884640|130885413	176,193,144	10,3,4	85,89,100	2,3,10	200	100	0.256552531413	0.818551825832	0.898,0.97,0.947	0.955,0.937,0.833	0.03
chr9:125047566-125048058|+|125047447|125048225	ENSG00000148187.18_4	MRRF	chr9	+	125047447	125048225	125047447	125047566	125048058	125048225	chr9:125047566-125048058|+|125047447|125048225	18,48,15	18,12,15	38,26,17	6,3,17	200	100	0.156582190814	0.591559511769	0.333,0.667,0.333	0.76,0.813,0.333	-0.191
chr1:151238597-151238783|+|151238479|151238915	ENSG00000159352.15_4	PSMD4	chr1	+	151238479	151238915	151238479	151238597	151238783	151238915	chr1:151238597-151238783|+|151238479|151238915	63,36,50	421,186,349	32,47,43	197,186,275	200	100	0.298106498694	0.897764333848	0.07,0.088,0.067	0.075,0.112,0.073	-0.012
chr9:117106083-117108142|-|117105987|117108289	ENSG00000106948.16_3	AKNA	chr9	-	117105987	117108289	117105987	117106083	117108142	117108289	chr9:117106083-117108142|-|117105987|117108289	9,21,10	55,83,67	15,12,6	53,33,28	200	100	0.184090268119	0.661140427154	0.076,0.112,0.069	0.124,0.154,0.097	-0.039
chr14:45565695-45565798|+|45565626|45565961	ENSG00000185246.17_3	PRPF39	chr14	+	45565626	45565961	45565626	45565695	45565798	45565961	chr14:45565695-45565798|+|45565626|45565961	190,133,253	18,16,11	276,319,157	14,33,21	200	100	0.525079459259	1.0	0.841,0.806,0.92	0.908,0.829,0.789	0.014
chr14:45565431-45566089|+|45565305|45566208	ENSG00000185246.17_3	PRPF39	chr14	+	45565305	45566208	45565305	45565431	45566089	45566208	chr14:45565431-45566089|+|45565305|45566208	122,60,110	97,60,76	146,166,71	86,52,57	200	100	0.0581875138667	0.299868183421	0.386,0.333,0.42	0.459,0.615,0.384	-0.106
chr20:2639168-2639404|-|2639040|2639483	ENSG00000101365.21_4	IDH3B	chr20	-	2639040	2639483	2639040	2639168	2639404	2639483	chr20:2639168-2639404|-|2639040|2639483	3935,4717,3818	225,139,223	2732,3036,3541	136,146,198	200	100	0.405019431204	1.0	0.897,0.944,0.895	0.909,0.912,0.899	0.005
chr20:2640439-2640675|-|2640344|2640822	ENSG00000101365.21_4	IDH3B	chr20	-	2640344	2640822	2640344	2640439	2640675	2640822	chr20:2640439-2640675|-|2640344|2640822	218,219,139	1439,1463,1403	168,166,135	946,1236,1215	200	100	0.686013513109	1.0	0.07,0.07,0.047	0.082,0.063,0.053	-0.004
chr20:2640439-2640713|-|2640344|2640822	ENSG00000101365.21_4	IDH3B	chr20	-	2640344	2640822	2640344	2640439	2640713	2640822	chr20:2640439-2640713|-|2640344|2640822	1032,994,1061	73,66,70	808,896,957	50,57,48	200	100	0.264046759893	0.833877004478	0.876,0.883,0.883	0.89,0.887,0.909	-0.015
chr20:2641236-2641342|-|2641102|2641475	ENSG00000101365.21_4	IDH3B	chr20	-	2641102	2641475	2641102	2641236	2641342	2641475	chr20:2641236-2641342|-|2641102|2641475	206,253,211	2777,3265,2851	284,278,268	2062,2286,2515	200	100	1.22993441209e-06	5.88593189848e-05	0.036,0.037,0.036	0.064,0.057,0.051	-0.021
chr9:139751027-139751161|+|139750915|139751278	ENSG00000177943.14_4	MAMDC4	chr9	+	139750915	139751278	139750915	139751027	139751161	139751278	chr9:139751027-139751161|+|139750915|139751278	48,27,36	18,20,5	37,42,41	2,12,12	200	100	0.18071892334	0.652855315386	0.571,0.403,0.783	0.902,0.636,0.631	-0.137
chr9:139752549-139752851|+|139752430|139752998	ENSG00000177943.14_4	MAMDC4	chr9	+	139752430	139752998	139752430	139752549	139752851	139752998	chr9:139752549-139752851|+|139752430|139752998	20,15,14	15,2,7	23,5,14	10,10,7	200	100	0.338206778128	0.970626814465	0.4,0.789,0.5	0.535,0.2,0.5	0.151
chr9:139753305-139753456|+|139753170|139753584	ENSG00000177943.14_4	MAMDC4	chr9	+	139753170	139753584	139753170	139753305	139753456	139753584	chr9:139753305-139753456|+|139753170|139753584	86,37,83	5,6,2	35,27,39	0,5,6	200	100	0.400621725355	1.0	0.896,0.755,0.954	1.0,0.73,0.765	0.037
chr9:139753769-139754337|+|139753660|139754516	ENSG00000177943.14_4	MAMDC4	chr9	+	139753660	139754516	139753660	139753769	139754337	139754516	chr9:139753769-139754337|+|139753660|139754516	97,62,72	5,2,1	53,38,28	6,6,17	200	100	1.89496795522e-05	0.000573964738437	0.907,0.939,0.973	0.815,0.76,0.452	0.264
chr15:42133471-42134016|+|42133428|42134147	ENSG00000243708.10_3	PLA2G4B	chr15	+	42133428	42134147	42133428	42133471	42134016	42134147	chr15:42133471-42134016|+|42133428|42134147	27,35,22	20,3,2	37,35,22	17,22,9	200	100	0.0693859695526	0.340417686376	0.403,0.854,0.846	0.521,0.443,0.55	0.196
chr9:95475743-95477534|-|95473644|95477745	ENSG00000185963.14_3	BICD2	chr9	-	95473644	95477745	95473644	95475743	95477534	95477745	chr9:95475743-95477534|-|95473644|95477745	142,111,169	354,173,311	60,80,83	237,217,229	200	100	0.000356383170824	0.00630541205264	0.167,0.243,0.214	0.112,0.156,0.153	0.068
chr9:95060618-95061165|-|95060538|95061236	ENSG00000198000.12_7	NOL8	chr9	-	95060538	95061236	95060538	95060618	95061165	95061236	chr9:95060618-95061165|-|95060538|95061236	42,32,32	329,302,323	24,34,24	338,259,254	200	100	0.41368717177	1.0	0.06,0.05,0.047	0.034,0.062,0.045	0.005
chr9:90584264-90585690|-|90584108|90585812	ENSG00000156345.17_2	CDK20	chr9	-	90584108	90585812	90584108	90584264	90585690	90585812	chr9:90584264-90585690|-|90584108|90585812	22,27,23	19,13,27	11,10,5	3,5,2	200	100	0.0864127628236	0.394979676884	0.367,0.509,0.299	0.647,0.5,0.556	-0.176
chr9:90585545-90585690|-|90585482|90585812	ENSG00000156345.17_2	CDK20	chr9	-	90585482	90585812	90585482	90585545	90585690	90585812	chr9:90585545-90585690|-|90585482|90585812	18,26,19	9,16,7	11,14,8	3,5,2	200	100	0.172018464412	0.632160126705	0.5,0.448,0.576	0.647,0.583,0.667	-0.124
chr1:12089338-12089821|+|12089279|12089951	ENSG00000116691.11_3	MIIP	chr1	+	12089279	12089951	12089279	12089338	12089821	12089951	chr1:12089338-12089821|+|12089279|12089951	201,167,134	155,231,189	179,173,206	186,208,254	200	100	0.947255781662	1.0	0.393,0.266,0.262	0.325,0.294,0.289	0.004
chr1:12089338-12090084|+|12089279|12090181	ENSG00000116691.11_3	MIIP	chr1	+	12089279	12090181	12089279	12089338	12090084	12090181	chr1:12089338-12090084|+|12089279|12090181	177,157,123	4,4,2	180,154,182	11,3,13	200	100	0.00778253233449	0.0676920284665	0.957,0.952,0.969	0.891,0.963,0.875	0.05
chr1:12089951-12090084|+|12089279|12090181	ENSG00000116691.11_3	MIIP	chr1	+	12089279	12090181	12089279	12089951	12090084	12090181	chr1:12089951-12090084|+|12089279|12090181	119,124,120	283,379,294	137,92,118	244,306,347	200	100	0.906239663673	1.0	0.174,0.141,0.169	0.219,0.131,0.145	-0.004
chr1:114940482-114940561|-|114940229|114940612	ENSG00000197323.12_4	TRIM33	chr1	-	114940229	114940612	114940229	114940482	114940561	114940612	chr1:114940482-114940561|-|114940229|114940612	18,10,15	236,187,276	27,12,9	160,130,123	179	100	0.00857322735832	0.0729150312026	0.041,0.029,0.029	0.086,0.049,0.039	-0.025
chr6:28872442-28876584|-|28870778|28876617	ENSG00000204713.11_3	TRIM27	chr6	-	28870778	28876617	28870778	28872442	28876584	28876617	chr6:28872442-28876584|-|28870778|28876617	94,83,120	24,9,24	141,135,56	36,33,35	200	100	0.0434349662164	0.242380489911	0.662,0.822,0.714	0.662,0.672,0.444	0.14
chr12:64879293-64879737|+|64879234|64879797	ENSG00000183735.10_4	TBK1	chr12	+	64879234	64879797	64879234	64879293	64879737	64879797	chr12:64879293-64879737|+|64879234|64879797	42,26,59	1,1,3	31,41,36	1,3,2	200	100	0.537203430208	1.0	0.955,0.929,0.908	0.939,0.872,0.9	0.027
chr7:128518776-128519575|-|128518611|128519677	ENSG00000135253.13_4	KCP	chr7	-	128518611	128519677	128518611	128518776	128519575	128519677	chr7:128518776-128519575|-|128518611|128519677	31,14,31	82,41,85	14,8,5	23,25,19	200	100	0.951250476577	1.0	0.159,0.146,0.154	0.233,0.138,0.116	-0.009
chr12:53682483-53682873|+|53682321|53683087	ENSG00000135476.11_3	ESPL1	chr12	+	53682321	53683087	53682321	53682483	53682873	53683087	chr12:53682483-53682873|+|53682321|53683087	56,36,41	288,218,306	93,51,45	275,235,265	200	100	0.0085519137742	0.0727505730015	0.089,0.076,0.063	0.145,0.098,0.078	-0.031
chr12:53683378-53684130|+|53683187|53684253	ENSG00000135476.11_3	ESPL1	chr12	+	53683187	53684253	53683187	53683378	53684130	53684253	chr12:53683378-53684130|+|53683187|53684253	121,58,58	2,7,0	120,87,125	0,0,1	200	100	0.00274596392879	0.0309175144213	0.968,0.806,1.0	1.0,1.0,0.984	-0.07
chr9:38540846-38541452|-|38540565|38541559	ENSG00000283486.2_5	FAM95C	chr9	-	38540565	38541559	38540565	38540846	38541452	38541559	chr9:38540846-38541452|-|38540565|38541559	30,21,13	45,31,32	17,33,7	42,39,39	200	100	0.318192369301	0.932639598141	0.25,0.253,0.169	0.168,0.297,0.082	0.042
chr9:38542586-38542944|-|38542308|38543052	ENSG00000283486.2_5	FAM95C	chr9	-	38542308	38543052	38542308	38542586	38542944	38543052	chr9:38542586-38542944|-|38542308|38543052	181,107,189	15,21,5	132,102,105	7,12,6	200	100	0.553034904475	1.0	0.858,0.718,0.95	0.904,0.81,0.897	-0.028
chr17:80007718-80007793|-|80007552|80007882	ENSG00000169733.12_4	RFNG	chr17	-	80007552	80007882	80007552	80007718	80007793	80007882	chr17:80007718-80007793|-|80007552|80007882	345,317,327	381,584,453	307,308,277	380,409,453	175	100	0.878630173991	1.0	0.341,0.237,0.292	0.316,0.301,0.259	-0.002
chr17:80007882-80008277|-|80007552|80008431	ENSG00000169733.12_4	RFNG	chr17	-	80007552	80008431	80007552	80007882	80008277	80008431	chr17:80007882-80008277|-|80007552|80008431	332,349,347	381,455,428	334,345,266	329,405,354	200	100	0.543730862417	1.0	0.303,0.277,0.288	0.337,0.299,0.273	-0.014
chr17:80008640-80009169|-|80008537|80009218	ENSG00000169733.12_4	RFNG	chr17	-	80008537	80009218	80008537	80008640	80009169	80009218	chr17:80008640-80009169|-|80008537|80009218	214,159,191	331,415,371	88,103,93	221,278,318	200	100	0.00203029864583	0.0245860547763	0.244,0.161,0.205	0.166,0.156,0.128	0.053
chr9:35750738-35750836|+|35750654|35750986	ENSG00000107185.9_2	RGP1	chr9	+	35750654	35750986	35750654	35750738	35750836	35750986	chr9:35750738-35750836|+|35750654|35750986	21,21,46	188,276,253	32,56,24	216,289,140	198	100	0.0446781355774	0.247471412911	0.053,0.037,0.084	0.07,0.089,0.08	-0.022
chr12:53452229-53452355|+|53452099|53452421	ENSG00000111077.17_2	TNS2	chr12	+	53452099	53452421	53452099	53452229	53452355	53452421	chr12:53452229-53452355|+|53452099|53452421	10,14,9	59,101,118	31,35,28	138,227,120	200	100	0.0169809112274	0.121413350317	0.078,0.065,0.037	0.101,0.072,0.104	-0.032
chr12:53453755-53453950|+|53452830|53454042	ENSG00000111077.17_2	TNS2	chr12	+	53452830	53454042	53452830	53453755	53453950	53454042	chr12:53453755-53453950|+|53452830|53454042	95,157,185	3,5,8	256,456,202	9,10,5	200	100	0.477648313181	1.0	0.941,0.94,0.92	0.934,0.958,0.953	-0.015
chr12:53456475-53456872|+|53456403|53457041	ENSG00000111077.17_2	TNS2	chr12	+	53456403	53457041	53456403	53456475	53456872	53457041	chr12:53456475-53456872|+|53456403|53457041	14,17,11	1,1,0	41,39,43	0,2,0	200	100	1	1.0	0.875,0.895,1.0	1.0,0.907,1.0	-0.046
chr12:53456481-53456872|+|53456403|53457041	ENSG00000111077.17_2	TNS2	chr12	+	53456403	53457041	53456403	53456481	53456872	53457041	chr12:53456481-53456872|+|53456403|53457041	12,13,9	46,72,59	36,33,35	97,151,110	200	100	0.0408947340076	0.232097844411	0.115,0.083,0.071	0.157,0.099,0.137	-0.041
chr1:32259029-32259347|-|32258878|32259498	ENSG00000134668.12_4	SPOCD1	chr1	-	32258878	32259498	32258878	32259029	32259347	32259498	chr1:32259029-32259347|-|32258878|32259498	17,11,17	35,17,24	17,18,9	8,21,28	200	100	0.452238616747	1.0	0.195,0.244,0.262	0.515,0.3,0.138	-0.084
chr1:32263924-32264042|-|32263807|32264232	ENSG00000134668.12_4	SPOCD1	chr1	-	32263807	32264232	32263807	32263924	32264042	32264232	chr1:32263924-32264042|-|32263807|32264232	0,1,1	30,20,20	3,4,4	15,23,21	200	100	0.000782947818686	0.0117749336639	0.0,0.024,0.024	0.091,0.08,0.087	-0.07
chr21:40777984-40778487|+|40777839|40778657	ENSG00000182093.16_5	WRB	chr21	+	40777839	40778657	40777839	40777984	40778487	40778657	chr21:40777984-40778487|+|40777839|40778657	1,8,11	1,1,9	6,10,7	11,8,1	200	100	0.573660530578	1.0	0.333,0.8,0.379	0.214,0.385,0.778	0.045
chr5:43161708-43161810|+|43161350|43162033	ENSG00000172262.11_4	ZNF131	chr5	+	43161350	43162033	43161350	43161708	43161810	43162033	chr5:43161708-43161810|+|43161350|43162033	186,199,206	213,242,277	298,241,277	332,333,255	200	100	0.40416894633	1.0	0.304,0.291,0.271	0.31,0.266,0.352	-0.021
chr5:43161715-43161810|+|43161350|43162033	ENSG00000172262.11_4	ZNF131	chr5	+	43161350	43162033	43161350	43161715	43161810	43162033	chr5:43161715-43161810|+|43161350|43162033	169,173,176	51,52,61	274,225,251	56,61,81	195	100	0.235053644865	0.774761234633	0.63,0.63,0.597	0.715,0.654,0.614	-0.042
chr12:6958577-6958728|-|6958486|6959022	ENSG00000111665.11_2	CDCA3	chr12	-	6958486	6959022	6958486	6958577	6958728	6959022	chr12:6958577-6958728|-|6958486|6959022	192,123,154	29,42,38	125,91,78	36,23,31	200	100	0.23153513209	0.766458972389	0.768,0.594,0.67	0.635,0.664,0.557	0.059
chr12:6958593-6958728|-|6958486|6959022	ENSG00000111665.11_2	CDCA3	chr12	-	6958486	6959022	6958486	6958593	6958728	6959022	chr12:6958593-6958728|-|6958486|6959022	165,93,126	748,566,791	117,81,61	579,364,523	200	100	0.808945108998	1.0	0.099,0.076,0.074	0.092,0.1,0.055	0.001
chr12:6959760-6959996|-|6959630|6960173	ENSG00000111665.11_2	CDCA3	chr12	-	6959630	6960173	6959630	6959760	6959996	6960173	chr12:6959760-6959996|-|6959630|6960173	74,31,98	794,496,899	70,38,44	498,365,526	200	100	0.214804038389	0.732351622823	0.045,0.03,0.052	0.066,0.049,0.04	-0.009
chr1:46871466-46871709|+|46871259|46871750	ENSG00000117480.16_3	FAAH	chr1	+	46871259	46871750	46871259	46871466	46871709	46871750	chr1:46871466-46871709|+|46871259|46871750	14,23,11	4,6,4	10,7,17	1,0,1	200	100	1	1.0	0.636,0.657,0.579	0.833,1.0,0.895	-0.285
chr8:146277883-146277971|+|146277852|146278283	ENSG00000182307.14_4	C8orf33	chr8	+	146277852	146278283	146277852	146277883	146277971	146278283	chr8:146277883-146277971|+|146277852|146278283	640,404,572	378,321,412	310,294,361	76,91,163	188	100	2.28256984314e-07	1.42374326775e-05	0.474,0.401,0.425	0.685,0.632,0.541	-0.186
chr8:145736105-145736176|+|145735980|145736286	ENSG00000167700.9_3	MFSD3	chr8	+	145735980	145736286	145735980	145736105	145736176	145736286	chr8:145736105-145736176|+|145735980|145736286	192,266,270	755,2222,1099	107,80,72	421,559,484	171	100	0.460658197513	1.0	0.129,0.065,0.126	0.129,0.077,0.08	0.011
chr8:145698434-145698514|+|145698177|145699585	ENSG00000167702.12_3	KIFC2	chr8	+	145698177	145699585	145698177	145698434	145698514	145699585	chr8:145698434-145698514|+|145698177|145699585	423,413,389	131,190,206	42,80,83	32,83,76	180	100	1.52238688722e-06	7.06068465372e-05	0.642,0.547,0.512	0.422,0.349,0.378	0.184
chr8:145533582-145534859|+|145533457|145534935	ENSG00000185122.11_4	HSF1	chr8	+	145533457	145534935	145533457	145533582	145534859	145534935	chr8:145533582-145534859|+|145533457|145534935	264,252,292	1709,1571,1749	170,154,161	1051,1046,1224	200	100	0.357938524781	1.0	0.072,0.074,0.077	0.075,0.069,0.062	0.006
chr8:145537574-145537647|+|145537508|145537717	ENSG00000185122.11_4	HSF1	chr8	+	145537508	145537717	145537508	145537574	145537647	145537717	chr8:145537574-145537647|+|145537508|145537717	141,133,144	1307,1330,1287	99,55,115	798,930,1063	173	100	0.347468466409	0.986285154826	0.059,0.055,0.061	0.067,0.033,0.059	0.005
chr8:145166389-145166534|+|145166003|145166684	ENSG00000179698.13_2	WDR97	chr8	+	145166003	145166684	145166003	145166389	145166534	145166684	chr8:145166389-145166534|+|145166003|145166684	21,22,24	0,2,1	10,20,7	0,0,0	200	100	0.651989919464	1.0	1.0,0.846,0.923	1.0,1.0,1.0	-0.077
chr8:145168420-145168559|+|145168342|145168784	ENSG00000179698.13_2	WDR97	chr8	+	145168342	145168784	145168342	145168420	145168559	145168784	chr8:145168420-145168559|+|145168342|145168784	19,24,22	1,2,0	13,18,12	0,0,0	200	100	0.57855875927	1.0	0.905,0.857,1.0	1.0,1.0,1.0	-0.079
chr8:145169065-145169180|+|145168879|145169378	ENSG00000179698.13_2	WDR97	chr8	+	145168879	145169378	145168879	145169065	145169180	145169378	chr8:145169065-145169180|+|145168879|145169378	19,24,15	0,1,3	13,20,7	0,1,0	200	100	0.237522375224	0.780242875178	1.0,0.923,0.714	1.0,0.909,1.0	-0.091
chr8:145169378-145169456|+|145168879|145169578	ENSG00000179698.13_2	WDR97	chr8	+	145168879	145169578	145168879	145169378	145169456	145169578	chr8:145169378-145169456|+|145168879|145169578	32,32,39	3,5,0	24,21,29	1,4,0	178	100	0.338824459906	0.9714903739	0.857,0.782,1.0	0.931,0.747,1.0	-0.013
chr8:145161367-145161457|+|145161245|145161577	ENSG00000179632.10_3	MAF1	chr8	+	145161245	145161577	145161245	145161367	145161457	145161577	chr8:145161367-145161457|+|145161245|145161577	897,586,923	4807,6924,5866	723,716,831	3620,3980,3997	190	100	4.12999918395e-05	0.00108952042988	0.089,0.043,0.076	0.095,0.086,0.099	-0.024
chr8:144649846-144649955|-|144649780|144650058	ENSG00000204839.9_6	MROH6	chr8	-	144649780	144650058	144649780	144649846	144649955	144650058	chr8:144649846-144649955|-|144649780|144650058	96,99,112	257,301,243	9,7,7	11,25,11	200	100	0.645523557938	1.0	0.157,0.141,0.187	0.29,0.123,0.241	-0.056
chr8:144663324-144663455|-|144663223|144663498	ENSG00000104529.17_7	EEF1D	chr8	-	144663223	144663498	144663223	144663324	144663455	144663498	chr8:144663324-144663455|-|144663223|144663498	10741,8274,10080	462,251,373	5065,3832,5445	119,87,193	200	100	0.00315667802344	0.0344907092327	0.921,0.943,0.931	0.955,0.957,0.934	-0.017
chr8:144643274-144643539|+|144643171|144643593	ENSG00000104518.11_5	GSDMD	chr8	+	144643171	144643593	144643171	144643274	144643539	144643593	chr8:144643274-144643539|+|144643171|144643593	310,282,268	1506,2099,1576	341,341,266	1057,1158,1063	200	100	2.24717341402e-08	1.87524328366e-06	0.093,0.063,0.078	0.139,0.128,0.111	-0.048
chr8:144644301-144644378|+|144644128|144644520	ENSG00000104518.11_5	GSDMD	chr8	+	144644128	144644520	144644128	144644301	144644378	144644520	chr8:144644301-144644378|+|144644128|144644520	93,70,77	824,1075,844	51,66,56	462,537,613	177	100	0.147335838346	0.568533730415	0.06,0.035,0.049	0.059,0.065,0.049	-0.01
chr19:46145299-46145391|-|46145175|46145610	ENSG00000125746.16_7	EML2	chr19	-	46145175	46145610	46145175	46145299	46145391	46145610	chr19:46145299-46145391|-|46145175|46145610	15,8,14	45,28,46	25,21,14	29,29,59	192	100	0.0616867812257	0.312389601746	0.148,0.13,0.137	0.31,0.274,0.11	-0.093
chr9:116855613-116855686|-|116855508|116855777	ENSG00000136883.14_4	KIF12	chr9	-	116855508	116855777	116855508	116855613	116855686	116855777	chr9:116855613-116855686|-|116855508|116855777	18,27,19	18,30,13	26,10,18	12,19,17	173	100	0.957903340777	1.0	0.366,0.342,0.458	0.556,0.233,0.38	-0.001
chr9:116860470-116860581|-|116860394|116860709	ENSG00000136883.14_4	KIF12	chr9	-	116860394	116860709	116860394	116860470	116860581	116860709	chr9:116860470-116860581|-|116860394|116860709	22,34,33	2,11,1	9,9,11	0,0,4	200	100	0.515217461418	1.0	0.846,0.607,0.943	1.0,1.0,0.579	-0.061
chr8:95878419-95878539|+|95878385|95878579	ENSG00000164941.13_5	INTS8	chr8	+	95878385	95878579	95878385	95878419	95878539	95878579	chr8:95878419-95878539|+|95878385|95878579	21,34,17	3,6,3	25,23,11	5,0,1	200	100	0.188387922409	0.671612063002	0.778,0.739,0.739	0.714,1.0,0.846	-0.101
chr19:35613743-35613821|+|35613668|35613858	ENSG00000089356.18_5	FXYD3	chr19	+	35613668	35613858	35613668	35613743	35613821	35613858	chr19:35613743-35613821|+|35613668|35613858	406,504,460	950,3533,1682	4,5,7	15,28,10	178	100	0.946324775481	1.0	0.194,0.074,0.133	0.13,0.091,0.282	-0.034
chr11:65113529-65116320|+|65113400|65116402	ENSG00000133884.10_4	DPF2	chr11	+	65113400	65116402	65113400	65113529	65116320	65116402	chr11:65113529-65116320|+|65113400|65116402	41,23,50	0,1,4	61,70,31	1,1,0	200	100	1	1.0	1.0,0.92,0.862	0.968,0.972,1.0	-0.053
chr17:30806394-30807163|+|30806268|30807215	ENSG00000108671.11_6	PSMD11	chr17	+	30806268	30807215	30806268	30806394	30807163	30807215	chr17:30806394-30807163|+|30806268|30807215	52,31,40	6,6,4	34,27,27	4,4,9	200	100	0.366936636027	1.0	0.813,0.721,0.833	0.81,0.771,0.6	0.062
chr16:89352594-89354935|-|89352446|89355078	ENSG00000167522.16_7	ANKRD11	chr16	-	89352446	89355078	89352446	89352594	89354935	89355078	chr16:89352594-89354935|-|89352446|89355078	193,377,297	167,285,222	224,247,191	286,333,165	200	100	0.0014574994796	0.019040624192	0.366,0.398,0.401	0.281,0.271,0.367	0.082
chr12:53878149-53878839|-|53878040|53878998	ENSG00000139625.13_4	MAP3K12	chr12	-	53878040	53878998	53878040	53878149	53878839	53878998	chr12:53878149-53878839|-|53878040|53878998	56,77,84	52,71,56	138,154,97	206,257,157	200	100	1.21845249074e-05	0.000399645901174	0.35,0.352,0.429	0.251,0.231,0.236	0.138
