ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr9:130164835-130165032|+|130162285|130166237	ENSG00000136856.17_4	SLC2A8	chr9	+	130164835	130165032	130162185	130162285	130166237	130166346	chr9:130164835-130165032|+|130162285|130166237	96,52,89	0,0,3	78,68,102	4,9,2	200	100	0.000288787551926	0.0086507921823	1.0,1.0,0.937	0.907,0.791,0.962	0.092
chr2:37425636-37425815|+|37424493|37426846	ENSG00000218739.10_4	CEBPZOS	chr2	+	37425636	37425815	37424396	37424493	37426846	37426962	chr2:37425636-37425815|+|37424493|37426846	76,64,76	4,4,9	35,32,24	7,17,14	200	100	5.04463703965e-06	0.000311981147511	0.905,0.889,0.809	0.714,0.485,0.462	0.314
chr9:125027740-125027824|+|125027217|125033142	ENSG00000148187.18_4	MRRF	chr9	+	125027740	125027824	125027192	125027217	125033142	125033354	chr9:125027740-125027824|+|125027217|125033142	24,29,52	148,142,155	17,8,9	100,117,94	184	100	0.000239923009675	0.00747620282688	0.081,0.1,0.154	0.085,0.036,0.049	0.055
chr9:125027740-125027824|+|125027217|125042721	ENSG00000148187.18_4	MRRF	chr9	+	125027740	125027824	125027192	125027217	125042721	125042877	chr9:125027740-125027824|+|125027217|125042721	14,12,21	4,2,5	3,5,5	9,9,16	184	100	5.3105642106e-09	7.51231727365e-07	0.655,0.765,0.695	0.153,0.232,0.145	0.528
chr9:125027740-125028059|+|125027217|125042721	ENSG00000148187.18_4	MRRF	chr9	+	125027740	125028059	125027165	125027217	125042721	125042877	chr9:125027740-125028059|+|125027217|125042721	24,20,32	4,2,5	12,9,12	9,9,16	200	100	1.47878035039e-07	1.47008023261e-05	0.75,0.833,0.762	0.4,0.333,0.273	0.446
chr9:125033231-125033354|+|125027217|125042721	ENSG00000148187.18_4	MRRF	chr9	+	125033231	125033354	125027182	125027217	125042721	125042877	chr9:125033231-125033354|+|125027217|125042721	387,296,415	4,2,5	313,231,264	9,9,16	200	100	5.25572822951e-06	0.000322774179784	0.98,0.987,0.976	0.946,0.928,0.892	0.059
chr9:116344351-116344522|+|116299198|116345729	ENSG00000138835.22_4	RGS3	chr9	+	116344351	116344522	116299075	116299198	116345729	116345951	chr9:116344351-116344522|+|116299198|116345729	70,114,111	75,76,86	0,3,0	28,24,33	200	100	0	0.0	0.318,0.429,0.392	0.0,0.059,0.0	0.36
chr9:101894778-101895021|+|101891382|101900140	ENSG00000106799.13_4	TGFBR1	chr9	+	101894778	101895021	101891136	101891382	101900140	101900371	chr9:101894778-101895021|+|101891382|101900140	130,71,157	0,0,0	127,85,50	2,5,5	200	100	3.90581135649e-05	0.00173000253591	1.0,1.0,1.0	0.969,0.895,0.833	0.101
chr9:101894790-101895021|+|101891382|101900140	ENSG00000106799.13_4	TGFBR1	chr9	+	101894790	101895021	101891117	101891382	101900140	101900371	chr9:101894790-101895021|+|101891382|101900140	214,105,239	0,0,0	171,140,80	2,5,5	200	100	0.000328755740782	0.00956498001724	1.0,1.0,1.0	0.977,0.933,0.889	0.067
chr1:43233179-43233295|+|43233061|43239233	ENSG00000164008.16_5	C1orf50	chr1	+	43233179	43233295	43232919	43233061	43239233	43239320	chr1:43233179-43233295|+|43233061|43239233	568,495,458	13,15,34	168,190,244	12,18,25	200	100	0.000236689742917	0.00739665934391	0.956,0.943,0.871	0.875,0.841,0.83	0.075
chr1:43233179-43233295|+|43233061|43240407	ENSG00000164008.16_5	C1orf50	chr1	+	43233179	43233295	43232919	43233061	43240407	43240539	chr1:43233179-43233295|+|43233061|43240407	403,301,261	13,6,12	65,88,128	12,15,9	200	100	1.60574871944e-06	0.000117531991891	0.939,0.962,0.916	0.73,0.746,0.877	0.155
chr21:27369674-27369731|-|27354790|27372329	ENSG00000142192.21_6	APP	chr21	-	27369674	27369731	27354656	27354790	27372329	27372497	chr21:27369674-27369731|-|27354790|27372329	2791,3952,3969	2165,2759,3115	4516,5441,4026	5203,6346,4640	157	100	2.74404005851e-07	2.5440021927e-05	0.451,0.477,0.448	0.356,0.353,0.356	0.104
chr21:27369674-27369731|-|27354790|27394155	ENSG00000142192.21_6	APP	chr21	-	27369674	27369731	27354656	27354790	27394155	27394358	chr21:27369674-27369731|-|27354790|27394155	1065,1701,1585	162,178,174	2028,2263,1733	643,792,545	157	100	0	0.0	0.807,0.859,0.853	0.668,0.645,0.669	0.179
chr1:225147854-225148004|+|225142800|225152180	ENSG00000185842.15_4	DNAH14	chr1	+	225147854	225148004	225142660	225142800	225152180	225152311	chr1:225147854-225148004|+|225142800|225152180	738,1133,671	25,61,15	418,421,462	56,20,28	200	100	0.000182845762557	0.00602320651877	0.937,0.903,0.957	0.789,0.913,0.892	0.068
chr1:225328469-225328723|+|225311316|225332098	ENSG00000185842.15_4	DNAH14	chr1	+	225328469	225328723	225311228	225311316	225332098	225332250	chr1:225328469-225328723|+|225311316|225332098	0,2,7	7,9,12	1,0,0	24,18,10	200	100	0.000284511769103	0.00855278297465	0.0,0.1,0.226	0.02,0.0,0.0	0.102
chr1:225347015-225347187|+|225340585|225355640	ENSG00000185842.15_4	DNAH14	chr1	+	225347015	225347187	225340398	225340585	225355640	225355730	chr1:225347015-225347187|+|225340585|225355640	19,9,17	2,0,0	15,17,8	7,3,1	200	100	0.00010555700172	0.0038699730344	0.826,1.0,1.0	0.517,0.739,0.8	0.257
chr10:13633767-13633888|+|13629152|13639457	ENSG00000165630.14_4	PRPF18	chr10	+	13633767	13633888	13628938	13629152	13639457	13639535	chr10:13633767-13633888|+|13629152|13639457	38,21,37	179,182,193	8,11,7	179,150,130	200	100	4.00751699048e-07	3.56348317839e-05	0.096,0.055,0.087	0.022,0.035,0.026	0.052
chr3:155521839-155521962|-|155520380|155523385	ENSG00000174928.16_6	C3orf33	chr3	-	155521839	155521962	155520320	155520380	155523385	155523512	chr3:155521839-155521962|-|155520380|155523385	2,5,5	14,9,16	1,0,0	5,12,15	200	100	0.000110283900308	0.00401214922491	0.067,0.217,0.135	0.091,0.0,0.0	0.109
chr1:23735156-23735219|-|23724448|23743741	ENSG00000204219.10_3	TCEA3	chr1	-	23735156	23735219	23724284	23724448	23743741	23743883	chr1:23735156-23735219|-|23724448|23743741	193,871,288	1,12,4	469,670,483	21,37,18	163	100	8.41973117893e-08	8.98783590884e-06	0.992,0.978,0.978	0.932,0.917,0.943	0.052
chr6:13599263-13599387|+|13597248|13601065	ENSG00000124523.15_3	SIRT5	chr6	+	13599263	13599387	13597194	13597248	13601065	13601181	chr6:13599263-13599387|+|13597248|13601065	204,317,264	7,4,3	211,187,143	12,10,8	200	100	0.000318116217091	0.00932715072778	0.936,0.975,0.978	0.898,0.903,0.899	0.063
chr12:111902465-111902519|-|111895163|111907911	ENSG00000204842.16_7	ATXN2	chr12	-	111902465	111902519	111895017	111895163	111907911	111908044	chr12:111902465-111902519|-|111895163|111907911	220,234,220	109,90,62	152,195,180	127,132,133	154	100	7.49567938729e-06	0.000438537282123	0.567,0.628,0.697	0.437,0.49,0.468	0.166
chr17:76198783-76198832|+|76187141|76200908	ENSG00000183077.15_2	AFMID	chr17	+	76198783	76198832	76187050	76187141	76200908	76200981	chr17:76198783-76198832|+|76187141|76200908	77,49,77	3,0,0	34,47,54	3,8,1	149	100	0.000268962015401	0.00818816471678	0.945,1.0,1.0	0.884,0.798,0.973	0.097
chr17:76201683-76201819|+|76198832|76202026	ENSG00000183077.15_2	AFMID	chr17	+	76201683	76201819	76198783	76198832	76202026	76202131	chr17:76201683-76201819|+|76198832|76202026	22,101,47	161,249,216	21,17,15	146,169,206	200	100	7.19723730724e-07	5.85797431946e-05	0.064,0.169,0.098	0.067,0.048,0.035	0.06
chr9:2159813-2159909|+|2123937|2161685	ENSG00000080503.24_6	SMARCA2	chr9	+	2159813	2159909	2123849	2123937	2161685	2161903	chr9:2159813-2159909|+|2123937|2161685	41,14,50	168,194,176	5,8,9	86,113,93	196	100	4.24568968634e-05	0.0018548437658	0.111,0.036,0.127	0.029,0.035,0.047	0.054
chr8:144672777-144672899|-|144672251|144679517	ENSG00000104529.17_7	EEF1D	chr8	-	144672777	144672899	144671680	144672251	144679517	144679585	chr8:144672777-144672899|-|144672251|144679517	160,115,140	343,200,345	41,23,37	128,101,129	200	100	0.000335763978615	0.00972827357407	0.189,0.223,0.169	0.138,0.102,0.125	0.072
chr8:144674816-144675063|-|144672251|144679517	ENSG00000104529.17_7	EEF1D	chr8	-	144674816	144675063	144672007	144672251	144679517	144679583	chr8:144674816-144675063|-|144672251|144679517	83,57,97	343,200,345	9,9,22	128,101,129	200	100	1.20192771025e-06	9.16720218398e-05	0.108,0.125,0.123	0.034,0.043,0.079	0.067
chr8:144674816-144675112|-|144672251|144679517	ENSG00000104529.17_7	EEF1D	chr8	-	144674816	144675112	144671999	144672251	144679517	144679585	chr8:144674816-144675112|-|144672251|144679517	89,55,100	343,200,345	12,9,22	128,101,129	200	100	2.82283942843e-06	0.000190478000024	0.115,0.121,0.127	0.045,0.043,0.079	0.065
chr8:144674884-144675063|-|144669022|144679024	ENSG00000104529.17_7	EEF1D	chr8	-	144674884	144675063	144668898	144669022	144679024	144679551	chr8:144674884-144675063|-|144669022|144679024	23,9,8	61,31,67	2,0,2	45,31,45	200	100	9.92611072226e-08	1.03579083595e-05	0.159,0.127,0.056	0.022,0.0,0.022	0.099
chr8:144676062-144676241|-|144669019|144679048	ENSG00000104529.17_7	EEF1D	chr8	-	144676062	144676241	144668898	144669019	144679048	144679558	chr8:144676062-144676241|-|144669019|144679048	15,18,19	32,39,16	1,1,2	11,21,22	200	100	1.52650719509e-07	1.51164630005e-05	0.19,0.188,0.373	0.043,0.023,0.043	0.214
chr8:144676062-144676241|-|144669022|144678257	ENSG00000104529.17_7	EEF1D	chr8	-	144676062	144676241	144668898	144669022	144678257	144678924	chr8:144676062-144676241|-|144669022|144678257	36,19,36	5,3,11	8,4,5	12,3,5	200	100	3.66327073973e-05	0.00164298067683	0.783,0.76,0.621	0.25,0.4,0.333	0.394
chr8:142200382-142200516|+|142199245|142202429	ENSG00000105339.10_5	DENND3	chr8	+	142200382	142200516	142198447	142199245	142202429	142202548	chr8:142200382-142200516|+|142199245|142202429	380,1025,484	1,7,8	456,646,535	54,35,56	200	100	0	0.0	0.995,0.987,0.968	0.809,0.902,0.827	0.137
chr1:162562521-162562572|+|162560301|162567581	ENSG00000117143.13_5	UAP1	chr1	+	162562521	162562572	162560112	162560301	162567581	162567648	chr1:162562521-162562572|+|162560301|162567581	2039,1627,1555	208,93,127	768,473,1015	605,299,630	151	100	0	0.0	0.867,0.921,0.89	0.457,0.512,0.516	0.398
chr1:162562524-162562572|+|162560301|162567581	ENSG00000117143.13_5	UAP1	chr1	+	162562524	162562572	162560112	162560301	162567581	162567648	chr1:162562524-162562572|+|162560301|162567581	1092,897,860	208,93,127	406,257,493	605,299,630	148	100	0	0.0	0.78,0.867,0.821	0.312,0.367,0.346	0.481
chr2:87769668-87769823|+|87755164|87882776	ENSG00000222041.11_4	CYTOR	chr2	+	87769668	87769823	87754997	87755164	87882776	87882865	chr2:87769668-87769823|+|87755164|87882776	11,2,20	71,36,53	1,2,0	76,59,42	200	100	1.94945680709e-08	2.44427293901e-06	0.072,0.027,0.159	0.007,0.017,0.0	0.078
chr16:89358088-89358185|-|89357591|89371613	ENSG00000167522.16_7	ANKRD11	chr16	-	89358088	89358185	89357420	89357591	89371613	89371752	chr16:89358088-89358185|-|89357591|89371613	44,145,59	298,367,342	15,28,30	371,393,272	197	100	5.82756065626e-13	1.46975776305e-10	0.07,0.167,0.081	0.02,0.035,0.053	0.07
chr16:89358088-89358207|-|89357591|89371613	ENSG00000167522.16_7	ANKRD11	chr16	-	89358088	89358207	89357420	89357591	89371613	89371752	chr16:89358088-89358207|-|89357591|89371613	41,121,53	298,367,342	14,27,21	371,393,272	200	100	5.00710584106e-14	1.44052931976e-11	0.064,0.142,0.072	0.019,0.033,0.037	0.063
chr8:80940929-80941031|-|80831383|80942139	ENSG00000147586.10_4	MRPS28	chr8	-	80940929	80941031	80831174	80831383	80942139	80942209	chr8:80940929-80941031|-|80831383|80942139	34,39,35	1,0,0	20,21,26	4,12,0	200	100	4.32620156032e-06	0.000274203059194	0.944,1.0,1.0	0.714,0.467,1.0	0.254
chr8:80940929-80941031|-|80831383|80942270	ENSG00000147586.10_4	MRPS28	chr8	-	80940929	80941031	80831174	80831383	80942270	80942524	chr8:80940929-80941031|-|80831383|80942270	25,15,27	97,55,88	8,7,4	100,63,94	200	100	2.39152315507e-07	2.25328503475e-05	0.114,0.12,0.133	0.038,0.053,0.021	0.085
chr8:80940929-80941031|-|80915415|80941995	ENSG00000147586.10_4	MRPS28	chr8	-	80940929	80941031	80915233	80915415	80941995	80942147	chr8:80940929-80941031|-|80915415|80941995	108,165,155	56,43,59	55,97,73	90,103,114	200	100	5.37192512695e-12	1.21585893547e-09	0.491,0.657,0.568	0.234,0.32,0.243	0.306
chr8:80940929-80941031|-|80915415|80942139	ENSG00000147586.10_4	MRPS28	chr8	-	80940929	80941031	80915233	80915415	80942139	80942209	chr8:80940929-80941031|-|80915415|80942139	130,194,176	62,65,82	60,114,93	87,89,105	200	100	3.94368163681e-08	4.53663917024e-06	0.512,0.599,0.518	0.256,0.39,0.307	0.225
chr12:133446204-133446384|-|133438220|133447309	ENSG00000072609.17_4	CHFR	chr12	-	133446204	133446384	133438052	133438220	133447309	133447369	chr12:133446204-133446384|-|133438220|133447309	226,214,254	11,15,12	274,270,238	59,59,59	200	100	1.35447209004e-14	4.14567138657e-12	0.911,0.877,0.914	0.699,0.696,0.669	0.213
chr12:133446204-133446420|-|133438220|133447309	ENSG00000072609.17_4	CHFR	chr12	-	133446204	133446420	133438052	133438220	133447309	133447369	chr12:133446204-133446420|-|133438220|133447309	161,154,187	11,15,12	192,180,162	59,59,59	200	100	3.33066907388e-15	1.0924772673e-12	0.88,0.837,0.886	0.619,0.604,0.579	0.267
chr12:133447309-133447369|-|133438220|133448870	ENSG00000072609.17_4	CHFR	chr12	-	133447309	133447369	133438052	133438220	133448870	133448980	chr12:133447309-133447369|-|133438220|133448870	136,167,140	11,5,2	233,242,224	23,34,29	160	100	5.38025683783e-06	0.000329481643033	0.885,0.954,0.978	0.864,0.816,0.828	0.103
chr12:132635525-132635586|+|132630210|132635802	ENSG00000184967.7_3	NOC4L	chr12	+	132635525	132635586	132630103	132630210	132635802	132635913	chr12:132635525-132635586|+|132630210|132635802	369,341,344	8,3,5	232,178,255	19,11,20	161	100	3.87883258846e-09	5.61387339496e-07	0.966,0.986,0.977	0.884,0.91,0.888	0.082
chr8:28704263-28704326|-|28695293|28707729	ENSG00000104299.15_4	INTS9	chr8	-	28704263	28704326	28695153	28695293	28707729	28707790	chr8:28704263-28704326|-|28695293|28707729	179,259,205	3,2,2	131,117,105	23,21,26	163	100	0	0.0	0.973,0.988,0.984	0.777,0.774,0.712	0.227
chr8:22449063-22449181|+|22447254|22451245	ENSG00000120913.23_5	PDLIM2	chr8	+	22449063	22449181	22447108	22447254	22451245	22451345	chr8:22449063-22449181|+|22447254|22451245	1393,975,1545	78,42,117	343,411,526	50,42,54	200	100	2.93977944743e-06	0.000196981922621	0.899,0.921,0.868	0.774,0.83,0.83	0.085
chr8:22396981-22397011|+|22390531|22398127	ENSG00000120910.14_4	PPP3CC	chr8	+	22396981	22397011	22390433	22390531	22398127	22398569	chr8:22396981-22397011|+|22390531|22398127	56,80,85	76,93,105	47,52,50	141,143,193	130	100	5.73309955065e-10	9.66074525105e-08	0.362,0.398,0.384	0.204,0.219,0.166	0.185
chr14:21704531-21704619|-|21702388|21730759	ENSG00000092199.17_7	HNRNPC	chr14	-	21704531	21704619	21702111	21702388	21730759	21733675	chr14:21704531-21704619|-|21702388|21730759	75,61,99	97,128,129	45,32,34	128,216,173	188	100	1.25606192114e-11	2.71278415694e-09	0.291,0.202,0.29	0.158,0.073,0.095	0.152
chr3:49711921-49712054|+|49711846|49713126	ENSG00000164062.13_4	APEH	chr3	+	49711921	49712054	49711783	49711846	49713126	49713220	chr3:49711921-49712054|+|49711846|49713126	860,1047,1079	27,21,22	246,469,537	47,36,47	200	100	8.21565038223e-15	2.56058611532e-12	0.941,0.961,0.961	0.724,0.867,0.851	0.14
chr17:79084713-79084755|+|79082309|79089569	ENSG00000175866.15_5	BAIAP2	chr17	+	79084713	79084755	79082274	79082309	79089569	79090025	chr17:79084713-79084755|+|79082309|79089569	136,99,155	125,94,126	7,17,15	112,121,172	142	100	0	0.0	0.434,0.426,0.464	0.042,0.09,0.058	0.378
chr17:79084713-79084759|+|79082309|79089569	ENSG00000175866.15_5	BAIAP2	chr17	+	79084713	79084759	79082274	79082309	79089569	79090024	chr17:79084713-79084759|+|79082309|79089569	327,215,369	125,94,126	36,57,50	112,121,172	146	100	0	0.0	0.642,0.61,0.667	0.18,0.244,0.166	0.443
chr20:61290028-61290119|+|61273905|61299096	ENSG00000101187.16_3	SLCO4A1	chr20	+	61290028	61290119	61273854	61273905	61299096	61299262	chr20:61290028-61290119|+|61273905|61299096	7,4,6	14,21,18	0,0,0	10,20,15	191	100	6.84809504325e-07	5.63511679189e-05	0.207,0.091,0.149	0.0,0.0,0.0	0.149
chrX:102025279-102025348|+|102024269|102081896	ENSG00000223546.7_7	LINC00630	chrX	+	102025279	102025348	102024085	102024269	102081896	102082072	chrX:102025279-102025348|+|102024269|102081896	37,22,49	0,1,0	46,41,26	3,6,2	169	100	6.9995139669e-05	0.00279365687264	1.0,0.929,1.0	0.901,0.802,0.885	0.114
chrX:102071919-102072010|+|102024269|102081896	ENSG00000223546.7_7	LINC00630	chrX	+	102071919	102072010	102024114	102024269	102081896	102082064	chrX:102071919-102072010|+|102024269|102081896	5,7,21	0,1,0	19,7,9	3,6,2	191	100	1.03668185634e-05	0.000576700118106	1.0,0.786,1.0	0.768,0.379,0.702	0.312
chrX:102080920-102081097|+|102024269|102081896	ENSG00000223546.7_7	LINC00630	chrX	+	102080920	102081097	102024108	102024269	102081896	102082072	chrX:102080920-102081097|+|102024269|102081896	70,77,99	0,1,0	67,75,38	3,6,2	200	100	6.00789585194e-05	0.00246624486595	1.0,0.975,1.0	0.918,0.862,0.905	0.097
chr7:158496340-158496393|-|158494629|158497414	ENSG00000146918.19_3	NCAPG2	chr7	-	158496340	158496393	158494512	158494629	158497414	158497495	chr7:158496340-158496393|-|158494629|158497414	98,76,159	401,290,570	23,14,32	461,331,256	153	100	0	0.0	0.138,0.146,0.154	0.032,0.027,0.076	0.101
chr7:150835229-150835400|+|150831655|150838984	ENSG00000133612.19_4	AGAP3	chr7	+	150835229	150835400	150831486	150831655	150838984	150839139	chr7:150835229-150835400|+|150831655|150838984	226,213,204	102,132,112	106,120,158	132,142,141	200	100	3.13781017836e-08	3.6955426826e-06	0.526,0.447,0.477	0.286,0.297,0.359	0.169
chr7:144378899-144378957|-|144364939|144380001	ENSG00000196511.14_4	TPK1	chr7	-	144378899	144378957	144364818	144364939	144380001	144380071	chr7:144378899-144378957|-|144364939|144380001	4,17,9	0,1,0	13,10,10	8,12,19	158	100	6.11013462049e-11	1.20507179169e-08	1.0,0.915,1.0	0.507,0.345,0.25	0.604
chr7:144008683-144008797|-|143948703|144040279	ENSG00000284644.1_4	AC074386.1	chr7	-	144008683	144008797	143948417	143948703	144040279	144040391	chr7:144008683-144008797|-|143948703|144040279	11,18,24	0,1,0	26,50,29	9,2,2	200	100	9.65877234237e-05	0.00360584369546	1.0,0.9,1.0	0.591,0.926,0.879	0.168
chr9:33762054-33762161|+|33750725|33796640	ENSG00000010438.16_4	PRSS3	chr9	+	33762054	33762161	33750676	33750725	33796640	33796800	chr9:33762054-33762161|+|33750725|33796640	193,113,205	371,666,579	290,305,280	1230,2220,1761	200	100	1.90651125453e-06	0.000136643702757	0.206,0.078,0.15	0.105,0.064,0.074	0.064
chr17:8132044-8132210|-|8131947|8132619	ENSG00000178971.16_6	CTC1	chr17	-	8132044	8132210	8131820	8131947	8132619	8132764	chr17:8132044-8132210|-|8131947|8132619	109,128,118	8,0,0	95,77,97	14,7,7	200	100	2.63481933953e-05	0.00125142094085	0.872,1.0,1.0	0.772,0.846,0.874	0.127
chr17:8132459-8132524|-|8131947|8132619	ENSG00000178971.16_6	CTC1	chr17	-	8132459	8132524	8131820	8131947	8132619	8132764	chr17:8132459-8132524|-|8131947|8132619	65,81,85	8,0,0	62,49,40	14,7,7	165	100	8.91558179572e-06	0.000506628720219	0.831,1.0,1.0	0.729,0.809,0.776	0.172
chr16:1618217-1618335|-|1616292|1621407	ENSG00000187535.14_4	IFT140	chr16	-	1618217	1618335	1616161	1616292	1621407	1621535	chr16:1618217-1618335|-|1616292|1621407	40,105,89	1,4,0	86,111,84	11,7,6	200	100	0.00024863484831	0.00769082144264	0.952,0.929,1.0	0.796,0.888,0.875	0.107
chr7:128218017-128218087|+|128214845|128218943	ENSG00000280828.1_6	AC090114.3	chr7	+	128218017	128218087	128214773	128214845	128218943	128218987	chr7:128218017-128218087|+|128214845|128218943	57,21,62	15,8,23	39,54,22	40,43,21	170	100	9.05475611501e-06	0.000513585699858	0.691,0.607,0.613	0.364,0.425,0.381	0.247
chr7:128248171-128248267|+|128232071|128249540	ENSG00000280828.1_6	AC090114.3	chr7	+	128248171	128248267	128231903	128232071	128249540	128249633	chr7:128248171-128248267|+|128232071|128249540	94,62,107	26,31,46	51,57,26	44,63,30	196	100	3.41866258013e-06	0.000223932621398	0.648,0.505,0.543	0.372,0.316,0.307	0.234
chr19:18882251-18882356|+|18879603|18885709	ENSG00000105662.16_4	CRTC1	chr19	+	18882251	18882356	18879294	18879603	18885709	18885796	chr19:18882251-18882356|+|18879603|18885709	186,210,210	30,20,19	113,183,187	37,50,40	200	100	6.64413748785e-06	0.000394803238889	0.756,0.84,0.847	0.604,0.647,0.7	0.164
chr7:107214148-107214266|+|107211711|107215632	ENSG00000105865.11_3	DUS4L	chr7	+	107214148	107214266	107211589	107211711	107215632	107215727	chr7:107214148-107214266|+|107211711|107215632	351,393,300	31,23,25	396,296,310	55,51,50	200	100	7.66473657143e-06	0.000447403832396	0.85,0.895,0.857	0.783,0.744,0.756	0.106
chr7:107214148-107214328|+|107211711|107215632	ENSG00000105865.11_3	DUS4L	chr7	+	107214148	107214328	107211589	107211711	107215632	107215755	chr7:107214148-107214328|+|107211711|107215632	174,243,203	31,23,25	202,174,193	55,51,50	200	100	1.19443784884e-05	0.000651112996217	0.737,0.841,0.802	0.647,0.63,0.659	0.148
chr7:100174708-100174777|-|100174628|100175119	ENSG00000274272.1_7	AC069281.2	chr7	-	100174708	100174777	100174316	100174628	100175119	100175181	chr7:100174708-100174777|-|100174628|100175119	171,218,184	3,2,3	102,99,113	5,9,8	169	100	2.19419166302e-05	0.0010773293709	0.971,0.985,0.973	0.923,0.867,0.893	0.082
chr7:100174895-100175012|-|100174628|100175119	ENSG00000274272.1_7	AC069281.2	chr7	-	100174895	100175012	100174316	100174628	100175119	100175181	chr7:100174895-100175012|-|100174628|100175119	233,315,350	3,2,3	133,154,161	5,9,8	200	100	7.54519174306e-06	0.000441097432276	0.975,0.987,0.983	0.93,0.895,0.91	0.07
