ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr11:66135242-66135340:66138714-66138796|-|66135019|66139033	ENSG00000174669.12_3	SLC29A2	chr11	-	66135242	66135340	66138714	66138796	66134934	66135019	66139033	66139082	chr11:66135242-66135340:66138714-66138796|-|66135019|66139033	241,410,311	637,1255,715	23,64,43	169,230,187	182	198	7.96077903341e-05	0.00227344874171	0.292,0.262,0.321	0.129,0.232,0.2	0.105
chr16:89383340-89383483:89484691-89484776|-|89371752|89556652	ENSG00000167522.16_7	ANKRD11	chr16	-	89383340	89383483	89484691	89484776	89371613	89371752	89556652	89556728	chr16:89383340-89383483:89484691-89484776|-|89371752|89556652	98,125,126	340,499,432	53,57,38	362,367,243	185	200	7.10005744986e-06	0.000313141965089	0.238,0.213,0.24	0.137,0.144,0.145	0.088
chr16:89383340-89383486:89484691-89484776|-|89371752|89556652	ENSG00000167522.16_7	ANKRD11	chr16	-	89383340	89383486	89484691	89484776	89371613	89371752	89556652	89556728	chr16:89383340-89383486:89484691-89484776|-|89371752|89556652	98,125,126	336,489,423	53,57,38	355,365,241	185	200	5.67739016344e-06	0.000258819833442	0.24,0.217,0.244	0.139,0.144,0.146	0.091
chr8:82627221-82627349:82630416-82630459|-|82627130|82644433	ENSG00000104231.11_6	ZFAND1	chr8	-	82627221	82627349	82630416	82630459	82626908	82627130	82644433	82644608	chr8:82627221-82627349:82630416-82630459|-|82627130|82644433	69,432,88	1226,2131,1376	30,31,32	869,730,862	143	200	1.44911372568e-07	1.09290510278e-05	0.073,0.221,0.082	0.046,0.056,0.049	0.075
chr2:74604774-74604853:74605126-74605372|-|74604593|74618920	ENSG00000204843.12_5	DCTN1	chr2	-	74604774	74604853	74605126	74605372	74604558	74604593	74618920	74618992	chr2:74604774-74604853:74605126-74605372|-|74604593|74618920	634,561,821	603,495,656	513,633,506	682,672,666	200	179	0.000305638357635	0.00666122941627	0.485,0.504,0.528	0.402,0.457,0.405	0.084
chr12:133438052-133438220:133446204-133446420|-|133435813|133447309	ENSG00000072609.17_4	CHFR	chr12	-	133438052	133438220	133446204	133446420	133435653	133435813	133447309	133447369	chr12:133438052-133438220:133446204-133446420|-|133435813|133447309	38,27,57	195,218,246	46,32,33	366,406,346	200	200	0.000163802390154	0.00405069529551	0.163,0.11,0.188	0.112,0.073,0.087	0.063
chr8:63942725-63942776:63948214-63948329|-|63939824|63951218	ENSG00000137563.12_3	GGH	chr8	-	63942725	63942776	63948214	63948329	63939558	63939824	63951218	63951360	chr8:63942725-63942776:63948214-63948329|-|63939824|63951218	1316,660,1306	763,449,709	894,735,1066	1107,804,1041	200	151	1.63652424945e-11	2.68048513835e-09	0.566,0.526,0.582	0.379,0.408,0.436	0.15
chr12:53609429-53609578:53621145-53621471|-|53609218|53624952	ENSG00000172819.17_5	RARG	chr12	-	53609429	53609578	53621145	53621471	53609076	53609218	53624952	53625019	chr12:53609429-53609578:53621145-53621471|-|53609218|53624952	247,360,387	465,677,722	58,93,71	281,324,340	200	200	9.17155240643e-13	1.81095959632e-10	0.347,0.347,0.349	0.171,0.223,0.173	0.159
chr8:42919243-42919358:42924697-42924802|+|42914320|42927323	ENSG00000168522.13_5	FNTA	chr8	+	42919243	42919358	42924697	42924802	42914094	42914320	42927323	42927450	chr8:42919243-42919358:42924697-42924802|+|42914320|42927323	409,443,545	448,559,529	296,298,273	529,446,459	200	200	4.60587978988e-05	0.00145798122486	0.477,0.442,0.507	0.359,0.401,0.373	0.098
chr8:42202470-42202537:42213033-42213085|+|42196203|42214686	ENSG00000070501.12_3	POLB	chr8	+	42202470	42202537	42213033	42213085	42195971	42196203	42214686	42214721	chr8:42202470-42202537:42213033-42213085|+|42196203|42214686	171,121,172	140,127,118	106,130,113	176,187,132	167	152	0.0001757671076	0.00428576793133	0.526,0.464,0.57	0.354,0.388,0.438	0.127
chr18:46798547-46798673:46808366-46808545|-|46784863|46812803	ENSG00000141627.13_4	DYM	chr18	-	46798547	46798673	46808366	46808545	46784749	46784863	46812803	46812986	chr18:46798547-46798673:46808366-46808545|-|46784863|46812803	162,240,164	87,121,89	198,274,191	203,182,192	200	200	0.000249695316985	0.00568247748076	0.651,0.665,0.648	0.494,0.601,0.499	0.123
chr18:46917962-46918015:46956624-46956817|-|46906128|46986767	ENSG00000141627.13_4	DYM	chr18	-	46917962	46918015	46956624	46956817	46906034	46906128	46986767	46986997	chr18:46917962-46918015:46956624-46956817|-|46906128|46986767	100,104,114	53,54,62	127,117,88	120,106,79	200	153	0.000200046344903	0.00475882870828	0.591,0.596,0.584	0.447,0.458,0.46	0.135
chr8:30546677-30546836:30550485-30550572|-|30541716|30553896	ENSG00000104687.14_5	GSR	chr8	-	30546677	30546836	30550485	30550572	30541604	30541716	30553896	30553996	chr8:30546677-30546836:30550485-30550572|-|30541716|30553896	646,737,947	689,980,1059	318,379,300	558,670,475	187	200	7.33484293042e-05	0.00212438172972	0.501,0.446,0.489	0.379,0.377,0.403	0.092
chr9:110062421-110062503:110064315-110064395|+|110045976|110068659	ENSG00000119318.13_4	RAD23B	chr9	+	110062421	110062503	110064315	110064395	110045559	110045976	110068659	110068928	chr9:110062421-110062503:110064315-110064395|+|110045976|110068659	1042,895,1340	2011,1521,2038	626,587,572	1395,1425,1342	182	180	0.000471151489146	0.00936917558119	0.339,0.368,0.394	0.307,0.289,0.297	0.069
chr9:110062421-110062503:110068659-110068928|+|110045976|110073962	ENSG00000119318.13_4	RAD23B	chr9	+	110062421	110062503	110068659	110068928	110045559	110045976	110073962	110074018	chr9:110062421-110062503:110068659-110068928|+|110045976|110073962	1035,880,1334	2620,2234,2916	624,578,571	1982,2022,1869	182	200	0.000327661860333	0.00705149738974	0.303,0.302,0.335	0.257,0.239,0.251	0.064
chr17:7150382-7150501:7150595-7150662|-|7150181|7154513	ENSG00000175826.12_4	CTDNEP1	chr17	-	7150382	7150501	7150595	7150662	7150109	7150181	7154513	7154731	chr17:7150382-7150501:7150595-7150662|-|7150181|7154513	643,566,636	1417,1360,1433	493,452,480	1493,1482,1521	167	200	0.00040839191104	0.00835341192045	0.352,0.333,0.347	0.283,0.268,0.274	0.069
chr8:22442833-22442912:22446810-22446887|+|22442675|22447108	ENSG00000120913.23_5	PDLIM2	chr8	+	22442833	22442912	22446810	22446887	22442529	22442675	22447108	22447254	chr8:22442833-22442912:22446810-22446887|+|22442675|22447108	733,511,825	321,199,290	112,103,179	89,97,93	179	177	6.30850576706e-05	0.00187521826934	0.693,0.717,0.738	0.554,0.512,0.656	0.142
chr20:61287710-61288602:61292415-61292527|+|61273905|61296285	ENSG00000101187.16_3	SLCO4A1	chr20	+	61287710	61288602	61292415	61292527	61273854	61273905	61296285	61296440	chr20:61287710-61288602:61292415-61292527|+|61273905|61296285	411,668,839	1147,2170,1909	465,474,393	1819,2065,1751	200	200	1.86443184558e-06	0.000100476826822	0.264,0.235,0.305	0.204,0.187,0.183	0.077
chr20:17581382-17581690:17585199-17585276|+|17550856|17587681	ENSG00000125868.16_3	DSTN	chr20	+	17581382	17581690	17585199	17585276	17550719	17550856	17587681	17590564	chr20:17581382-17581690:17585199-17585276|+|17550856|17587681	5160,4853,7109	4992,5114,5260	3433,3881,3872	5031,5410,5338	200	177	1.47282691776e-06	8.20474848085e-05	0.478,0.456,0.545	0.377,0.388,0.391	0.108
chr7:151174418-151174501:151181822-151181890|-|151168691|151188028	ENSG00000106615.10_4	RHEB	chr7	-	151174418	151174501	151181822	151181890	151168634	151168691	151188028	151188100	chr7:151174418-151174501:151181822-151181890|-|151168691|151188028	1966,2087,1977	1479,1298,1334	1768,1544,1773	1802,1777,1651	168	183	1.72682367428e-06	9.42396268872e-05	0.591,0.637,0.617	0.517,0.486,0.539	0.101
chr7:151181822-151181890:151188028-151188100|-|151174501|151216545	ENSG00000106615.10_4	RHEB	chr7	-	151181822	151181890	151188028	151188100	151174418	151174501	151216545	151216981	chr7:151181822-151181890:151188028-151188100|-|151174501|151216545	1906,1787,1941	1417,1063,1218	1452,1400,1465	1430,1289,1253	172	168	8.87427225839e-05	0.00248094204244	0.568,0.621,0.609	0.498,0.515,0.533	0.084
chr7:144364818-144364939:144378899-144378957|-|144345972|144380001	ENSG00000196511.14_4	TPK1	chr7	-	144364818	144364939	144378899	144378957	144345899	144345972	144380001	144380071	chr7:144364818-144364939:144378899-144378957|-|144345972|144380001	4,18,11	0,10,1	18,10,11	18,22,31	158	200	5.13544209058e-05	0.0015915667182	1.0,0.695,0.933	0.559,0.365,0.31	0.465
chr9:74484998-74485178:74489529-74489999|-|74481922|74525549	ENSG00000107362.13_3	ABHD17B	chr9	-	74484998	74485178	74489529	74489999	74480067	74481922	74525549	74525658	chr9:74484998-74485178:74489529-74489999|-|74481922|74525549	76,55,88	120,111,128	55,64,41	135,192,121	200	200	0.000397099500596	0.00818223266753	0.388,0.331,0.407	0.289,0.25,0.253	0.111
chr12:122975008-122975114:122977261-122977336|-|122974010|122983373	ENSG00000033030.13_4	ZCCHC8	chr12	-	122975008	122975114	122977261	122977336	122973932	122974010	122983373	122983414	chr12:122975008-122975114:122977261-122977336|-|122974010|122983373	155,123,151	116,67,73	81,96,107	108,105,113	175	200	5.82307880304e-06	0.000264245035285	0.604,0.677,0.703	0.462,0.511,0.52	0.164
chr18:9337190-9337350:9359969-9360069|+|9334918|9396277	ENSG00000128791.12_3	TWSG1	chr18	+	9337190	9337350	9359969	9360069	9334770	9334918	9396277	9396544	chr18:9337190-9337350:9359969-9360069|+|9334918|9396277	395,372,647	393,454,556	436,586,436	807,1069,663	200	200	9.41025967149e-08	7.4369357281e-06	0.501,0.45,0.538	0.351,0.354,0.397	0.129
chr7:107205032-107205121:107207494-107207631|+|107204654|107211589	ENSG00000105865.11_3	DUS4L	chr7	+	107205032	107205121	107207494	107207631	107204402	107204654	107211589	107211711	chr7:107205032-107205121:107207494-107207631|+|107204654|107211589	51,67,50	180,219,203	26,28,21	189,164,180	189	200	3.73290682012e-05	0.00123224211288	0.231,0.245,0.207	0.127,0.153,0.11	0.098
chr7:107207494-107207631:107211589-107211711|+|107205121|107215632	ENSG00000105865.11_3	DUS4L	chr7	+	107207494	107207631	107211589	107211711	107204443	107205121	107215632	107215755	chr7:107207494-107207631:107211589-107211711|+|107205121|107215632	119,128,161	31,23,25	99,121,135	57,51,50	200	200	2.37465868713e-06	0.000123520630053	0.793,0.848,0.866	0.635,0.703,0.73	0.146
chr12:96131643-96131922:96180716-96181246|-|96107116|96184032	ENSG00000074527.12_3	NTN4	chr12	-	96131643	96131922	96180716	96181246	96106989	96107116	96184032	96184087	chr12:96131643-96131922:96180716-96181246|-|96107116|96184032	284,207,259	490,460,530	237,457,270	838,1385,680	200	200	3.87693408205e-05	0.0012690477847	0.367,0.31,0.328	0.22,0.248,0.284	0.084
chr7:116339124-116340338:116371721-116371913|+|116312631|116380003	ENSG00000105976.15_4	MET	chr7	+	116339124	116340338	116371721	116371913	116312249	116312631	116380003	116380138	chr7:116339124-116340338:116371721-116371913|+|116312631|116380003	822,491,883	850,631,990	738,866,404	1396,1380,755	200	200	1.24239167398e-06	7.08639452968e-05	0.492,0.438,0.471	0.346,0.386,0.349	0.107
chr7:99216147-99216274:99217183-99217616|+|99214639|99218995	ENSG00000197037.11_5	ZSCAN25	chr7	+	99216147	99216274	99217183	99217616	99214568	99214639	99218995	99219197	chr7:99216147-99216274:99217183-99217616|+|99214639|99218995	60,34,66	135,146,198	39,30,15	189,204,143	200	200	2.31066121668e-05	0.0008307023877	0.308,0.189,0.25	0.171,0.128,0.095	0.118
chr6:34204980-34205094:34208513-34208659|+|34204740|34210488	ENSG00000137309.19_2	HMGA1	chr6	+	34204980	34205094	34208513	34208659	34204649	34204740	34210488	34210572	chr6:34204980-34205094:34208513-34208659|+|34204740|34210488	3249,3829,4002	6079,5170,5899	699,886,1128	5959,6601,5809	200	200	0	0.0	0.348,0.425,0.404	0.105,0.118,0.163	0.264
chr6:34208513-34208659:34210488-34210572|+|34204740|34211244	ENSG00000137309.19_2	HMGA1	chr6	+	34208513	34208659	34210488	34210572	34204649	34204740	34211244	34211295	chr6:34208513-34208659:34210488-34210572|+|34204740|34211244	1607,1077,1526	10828,12325,10065	1095,814,890	15808,19072,16081	200	184	0	0.0	0.12,0.074,0.122	0.06,0.038,0.048	0.057
chr6:34208513-34208659:34210488-34210572|+|34205094|34211244	ENSG00000137309.19_2	HMGA1	chr6	+	34208513	34208659	34210488	34210572	34204980	34205094	34211244	34211295	chr6:34208513-34208659:34210488-34210572|+|34205094|34211244	7412,7975,8110	10836,12328,10066	3685,4990,5568	15809,19076,16082	200	184	0	0.0	0.386,0.373,0.426	0.177,0.194,0.242	0.191
chr6:34208513-34208692:34210488-34210572|+|34205094|34211244	ENSG00000137309.19_2	HMGA1	chr6	+	34208513	34208692	34210488	34210572	34204649	34205094	34211244	34211295	chr6:34208513-34208692:34210488-34210572|+|34205094|34211244	7410,7974,8114	10836,12328,10066	3682,4984,5573	15809,19076,16082	200	184	0	0.0	0.386,0.373,0.426	0.176,0.194,0.242	0.191
chr7:65595730-65595829:65599266-65599361|+|65592727|65610429	ENSG00000249319.2_6	AC068533.4	chr7	+	65595730	65595829	65599266	65599361	65592690	65592727	65610429	65610487	chr7:65595730-65595829:65599266-65599361|+|65592727|65610429	505,415,509	699,575,835	203,209,153	407,427,351	199	195	0.000408332668427	0.00835341192045	0.414,0.414,0.374	0.328,0.324,0.299	0.084
chr9:117379397-117379581:117386629-117386739|+|117373844|117389178	ENSG00000157693.15_5	TMEM268	chr9	+	117379397	117379581	117386629	117386739	117373570	117373844	117389178	117389286	chr9:117379397-117379581:117386629-117386739|+|117373844|117389178	21,27,42	83,85,80	9,5,5	120,81,76	200	200	2.74158473701e-10	3.63118949632e-08	0.202,0.241,0.344	0.07,0.058,0.062	0.199
chr7:5024540-5024706:5028693-5028808|+|5023404|5035105	ENSG00000196204.11_2	RNF216P1	chr7	+	5024540	5024706	5028693	5028808	5023301	5023404	5035105	5035153	chr7:5024540-5024706:5028693-5028808|+|5023404|5035105	319,189,271	55,57,53	278,252,268	133,97,97	200	200	2.8637161047e-06	0.00014470081827	0.853,0.768,0.836	0.676,0.722,0.734	0.108
chr4:2934077-2934239:2934326-2934417|-|2933880|2934832	ENSG00000109736.15_4	MFSD10	chr4	-	2934077	2934239	2934326	2934417	2933771	2933880	2934832	2934904	chr4:2934077-2934239:2934326-2934417|-|2933880|2934832	36,63,50	464,681,520	16,11,22	532,775,644	191	200	5.39901456875e-13	1.10153587255e-10	0.075,0.088,0.091	0.031,0.015,0.035	0.058
chr4:2935293-2935390:2935479-2935671|-|2934936|2936495	ENSG00000109736.15_4	MFSD10	chr4	-	2935293	2935390	2935479	2935671	2934326	2934936	2936495	2936523	chr4:2935293-2935390:2935479-2935671|-|2934936|2936495	191,320,281	295,458,399	74,106,140	412,516,406	200	197	0	0.0	0.389,0.408,0.41	0.15,0.168,0.254	0.212
chr8:144550551-144550710:144550786-144550829|-|144550448|144557567	ENSG00000014164.7_3	ZC3H3	chr8	-	144550551	144550710	144550786	144550829	144550378	144550448	144557567	144557755	chr8:144550551-144550710:144550786-144550829|-|144550448|144557567	200,150,192	411,315,417	50,63,83	237,304,290	143	200	1.24556646108e-08	1.22594974159e-06	0.405,0.4,0.392	0.228,0.225,0.286	0.153
chr8:141675015-141675096:141678367-141678523|-|141669777|141684396	ENSG00000169398.19_6	PTK2	chr8	-	141675015	141675096	141678367	141678523	141667998	141669777	141684396	141684503	chr8:141675015-141675096:141678367-141678523|-|141669777|141684396	1462,2042,1913	890,1349,1127	1290,1458,1369	1131,1240,1180	200	181	0.000153127513197	0.00383757758399	0.598,0.578,0.606	0.508,0.516,0.512	0.082
chr8:141679825-141679834:141684396-141684503|-|141678523|141710989	ENSG00000169398.19_6	PTK2	chr8	-	141679825	141679834	141684396	141684503	141678367	141678523	141710989	141711121	chr8:141679825-141679834:141684396-141684503|-|141678523|141710989	1466,2045,1941	12,8,5	1310,1453,1380	47,53,46	200	109	0	0.0	0.985,0.993,0.995	0.938,0.937,0.942	0.052
chr8:141679825-141679834:141685558-141685598|-|141678523|141710989	ENSG00000169398.19_6	PTK2	chr8	-	141679825	141679834	141685558	141685598	141678367	141678523	141710989	141711121	chr8:141679825-141679834:141685558-141685598|-|141678523|141710989	35,56,41	12,8,5	65,69,57	47,53,46	140	109	1.42580451112e-07	1.07785127869e-05	0.694,0.845,0.865	0.518,0.503,0.491	0.297
chr8:141679825-141679834:141696730-141696793|-|141678523|141710989	ENSG00000169398.19_6	PTK2	chr8	-	141679825	141679834	141696730	141696793	141678367	141678523	141710989	141711121	chr8:141679825-141679834:141696730-141696793|-|141678523|141710989	753,1116,868	12,8,5	1029,1055,920	47,53,46	163	109	1.11022302463e-16	3.41121986136e-14	0.977,0.989,0.991	0.936,0.93,0.93	0.054
chr8:141684396-141684503:141685558-141685598|-|141679834|141696730	ENSG00000169398.19_6	PTK2	chr8	-	141684396	141684503	141685558	141685598	141679825	141679834	141696730	141696793	chr8:141684396-141684503:141685558-141685598|-|141679834|141696730	375,541,443	99,171,114	510,512,492	657,814,580	140	200	0	0.0	0.844,0.819,0.847	0.526,0.473,0.548	0.321
