ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr4:103748748-103749105|-|103748001|103747793	ENSG00000109332.20_6	UBE2D3	chr4	-	103747641	103748001	103747641	103747793	103748748	103749105	chr4:103748748-103749105|-|103748001|103747793	366,348,483	702,491,827	412,461,346	372,434,379	200	100	4.16002512438e-08	5.56998750225e-06	0.207,0.262,0.226	0.356,0.347,0.313	-0.107
chr2:149246954-149248163|+|149259965|149260004	ENSG00000204406.13_5	MBD5	chr2	+	149259965	149260078	149260004	149260078	149246954	149248163	chr2:149246954-149248163|+|149259965|149260004	0,3,1	18,49,42	9,8,6	58,61,34	139	100	0.000248724956361	0.00842369379106	0.0,0.042,0.017	0.1,0.086,0.113	-0.08
chr2:33477743-33477911|+|33482350|33482509	ENSG00000049323.16_5	LTBP1	chr2	+	33482350	33482578	33482509	33482578	33477743	33477911	chr2:33477743-33477911|+|33482350|33482509	295,118,339	234,106,253	1627,1562,1059	853,840,590	200	100	0.000137808217221	0.00528706364971	0.387,0.358,0.401	0.488,0.482,0.473	-0.099
chr7:76241038-76241130|-|76240944|76240908	ENSG00000146707.14_4	POMZP3	chr7	-	76240770	76240944	76240770	76240908	76241038	76241130	chr7:76241038-76241130|-|76240944|76240908	3,0,0	64,84,56	10,16,4	66,96,101	136	100	1.29074451283e-06	0.000107092860632	0.033,0.0,0.0	0.1,0.109,0.028	-0.068
chr7:76254838-76255000|-|76247932|76247617	ENSG00000146707.14_4	POMZP3	chr7	-	76247499	76247932	76247499	76247617	76254838	76255000	chr7:76254838-76255000|-|76247932|76247617	80,60,58	169,175,165	35,69,46	31,56,51	200	100	7.62718888048e-10	1.66389755493e-07	0.191,0.146,0.149	0.361,0.381,0.311	-0.189
chr8:145139315-145139512|+|145139624|145140191	ENSG00000197858.11_3	GPAA1	chr8	+	145139624	145140382	145140191	145140382	145139315	145139512	chr8:145139315-145139512|+|145139624|145140191	3043,3072,2726	108,114,189	2046,2338,2316	6,12,13	200	100	0	0.0	0.934,0.931,0.878	0.994,0.99,0.989	-0.077
chr1:110464468-110464616|+|110465787|110466681	ENSG00000184371.14_6	CSF1	chr1	+	110465787	110466812	110466681	110466812	110464468	110464616	chr1:110464468-110464616|+|110465787|110466681	53,38,38	11,25,11	165,192,233	1,8,5	200	100	3.36397576461e-14	1.83465728242e-11	0.707,0.432,0.633	0.988,0.923,0.959	-0.366
chr1:200864027-200864215|+|200867434|200867519	ENSG00000163362.11_8	INAVA	chr1	+	200867434	200867583	200867519	200867583	200864027	200864215	chr1:200864027-200864215|+|200867434|200867519	992,881,1287	23,38,27	228,269,159	0,0,0	185	100	2.52238731013e-08	3.63502441872e-06	0.959,0.926,0.963	1.0,1.0,1.0	-0.051
chr9:131009653-131009765|+|131010202|131010861	ENSG00000106976.20_2	DNM1	chr9	+	131010202	131011032	131010861	131011032	131009653	131009765	chr9:131009653-131009765|+|131010202|131010861	25,29,39	131,131,212	189,234,205	16,24,28	200	100	0	0.0	0.087,0.1,0.084	0.855,0.83,0.785	-0.733
chr2:190617378-190617450|-|190612057|190611894	ENSG00000128694.12_3	OSGEPL1	chr2	-	190611385	190612057	190611385	190611894	190617378	190617450	chr2:190617378-190617450|-|190612057|190611894	151,164,176	11,4,4	83,86,73	0,1,0	200	100	7.24301598746e-05	0.00309367781877	0.873,0.953,0.957	1.0,0.977,1.0	-0.065
chr7:23571407-23571600|-|23562051|23561459	ENSG00000164548.11_3	TRA2A	chr7	-	23561325	23562051	23561325	23561459	23571407	23571600	chr7:23571407-23571600|-|23562051|23561459	164,219,227	766,592,739	237,229,195	524,456,468	200	100	1.91290479185e-05	0.00102887092979	0.097,0.156,0.133	0.184,0.201,0.172	-0.057
chr1:53741302-53741425|-|53737087|53737018	ENSG00000157193.17_6	LRP8	chr1	-	53736898	53737087	53736898	53737018	53741302	53741425	chr1:53741302-53741425|-|53737087|53737018	36,5,22	136,178,159	16,11,15	29,18,9	169	100	1.89787346505e-07	2.10830580912e-05	0.135,0.016,0.076	0.246,0.266,0.497	-0.261
chr3:9955639-9955708|+|9956085|9956231	ENSG00000163701.19_4	IL17RE	chr3	+	9956085	9956283	9956231	9956283	9955639	9955708	chr3:9955639-9955708|+|9956085|9956231	28,102,46	25,194,57	12,30,12	2,10,1	200	100	9.84418983885e-07	8.50802934508e-05	0.359,0.208,0.288	0.75,0.6,0.857	-0.451
chr3:9955639-9955708|+|9956158|9956231	ENSG00000163701.19_4	IL17RE	chr3	+	9956158	9956283	9956231	9956283	9955639	9955708	chr3:9955639-9955708|+|9956158|9956231	25,119,37	25,194,57	9,18,9	2,10,1	173	100	0.00029791421254	0.00973773893011	0.366,0.262,0.273	0.722,0.51,0.839	-0.39
chr2:157183229-157183432|-|157182840|157182719	ENSG00000153234.14_4	NR4A2	chr2	-	157182661	157182840	157182661	157182719	157183229	157183432	chr2:157183229-157183432|-|157182840|157182719	19,21,21	7,3,5	18,18,8	0,1,0	200	100	2.06129503366e-06	0.000158935770453	0.576,0.778,0.677	1.0,0.9,1.0	-0.29
chr2:27260428-27260570|+|27260657|27260682	ENSG00000119777.20_5	TMEM214	chr2	+	27260657	27260760	27260682	27260760	27260428	27260570	chr2:27260428-27260570|+|27260657|27260682	44,47,64	34,61,45	63,53,41	12,18,20	125	100	9.33134535825e-05	0.00381753028721	0.509,0.381,0.532	0.808,0.702,0.621	-0.236
chr11:63713311-63713407|+|63714196|63714422	ENSG00000110583.13_4	NAA40	chr11	+	63714196	63714475	63714422	63714475	63713311	63713407	chr11:63713311-63713407|+|63714196|63714422	56,40,69	224,183,344	92,67,72	177,222,159	200	100	8.0801728487e-06	0.000505376268103	0.111,0.099,0.091	0.206,0.131,0.185	-0.074
chr17:7487169-7487283|+|7490216|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490216	7490589	7490478	7490589	7487169	7487283	chr17:7487169-7487283|+|7490216|7490478	65,41,48	13,13,24	84,73,53	0,2,2	200	100	6.25721696679e-13	2.73951351416e-10	0.714,0.612,0.5	1.0,0.948,0.93	-0.351
chr17:7489263-7489396|+|7490009|7490478	ENSG00000129255.16_4	MPDU1	chr17	+	7490009	7490589	7490478	7490589	7489263	7489396	chr17:7489263-7489396|+|7490009|7490478	763,657,716	10,33,24	753,638,765	2,0,4	200	100	1.54432022725e-13	7.69296433204e-11	0.974,0.909,0.937	0.995,1.0,0.99	-0.055
chr21:45658330-45658371|-|45657100|45656948	ENSG00000277117.4_6	FP565260.3	chr21	-	45656749	45657100	45656749	45656948	45658330	45658371	chr21:45658330-45658371|-|45657100|45656948	141,155,231	3,4,13	81,85,61	0,0,0	200	100	2.20270027796e-05	0.00115789556905	0.959,0.951,0.899	1.0,1.0,1.0	-0.064
chr17:17174071-17174121|-|17171359|17171291	ENSG00000141030.13_4	COPS3	chr17	-	17171198	17171359	17171198	17171291	17174071	17174121	chr17:17174071-17174121|-|17171359|17171291	115,84,112	3497,3219,3765	577,454,406	1933,1911,1624	168	100	0	0.0	0.019,0.015,0.017	0.151,0.124,0.13	-0.118
chr17:17174209-17174322|-|17171359|17171291	ENSG00000141030.13_4	COPS3	chr17	-	17171198	17171359	17171198	17171291	17174209	17174322	chr17:17174209-17174322|-|17171359|17171291	68,49,74	115,55,84	277,215,169	48,38,47	168	100	0	0.0	0.26,0.347,0.344	0.775,0.771,0.682	-0.426
chr1:33291698-33292531|+|33293593|33293596	ENSG00000116497.18_4	S100PBP	chr1	+	33293593	33293682	33293596	33293682	33291698	33292531	chr1:33291698-33292531|+|33293593|33293596	133,77,99	70,63,56	157,206,141	67,49,48	103	100	0.000240917888066	0.00821314115357	0.648,0.543,0.632	0.695,0.803,0.74	-0.138
chr6:116989728-116989957|-|116988370|116988075	ENSG00000153975.10_4	ZUP1	chr6	-	116987796	116988370	116987796	116988075	116989728	116989957	chr6:116989728-116989957|-|116988370|116988075	158,71,132	7,8,23	95,119,77	1,2,5	200	100	0.0001226601419	0.00480051503077	0.919,0.816,0.742	0.979,0.967,0.885	-0.118
chr7:108161919-108161965|-|108156018|108155891	ENSG00000135241.17_6	PNPLA8	chr7	-	108154879	108156018	108154879	108155891	108161919	108161965	chr7:108161919-108161965|-|108156018|108155891	237,159,236	33,39,50	175,219,147	15,21,6	200	100	7.13464469504e-06	0.000454576271463	0.782,0.671,0.702	0.854,0.839,0.925	-0.154
chr2:111399218-111399380|-|111398782|111398769	ENSG00000169679.15_5	BUB1	chr2	-	111398610	111398782	111398610	111398769	111399218	111399380	chr2:111399218-111399380|-|111398782|111398769	109,143,159	6,1,15	86,42,62	0,0,0	113	100	3.09471283181e-05	0.00153242122848	0.941,0.992,0.904	1.0,1.0,1.0	-0.054
chr11:3013023-3013332|-|3010501|3010427	ENSG00000205531.13_5	NAP1L4	chr11	-	3010358	3010501	3010358	3010427	3013023	3013332	chr11:3013023-3013332|-|3010501|3010427	62,42,47	8,3,5	36,24,22	0,2,0	174	100	0.000212407413776	0.00744891841953	0.817,0.889,0.844	1.0,0.873,1.0	-0.108
chr16:29465336-29465434|-|29458347|29458243	ENSG00000261740.6_6	BOLA2-SMG1P6	chr16	-	29458122	29458347	29458122	29458243	29465336	29465434	chr16:29465336-29465434|-|29458347|29458243	270,423,402	337,593,450	387,396,347	213,291,258	200	100	3.16609050088e-09	5.85675826003e-07	0.286,0.263,0.309	0.476,0.405,0.402	-0.142
chr3:44673964-44674091|+|44683391|44687982	ENSG00000186448.15_5	ZNF197	chr3	+	44683391	44689963	44687982	44689963	44673964	44674091	chr3:44673964-44674091|+|44683391|44687982	184,177,175	51,75,52	230,238,212	29,38,36	200	100	2.79669564396e-06	0.00020525702038	0.643,0.541,0.627	0.799,0.758,0.746	-0.164
chr14:105352611-105354315|+|105355851|105355956	ENSG00000099814.16_4	CEP170B	chr14	+	105355851	105356095	105355956	105356095	105352611	105354315	chr14:105352611-105354315|+|105355851|105355956	1111,460,826	162,181,223	781,574,665	67,85,90	200	100	0.000139039081735	0.00532943834379	0.774,0.56,0.649	0.854,0.772,0.787	-0.143
chr6:29598234-29598420|-|29597024|29596884	ENSG00000204681.11_4	GABBR1	chr6	-	29596863	29597024	29596863	29596884	29598234	29598420	chr6:29598234-29598420|-|29597024|29596884	76,68,65	9,8,13	73,98,70	4,4,1	200	100	8.86644473602e-05	0.00366143076372	0.809,0.81,0.714	0.901,0.925,0.972	-0.155
chr19:36502305-36502366|-|36501979|36501947	ENSG00000239382.10_6	ALKBH6	chr19	-	36501639	36501979	36501639	36501947	36502305	36502366	chr19:36502305-36502366|-|36501979|36501947	45,50,45	138,192,163	30,75,48	70,93,95	132	100	0.000129328204003	0.00501648323859	0.198,0.165,0.173	0.245,0.379,0.277	-0.122
chr3:20012039-20012209|+|20017078|20017092	ENSG00000144566.11_4	RAB5A	chr3	+	20017078	20017244	20017092	20017244	20012039	20012209	chr3:20012039-20012209|+|20017078|20017092	0,1,2	8,14,19	7,9,5	14,28,20	114	100	0.000190911190124	0.00683912853205	0.0,0.059,0.085	0.305,0.22,0.18	-0.187
chr9:131221845-131221936|+|131222791|131222828	ENSG00000136811.16_5	ODF2	chr9	+	131222791	131222945	131222828	131222945	131221845	131221936	chr9:131221845-131221936|+|131222791|131222828	256,232,268	76,48,87	223,242,237	28,19,21	137	100	2.45779951946e-10	6.24463685538e-08	0.711,0.779,0.692	0.853,0.903,0.892	-0.155
chr8:23423620-23423849|+|23425771|23425834	ENSG00000147454.14_3	SLC25A37	chr8	+	23425771	23425891	23425834	23425891	23423620	23423849	chr8:23423620-23423849|+|23425771|23425834	74,102,149	69,56,27	146,158,137	28,6,14	163	100	3.05856152385e-05	0.00151882547508	0.397,0.528,0.772	0.762,0.942,0.857	-0.288
chr8:22054752-22054933|+|22058630|22059315	ENSG00000168487.19_5	BMP1	chr8	+	22058630	22059441	22059315	22059441	22054752	22054933	chr8:22054752-22054933|+|22058630|22059315	79,64,61	92,82,93	148,162,180	76,136,103	200	100	5.29068741095e-06	0.000354944532036	0.3,0.281,0.247	0.493,0.373,0.466	-0.168
chr3:126671867-126672027|+|126676258|126676267	ENSG00000159685.10_4	CHCHD6	chr3	+	126676258	126676394	126676267	126676394	126671867	126672027	chr3:126671867-126672027|+|126676258|126676267	21,40,18	0,11,0	14,4,17	0,0,0	109	100	0.000228728660015	0.00789438314867	1.0,0.769,1.0	1.0,1.0,1.0	-0.077
chr4:8237159-8237282|+|8238004|8239200	ENSG00000125089.17_6	SH3TC1	chr4	+	8238004	8239397	8239200	8239397	8237159	8237282	chr4:8237159-8237282|+|8238004|8239200	79,84,86	9,14,23	68,73,79	6,0,4	200	100	3.56362463273e-05	0.00172429010002	0.814,0.75,0.652	0.85,1.0,0.908	-0.181
chr17:76128421-76128488|-|76123055|76122987	ENSG00000141524.15_3	TMC6	chr17	-	76122857	76123055	76122857	76122987	76128421	76128488	chr17:76128421-76128488|-|76123055|76122987	145,137,153	42,57,37	11,22,9	0,2,0	168	100	1.05081532287e-06	9.02025861516e-05	0.673,0.589,0.711	1.0,0.868,1.0	-0.298
chr4:76903085-76903190|-|76902698|76902623	ENSG00000198301.12_4	SDAD1	chr4	-	76902524	76902698	76902524	76902623	76903085	76903190	chr4:76903085-76903190|-|76902698|76902623	39,88,58	334,310,358	43,53,57	155,160,143	175	100	6.58885141862e-05	0.00285898758967	0.063,0.14,0.085	0.137,0.159,0.186	-0.065
chr11:61734873-61735079|-|61733049|61732987	ENSG00000167996.16_5	FTH1	chr11	-	61732840	61733049	61732840	61732987	61734873	61735079	chr11:61734873-61735079|-|61733049|61732987	479,716,792	130,81,129	510,959,759	48,74,73	162	100	2.12982633798e-05	0.00112566748838	0.695,0.845,0.791	0.868,0.889,0.865	-0.097
chr10:76729777-76729859|+|76735156|76737073	ENSG00000156650.14_5	KAT6B	chr10	+	76735156	76737195	76737073	76737195	76729777	76729859	chr10:76729777-76729859|+|76735156|76737073	5,5,10	4,4,10	23,30,9	7,1,0	200	100	5.66958490116e-05	0.00251178889341	0.385,0.385,0.333	0.622,0.938,1.0	-0.486
chr7:65441001-65441189|-|65439428|65439388	ENSG00000169919.17_3	GUSB	chr7	-	65439281	65439428	65439281	65439388	65441001	65441189	chr7:65441001-65441189|-|65439428|65439388	260,265,363	15,16,19	178,221,223	0,0,0	140	100	1.29508626046e-11	4.35813748537e-09	0.925,0.922,0.932	1.0,1.0,1.0	-0.074
chr5:887475-887586|-|886882|886822	ENSG00000028310.18_4	BRD9	chr5	-	886706	886882	886706	886822	887475	887586	chr5:887475-887586|-|886882|886822	59,47,53	440,358,370	221,165,153	750,589,678	160	100	6.03099454821e-08	7.7158312355e-06	0.077,0.076,0.082	0.156,0.149,0.124	-0.065
chr11:45948261-45948422|+|45948865|45948995	ENSG00000165905.18_6	LARGE2	chr11	+	45948865	45949144	45948995	45949144	45948261	45948422	chr11:45948261-45948422|+|45948865|45948995	710,635,623	36,30,22	22,23,32	0,0,1	200	100	0.000283055484052	0.00936088012065	0.908,0.914,0.934	1.0,1.0,0.941	-0.062
chr19:54609659-54609753|+|54610070|54610117	ENSG00000170906.15_3	NDUFA3	chr19	+	54610070	54610268	54610117	54610268	54609659	54609753	chr19:54609659-54609753|+|54610070|54610117	43,87,43	498,1081,707	39,26,37	131,177,195	147	100	1.83347570459e-09	3.60229576749e-07	0.055,0.052,0.04	0.168,0.091,0.114	-0.075
chr11:57529268-57529591|+|57558856|57558963	ENSG00000198561.13_5	CTNND1	chr11	+	57558856	57559145	57558963	57559145	57529268	57529591	chr11:57529268-57529591|+|57558856|57558963	41,36,41	4,4,1	538,499,304	0,0,0	200	100	3.95144568828e-05	0.00187671292842	0.837,0.818,0.953	1.0,1.0,1.0	-0.131
chr11:62599425-62599514|-|62598734|62598582	ENSG00000162236.11_3	STX5	chr11	-	62598490	62598734	62598490	62598582	62599425	62599514	chr11:62599425-62599514|-|62598734|62598582	369,540,387	29,32,31	479,702,605	10,23,31	200	100	0.000156028883465	0.00582708931403	0.864,0.894,0.862	0.96,0.939,0.907	-0.062
chr11:64879986-64880183|+|64880691|64880840	ENSG00000149809.14_3	TM7SF2	chr11	+	64880691	64880886	64880840	64880886	64879986	64880183	chr11:64879986-64880183|+|64880691|64880840	186,585,307	13,25,10	229,653,350	3,11,5	200	100	5.06187550302e-05	0.00228904233567	0.877,0.921,0.939	0.974,0.967,0.972	-0.059
chr19:13885465-13885521|+|13886284|13886290	ENSG00000104979.9_4	C19orf53	chr19	+	13886284	13886427	13886290	13886427	13885465	13885521	chr19:13885465-13885521|+|13886284|13886290	15,17,18	3,5,7	7,14,8	2,0,0	106	100	0.00026099551862	0.00874794754317	0.825,0.762,0.708	0.768,1.0,1.0	-0.158
chr11:77184596-77185107|-|77103586|77103583	ENSG00000149269.9_5	PAK1	chr11	-	77103375	77103586	77103375	77103583	77184596	77185107	chr11:77184596-77185107|-|77103586|77103583	44,76,54	7,14,16	11,29,13	0,1,0	103	100	5.7103105211e-07	5.40403799495e-05	0.859,0.841,0.766	1.0,0.966,1.0	-0.167
chr11:85429832-85429886|-|85428769|85428573	ENSG00000137501.17_4	SYTL2	chr11	-	85428525	85428769	85428525	85428573	85429832	85429886	chr11:85429832-85429886|-|85428769|85428573	64,47,56	224,352,319	50,67,14	92,96,80	200	100	2.84468398383e-05	0.00143400406291	0.125,0.063,0.081	0.214,0.259,0.08	-0.095
chr16:838255-838381|-|837744|837645	ENSG00000007376.8_3	RPUSD1	chr16	-	837555	837744	837555	837645	838255	838381	chr16:838255-838381|-|837744|837645	1253,590,1132	130,60,83	459,370,528	11,10,39	199	100	3.15537269713e-06	0.000228260952023	0.829,0.832,0.873	0.954,0.949,0.872	-0.08
chr16:68591900-68592027|+|68592277|68592375	ENSG00000184939.16_3	ZFP90	chr16	+	68592277	68592471	68592375	68592471	68591900	68592027	chr16:68591900-68592027|+|68592277|68592375	22,27,18	74,118,104	62,51,29	101,135,81	198	100	0.000259937217083	0.00872171735357	0.131,0.104,0.08	0.237,0.16,0.153	-0.078
chr12:9074196-9074346|+|9075228|9075252	ENSG00000111752.11_4	PHC1	chr12	+	9075228	9075384	9075252	9075384	9074196	9074346	chr12:9074196-9074346|+|9075228|9075252	62,46,43	9,5,19	92,134,88	6,3,8	124	100	0.000145102416426	0.00550349629735	0.847,0.881,0.646	0.925,0.973,0.899	-0.141
chr16:4393207-4393292|-|4391673|4391505	ENSG00000217930.8_4	PAM16	chr16	-	4391368	4391673	4391368	4391505	4393207	4393292	chr16:4393207-4393292|-|4391673|4391505	207,152,227	757,800,725	146,136,179	279,320,544	200	100	1.37698621944e-05	0.000783622583586	0.12,0.087,0.135	0.207,0.175,0.141	-0.06
chr20:1247297-1247404|+|1276419|1276968	ENSG00000101298.15_5	SNPH	chr20	+	1276419	1277065	1276968	1277065	1247297	1247404	chr20:1247297-1247404|+|1276419|1276968	23,18,21	102,68,103	56,75,48	50,72,75	200	100	3.30546701122e-12	1.27123840566e-09	0.101,0.117,0.093	0.359,0.342,0.242	-0.211
chr19:1267410-1267442|+|1270865|1270926	ENSG00000099622.14_5	CIRBP	chr19	+	1270865	1271035	1270926	1271035	1267410	1267442	chr19:1267410-1267442|+|1270865|1270926	107,163,109	6,3,15	87,95,82	0,0,1	161	100	1.19196990078e-06	0.000100145258682	0.917,0.971,0.819	1.0,1.0,0.981	-0.091
chr6:86387671-86387750|-|86387593|86387210	ENSG00000203875.12_5	SNHG5	chr6	-	86387141	86387593	86387141	86387210	86387671	86387750	chr6:86387671-86387750|-|86387593|86387210	372,384,384	140,101,120	395,496,590	97,98,97	200	100	0.000194351204071	0.00694074611908	0.571,0.655,0.615	0.671,0.717,0.753	-0.1
chr6:86387853-86387906|-|86387750|86387210	ENSG00000203875.12_5	SNHG5	chr6	-	86387141	86387750	86387141	86387210	86387853	86387906	chr6:86387853-86387906|-|86387750|86387210	474,395,461	80,70,54	433,454,602	26,53,50	200	100	6.59605790052e-05	0.00286024226563	0.748,0.738,0.81	0.893,0.811,0.858	-0.089
chr14:24740692-24740755|-|24740454|24740375	ENSG00000100949.14_2	RABGGTA	chr14	-	24740318	24740454	24740318	24740375	24740692	24740755	chr14:24740692-24740755|-|24740454|24740375	128,111,126	192,259,226	134,142,134	107,101,101	179	100	2.64388511084e-12	1.05863335187e-09	0.271,0.193,0.237	0.412,0.44,0.426	-0.192
chr14:75355979-75356052|+|75357758|75357770	ENSG00000119689.15_5	DLST	chr14	+	75357758	75357870	75357770	75357870	75355979	75356052	chr14:75355979-75356052|+|75357758|75357770	126,109,153	14,12,7	126,124,113	7,0,1	112	100	4.31307315332e-05	0.00201375953143	0.889,0.89,0.951	0.941,1.0,0.99	-0.067
chr16:629068-629180|+|630182|630857	ENSG00000007541.16_4	PIGQ	chr16	+	630182	630972	630857	630972	629068	629180	chr16:629068-629180|+|630182|630857	254,201,284	70,108,86	281,434,346	46,43,21	200	100	1.48872025818e-09	2.98994104043e-07	0.645,0.482,0.623	0.753,0.835,0.892	-0.243
chr19:11468335-11468415|+|11470207|11470282	ENSG00000105520.10_3	PLPPR2	chr19	+	11470207	11470396	11470282	11470396	11468335	11468415	chr19:11468335-11468415|+|11470207|11470282	628,728,782	240,377,375	1011,1487,1207	151,168,137	175	100	0	0.0	0.599,0.525,0.544	0.793,0.835,0.834	-0.265
chrX:48367811-48368095|+|48368171|48368280	ENSG00000102312.22_5	PORCN	chrX	+	48368171	48368344	48368280	48368344	48367811	48368095	chrX:48367811-48368095|+|48368171|48368280	193,169,211	8,7,7	180,196,223	4,1,0	200	100	9.1132136137e-05	0.00374500099165	0.923,0.923,0.938	0.957,0.99,1.0	-0.054
chr16:2256031-2256215|+|2256358|2256361	ENSG00000167965.18_6	MLST8	chr16	+	2256358	2256410	2256361	2256410	2256031	2256215	chr16:2256031-2256215|+|2256358|2256361	829,639,823	98,97,115	432,456,506	18,18,17	103	100	7.77156117238e-16	5.12149928948e-13	0.891,0.865,0.874	0.959,0.961,0.967	-0.086
chr16:3024000-3024158|-|3023254|3023216	ENSG00000127564.17_5	PKMYT1	chr16	-	3023138	3023254	3023138	3023216	3024000	3024158	chr16:3024000-3024158|-|3023254|3023216	224,175,213	681,556,787	195,147,204	323,212,407	138	100	1.16992382448e-09	2.42670969816e-07	0.192,0.186,0.164	0.304,0.334,0.266	-0.121
chr16:3024000-3024158|-|3023446|3023216	ENSG00000127564.17_5	PKMYT1	chr16	-	3023138	3023446	3023138	3023216	3024000	3024158	chr16:3024000-3024158|-|3023446|3023216	466,393,454	681,556,787	414,375,449	323,212,407	200	100	9.43199962578e-10	2.01251514444e-07	0.255,0.261,0.224	0.391,0.469,0.356	-0.159
chr19:3573689-3573798|+|3574338|3574380	ENSG00000064961.19_4	HMG20B	chr19	+	3574338	3574584	3574380	3574584	3573689	3573798	chr19:3573689-3573798|+|3574338|3574380	101,93,184	314,915,538	83,98,110	239,226,242	142	100	7.1335079458e-05	0.00305446912648	0.185,0.067,0.194	0.197,0.234,0.242	-0.076
