ID	r.squared	coefficient	intercept
chr1:68947728-68948580|-|68947295|68949632	0.467541062118685	-1.05213355214793	0.601398627220707
chr4:174218945-174219128|+|174216994|174219265	0.405542762647838	3.26483713501807	-0.157607352673233
chr4:174219265-174219448|+|174219128|174223197	0.608724044866029	-1.65166055327562	1.3248865402932
chr7:24902818-24902911|-|24901388|24903114	0.432769710518912	1.16560225475522	-0.59726206192454
chr1:29395244-29395280|+|29391670|29422666	0.410856229381886	0.752473005297072	-0.145039169644569
chr1:29395244-29395295|+|29391670|29422666	0.421020991207155	0.759902696584718	-0.154096268081797
chr1:29422666-29423116|+|29391670|29424318	0.69058642659974	-1.28172870813986	0.38973362123204
chr1:29422666-29423116|+|29391670|29435847	0.411406082275763	-0.777196044770674	0.419961767890581
chr1:29422666-29423116|+|29395280|29424318	0.537474869520272	-0.78923199057512	0.555589155699936
chr1:29422666-29423116|+|29395295|29424318	0.519752285497672	-0.769815131492046	0.540414593839069
chr6:32903118-32903154|-|32902764|32903312	0.442951435738078	0.885907008291538	-0.568958178931385
chr6:33264990-33265120|-|33264892|33266231	0.479050517869764	-1.75352595239619	0.385305006915531
chr6:33264990-33265120|-|33264892|33266646	0.474330532740782	-0.9741432206977	0.548781744818526
chr1:155034379-155034451|+|155033308|155034720	0.465348565519536	-1.47307344943901	0.490663892886119
chr10:81841395-81841490|+|81838940|81841596	0.401799225579806	0.828536879524238	-0.469469907623071
chr3:191092850-191093378|+|191087825|191097947	0.546309523653931	-1.63014198933946	0.345487107429623
chr1:9797555-9797612|-|9796100|9801151	0.472705922641639	0.783683246107611	-0.229126243591563
chr13:76383289-76383319|+|76378677|76391296	0.404257804958445	1.06225697611642	-0.741681994049254
chr2:256206-256690|-|253115|263983	0.53434955159362	0.743860809233315	-0.235223675526939
chr2:260084-261130|-|253115|263983	0.678662273438154	0.86466866959037	-0.385026440899124
chr2:260084-261130|-|253115|264083	0.459073617815376	1.01909099142891	-0.570006704296415
chr2:260084-261130|-|253115|264541	0.484218316175212	1.01012118337354	-0.517476694367702
chr2:260084-261130|-|253115|264781	0.629510902487254	-1.08670496673823	0.697486215241806
chr2:262630-262750|-|253115|263983	0.455738307575359	0.720213210558427	-0.189087669765994
chr2:262630-262786|-|253115|263983	0.454488574033764	0.726322431083361	-0.19487016946668
chr9:131355261-131355321|+|131353904|131356453	0.521542825873363	-1.27302973273537	1.0519406191079
chr3:100030676-100030721|+|100029386|100034942	0.561827494212253	1.27818564972723	-0.716663342346111
chr17:74086409-74086478|-|74085401|74087223	0.411365622114611	-1.46291673711278	1.0085689924999
chr17:74086409-74086562|-|74085401|74087223	0.542499973418085	-1.32463595846259	0.694393507531254
chr17:74087223-74087316|-|74086478|74090494	0.619668168147242	1.29164955614042	-0.855228008221205
chr3:47033964-47034045|+|47033436|47035426	0.564687549119756	-1.59637035431063	0.468777541712103
chr3:58127584-58127623|+|58124256|58128376	0.419319653199165	-0.790099648694021	0.526385899379011
chr3:65433696-65433732|-|65428524|65438932	0.519971327366007	0.962503472150958	-0.385512937934372
chr8:144889721-144889784|-|144889183|144890778	0.56869848759875	1.06240954275786	-0.558420831410692
chr4:41640948-41640984|+|41621457|41646516	0.438426991247823	0.825207105589265	-0.358586680035689
chr6:91254270-91254351|-|91246120|91256976	0.690494428795699	-1.27874601898234	0.514324061361353
chr1:156908209-156908305|-|156907288|156909339	0.750289540226322	0.951823951312324	-0.426057252042938
chr4:76716488-76716509|+|76715054|76720774	0.543163490824102	-1.09790304095734	0.368783567342096
chr3:157217183-157217445|-|157213295|157251301	0.47900211438618	-0.734753043468462	0.506729833628377
chr3:157217183-157217464|-|157213295|157251301	0.484292946371835	-0.732750535994162	0.501898354080479
chr17:49053223-49053262|-|49052308|49054468	0.457898583534876	1.01595342299883	-0.204371280424583
chr10:24831621-24831699|+|24825822|24833909	0.461066115395237	-1.04179366575647	0.762849726534867
chr10:24831811-24833410|+|24825822|24833909	0.561190485595091	-0.998988080742815	0.643486509129099
chr22:38691392-38691453|-|38690540|38694790	0.416634718835933	-1.57407950987167	0.457983332710453
chr10:95152673-95152712|-|95148911|95155898	0.582018818435235	1.12677185389478	-0.735222732255262
chr10:105770573-105770666|+|105768114|105777917	0.804914017331918	-1.17098850678795	0.443111689151149
chr11:35218292-35218421|+|35211612|35232792	0.667402164260533	-0.878529802313723	0.41966165679515
chr11:35219667-35219793|+|35211612|35232792	0.568272594254103	-0.910919362828756	0.622508698637315
chr11:35219667-35219793|+|35211612|35236398	0.562495128015679	-1.12088706323101	0.345399322550561
chr11:35222628-35222742|+|35211612|35232792	0.639094970150128	-0.881343124382626	0.39490761452818
chr11:35222628-35222742|+|35219793|35236398	0.626549571005918	-0.798806442286054	0.516676910512568
chr11:35226058-35226187|+|35211612|35232792	0.579525430512946	-1.00293350778297	0.696605711390204
chr11:35226058-35226187|+|35211612|35236398	0.551154981035649	-1.43102957263647	0.341892651994466
chr11:35227658-35227790|+|35211612|35232792	0.665972619981112	-0.937816372686478	0.394437724858606
chr11:35227658-35227790|+|35226187|35236398	0.41343881803415	-1.05380919743328	0.955098453845222
chr11:35229651-35229753|+|35211519|35236398	0.600639353101606	-0.918811046912782	0.432811942981197
chr11:35229651-35229753|+|35211612|35232792	0.598616448339322	-0.900240905056576	0.635798777673517
chr11:35229651-35229753|+|35211612|35236398	0.667835281400599	-1.16254907597074	0.388991255929484
chr11:35229651-35229753|+|35219793|35236398	0.651844002816504	-0.964404882836142	0.628224309960693
chr11:35229651-35229753|+|35226187|35236398	0.631272610032986	-0.915919510898965	0.645567158862314
chr11:35231511-35231601|+|35211612|35232792	0.594241406409102	-0.879550441539594	0.62844263962035
chr11:35231511-35231601|+|35211612|35236398	0.434894012384543	-2.7073311673705	0.270378466157858
chr11:35231511-35231601|+|35219793|35236398	0.705947993435153	-0.953760536248105	0.551787280822733
chr11:35231511-35231601|+|35226187|35236398	0.656128947197756	-0.916790953986489	0.64132119571309
chr11:35232792-35232996|+|35211519|35236398	0.409774704695588	-1.27277566964801	1.13840001305371
chr11:35232792-35232996|+|35211612|35236398	0.690372793509626	-1.08167202819367	0.433102948778485
chr11:47194260-47194302|-|47193884|47194976	0.646824437759798	-1.32833913986475	0.44459941780348
chr11:47194260-47194302|-|47193884|47196565	0.476032017091249	-0.863353373445833	0.582530753058068
chr11:47194260-47194302|-|47193884|47197401	0.495970030278154	-0.875988710228638	0.581681884056401
chr11:57556508-57556627|+|57529518|57558856	0.535705518305979	1.19235993410831	-0.733653684998207
chr11:57556508-57556627|+|57529518|57558963	0.629299720512097	1.13791977393698	-0.769794339372483
chr11:57556508-57556627|+|57529518|57561481	0.590872738159289	1.1157604111132	-0.262917326840955
chr11:57556508-57556627|+|57529518|57563048	0.691630361293342	1.04194818357854	-0.395656135818421
chr11:57556508-57556627|+|57529518|57569204	0.60463677004396	1.26017417857331	-0.8901967809975
chr11:57556508-57556627|+|57529591|57561481	0.417792403427385	1.15841224057537	-0.144012989636329
chr11:57558856-57559145|+|57529518|57561481	0.566053292112505	1.11210910527419	-0.360400316255381
chr11:57558856-57559145|+|57529540|57561481	0.575002347861069	1.70731018710528	-1.3284644228225
chr11:57558856-57559145|+|57529591|57561481	0.690910567619081	1.17075730766571	-0.670443798226555
chr11:57558963-57559145|+|57529540|57561481	0.574136178684192	1.70461705885734	-1.32583718361236
chr11:57558963-57559145|+|57529591|57561481	0.688517540908387	1.17061972200982	-0.669113666181856
chr11:57558963-57559145|+|57529518|57561481	0.528615203740425	1.08624656361372	-0.330045105536873
chr11:57558965-57559145|+|57529518|57561481	0.53371416067165	1.07900422865427	-0.32264464722488
chr11:57583386-57583473|+|57582972|57583768	0.439384767696766	-1.29663631355866	0.276190683605925
chr11:57583386-57583473|+|57582972|57583771	0.578090806838621	-1.00872956801261	0.416467651801842
chr11:124956099-124956156|+|124955914|124958014	0.6520393810653	-0.824274648297677	0.426761986876875
chr10:79797196-79797199|+|79797062|79797722	0.538603994271346	-0.890142371694025	0.569888377504257
chr10:79797196-79797199|+|79797062|79799961	0.627415866726733	-1.28205423170358	0.364322361828194
chr12:10862506-10862713|-|10856747|10865809	0.426553844910165	1.95158633997712	-0.899384960383126
chr1:39930766-39930784|+|39929358|39934286	0.440199850011898	-1.06495242583409	0.590854540116062
chr1:39946591-39946702|+|39945681|39950272	0.564462047117183	-1.49755572351104	0.529686508937462
chr20:31393143-31393213|+|31390276|31395567	0.582113457791836	-1.36963481259669	0.416366502138194
chr20:31394014-31394133|+|31390276|31395567	0.559619644449404	-1.28269538788848	0.598941435846173
chr16:57675498-57675620|+|57654048|57684164	0.466212441082226	1.32428076027445	-0.922579066145785
chr16:57675498-57675620|+|57662714|57684164	0.477049611163666	-1.26380009734279	1.07024342276714
chr16:57675502-57675620|+|57662714|57684164	0.426448120243902	-1.45398641501683	1.28253406664856
chr18:12459753-12459927|-|12454482|12463349	0.483346755807475	-1.32029433921486	0.450346045697658
chr14:73745988-73746132|-|73744001|73749066	0.625052790050664	-1.30678022398517	0.649751567708461
chr12:25368370-25368494|-|25362845|25378547	0.474471787312804	-3.63752530282772	0.438177503346429
chr2:160253584-160253611|-|160252345|160253855	0.62119293504654	1.05652443666873	-0.517301574290309
chr15:63620296-63620329|-|63619432|63631017	0.402898244453487	-0.702665283689842	0.535154760667113
chr9:131553013-131553054|+|131550686|131553658	0.680501916472516	1.51744281786534	-0.976019916387132
chr10:123276832-123276977|-|123274833|123278195	0.57360849638057	0.769831561764732	-0.304026609458035
chr10:123278195-123278343|-|123276977|123279492	0.595878396948638	-0.785451546706849	0.455433848476342
chr16:85667519-85667738|+|85647004|85682157	0.514607821869208	1.45328404309055	-0.793761176654024
chr10:114724314-114724383|+|114711366|114799783	0.48625208756339	-1.49864152909233	0.611658702214266
chr10:114918425-114918476|+|114917828|114920377	0.467996763255741	1.12176934676871	-0.287604776822786
chr10:114920377-114920450|+|114917828|114925313	0.567967055842805	-1.27144978490112	0.730681166849968
chr10:114920377-114920450|+|114918476|114925313	0.565741417329145	-1.16311425819374	0.553498842432393
chr10:114920377-114920450|+|114919751|114925313	0.502888864207829	-1.17136062091096	0.692957996304164
chr17:5383706-5383779|-|5383464|5384420	0.416953506781979	2.88347198299652	-2.49252664622552
chr17:5383706-5383863|-|5383464|5384420	0.406694922830824	3.50688227158546	-3.13039933808495
chr17:5383706-5383902|-|5383464|5384420	0.4097603727349	3.22380955282783	-2.84254877245709
chr17:8168605-8168786|+|8168443|8168873	0.408240919951723	3.32219054871098	-3.02184131272093
chr3:57911571-57911661|+|57908750|57913022	0.52817560600907	1.05462156407616	-0.599959678910239
chr18:56002709-56002769|+|56001124|56008269	0.521098548090037	-1.22448788073462	0.43639306867068
chrX:149996778-149998077|-|149963959|149999703	0.517929992826947	-0.983459186567196	0.340131300539983
chrX:149996778-149998077|-|149984551|149999703	0.421837406622817	-2.03619816098236	0.297962930798425
chr18:59947006-59947089|+|59942706|59947592	0.528957629351099	0.941635361113641	-0.365175813485189
chr19:7921977-7922010|+|7920954|7923076	0.40165810110125	1.46576288769895	-0.103502012517725
chr19:10919244-10919256|+|10916643|10922939	0.471298494540906	-1.02863121279847	0.703915596654487
chr17:79865079-79865133|-|79864774|79865429	0.60033686173513	-1.67681728811522	0.523970790964124
chr10:124187791-124187832|+|124186547|124189139	0.522510215379323	1.10826027758699	-0.189300969258405
chr10:124187791-124187936|+|124186547|124189139	0.443025746286014	1.39875925777816	-0.121422492066142
chr19:44112656-44112755|-|44112259|44118380	0.449919336328648	-5.44224616440045	0.4830115081743
chr4:1804640-1804791|+|1803752|1805418	0.566093644741584	-0.856137315362561	0.582471420733649
chr4:1805418-1805563|+|1803752|1806550	0.674395795925634	0.840451577499643	-0.424843834113087
chr4:1805418-1805563|+|1804791|1806056	0.541922578060347	0.846430516628737	-0.319112390340731
chr20:1436358-1436364|-|1435777|1438844	0.421261266911097	1.65513508565081	-0.151209267402271
chr20:34761685-34761876|+|34742818|34763472	0.430886994605901	-1.22565277898247	0.983771459647779
chr20:60705274-60705352|+|60705008|60705585	0.50404168805969	5.52002660260334	-5.08948234042904
chr22:29725700-29725709|-|29724884|29726366	0.514731937643623	1.69639105485531	-0.275133297556593
chr14:105181620-105181677|+|105181193|105185131	0.511359485394892	-0.93653908915548	0.692513634767193
chr14:105183899-105183983|+|105181193|105185131	0.587327773979186	-0.994858040007785	0.389323114907572
chrX:23752457-23752484|-|23751334|23754035	0.424264408979295	0.989601174267199	-0.525438285745925
chrX:64744443-64744494|-|64744142|64744844	0.484448696833503	1.57122410861293	-0.28817693436446
