ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr19:50000582-50001173|+|50000450|50001303	ENSG00000142534.7_4	RPS11	chr19	+	50000450	50001303	50000450	50000582	50001173	50001303	chr19:50000582-50001173|+|50000450|50001303	1222,1542,1491	0,235,146	835,847,963	0,0,0	200	100	0	0.0	1.0,0.766,0.836	1.0,1.0,1.0	-0.133
chr9:140507458-140507911|+|140507347|140507962	ENSG00000197070.14_4	ARRDC1	chr9	+	140507347	140507962	140507347	140507458	140507911	140507962	chr9:140507458-140507911|+|140507347|140507962	278,269,240	516,540,538	156,171,179	145,231,185	200	100	6.56172867153e-08	4.72560032957e-06	0.212,0.199,0.182	0.35,0.27,0.326	-0.118
chr9:139887152-139887376|+|139887091|139887426	ENSG00000148362.11_6	PAXX	chr9	+	139887091	139887426	139887091	139887152	139887376	139887426	chr9:139887152-139887376|+|139887091|139887426	1143,675,1096	296,304,343	809,717,1068	99,149,196	200	100	1.78093534364e-06	8.03188744869e-05	0.659,0.526,0.615	0.803,0.706,0.732	-0.147
chr1:27676623-27676879|+|27676462|27676976	ENSG00000142765.18_5	SYTL1	chr1	+	27676462	27676976	27676462	27676623	27676879	27676976	chr1:27676623-27676879|+|27676462|27676976	121,335,172	56,174,86	24,50,19	6,9,3	200	100	0.00019233342125	0.00381361111822	0.519,0.49,0.5	0.667,0.735,0.76	-0.218
chr17:79649705-79650042|-|79649063|79650156	ENSG00000214087.8_5	ARL16	chr17	-	79649063	79650156	79649063	79649705	79650042	79650156	chr17:79649705-79650042|-|79649063|79650156	61,30,42	233,257,274	113,63,78	132,201,209	200	100	1.13521505196e-07	7.62506467127e-06	0.116,0.055,0.071	0.3,0.135,0.157	-0.117
chr14:24032711-24032792|-|24032588|24032847	ENSG00000213983.11_3	AP1G2	chr14	-	24032588	24032847	24032588	24032711	24032792	24032847	chr14:24032711-24032792|-|24032588|24032847	213,176,232	569,646,743	242,271,231	286,329,302	181	100	0	0.0	0.171,0.131,0.147	0.319,0.313,0.297	-0.16
chr14:24032847-24032924|-|24032792|24033065	ENSG00000213983.11_3	AP1G2	chr14	-	24032792	24033065	24032792	24032847	24032924	24033065	chr14:24032847-24032924|-|24032792|24033065	58,73,64	623,686,738	71,132,70	315,388,327	177	100	8.21565038223e-15	2.60641508376e-12	0.05,0.057,0.047	0.113,0.161,0.108	-0.076
chr14:24033065-24033254|-|24032924|24033430	ENSG00000213983.11_3	AP1G2	chr14	-	24032924	24033430	24032924	24033065	24033254	24033430	chr14:24033065-24033254|-|24032924|24033430	384,407,380	339,366,337	318,356,294	165,219,163	200	100	1.72221242312e-05	0.000532859285736	0.362,0.357,0.361	0.491,0.448,0.474	-0.111
chr14:24034910-24035024|-|24034814|24035369	ENSG00000213983.11_3	AP1G2	chr14	-	24034814	24035369	24034814	24034910	24035024	24035369	chr14:24034910-24035024|-|24034814|24035369	231,320,280	548,553,649	323,420,291	344,378,340	200	100	2.24387175507e-12	4.75071981753e-10	0.174,0.224,0.177	0.319,0.357,0.3	-0.134
chr14:24035101-24035272|-|24035024|24035369	ENSG00000213983.11_3	AP1G2	chr14	-	24035024	24035369	24035024	24035101	24035272	24035369	chr14:24035101-24035272|-|24035024|24035369	526,574,552	420,399,463	413,501,400	203,257,199	200	100	1.70063990176e-05	0.000529572014329	0.385,0.418,0.373	0.504,0.494,0.501	-0.108
chr5:131607159-131607483|+|131606995|131607601	ENSG00000131435.13_3	PDLIM4	chr5	+	131606995	131607601	131606995	131607159	131607483	131607601	chr5:131607159-131607483|+|131606995|131607601	13,13,18	45,146,94	63,40,109	124,147,310	200	100	6.17791206348e-06	0.00022516199193	0.126,0.043,0.087	0.203,0.12,0.15	-0.072
chr19:15514366-15514468|-|15514285|15514526	ENSG00000011243.18_5	AKAP8L	chr19	-	15514285	15514526	15514285	15514366	15514468	15514526	chr19:15514366-15514468|-|15514285|15514526	1416,1628,1601	82,315,155	1290,1489,1347	65,82,81	200	100	9.56821169041e-05	0.00215232126173	0.896,0.721,0.838	0.908,0.901,0.893	-0.082
chr17:17720905-17721009|-|17720861|17721230	ENSG00000072310.17_4	SREBF1	chr17	-	17720861	17721230	17720861	17720905	17721009	17721230	chr17:17720905-17721009|-|17720861|17721230	224,639,458	30,145,57	51,130,58	3,8,1	200	100	5.62899662204e-06	0.000209881159765	0.789,0.688,0.801	0.895,0.89,0.967	-0.158
chr8:145580781-145581098|-|145580649|145581162	ENSG00000182325.11_4	FBXL6	chr8	-	145580649	145581162	145580649	145580781	145581098	145581162	chr8:145580781-145581098|-|145580649|145581162	1336,939,1235	693,622,582	717,655,591	140,196,200	200	100	6.14547464028e-08	4.47840816311e-06	0.491,0.43,0.515	0.719,0.626,0.596	-0.168
chr8:145580781-145581116|-|145580649|145581162	ENSG00000182325.11_4	FBXL6	chr8	-	145580649	145581162	145580649	145580781	145581116	145581162	chr8:145580781-145581116|-|145580649|145581162	1520,1107,1409	101,87,80	813,741,686	18,24,30	200	100	1.06251073106e-06	5.18586968352e-05	0.883,0.864,0.898	0.958,0.939,0.92	-0.057
chr2:96076334-96076611|+|96076274|96076774	ENSG00000115042.10_5	FAHD2A	chr2	+	96076274	96076774	96076274	96076334	96076611	96076774	chr2:96076334-96076611|+|96076274|96076774	109,108,108	467,753,491	92,82,64	177,275,247	200	100	2.29944398237e-05	0.000674815295018	0.105,0.067,0.099	0.206,0.13,0.115	-0.06
chr22:50636424-50636503|+|50636251|50636615	ENSG00000170638.9_3	TRABD	chr22	+	50636251	50636615	50636251	50636424	50636503	50636615	chr22:50636424-50636503|+|50636251|50636615	397,305,478	871,907,1000	144,138,188	124,159,275	179	100	1.47457150934e-08	1.27985155932e-06	0.203,0.158,0.211	0.393,0.327,0.276	-0.141
chr2:74717600-74718254|+|74717370|74718311	ENSG00000115282.19_6	TTC31	chr2	+	74717370	74718311	74717370	74717600	74718254	74718311	chr2:74717600-74718254|+|74717370|74718311	61,46,57	3,7,8	47,50,39	1,2,0	200	100	0.000136366378987	0.00288580742559	0.91,0.767,0.781	0.959,0.926,1.0	-0.142
chr14:20923932-20924072|+|20923736|20924260	ENSG00000100823.12_4	APEX1	chr14	+	20923736	20924260	20923736	20923932	20924072	20924260	chr14:20923932-20924072|+|20923736|20924260	168,203,132	23,41,34	244,205,216	17,13,27	200	100	6.95013215711e-05	0.00166085593191	0.785,0.712,0.66	0.878,0.887,0.8	-0.136
chr17:18160333-18160437|-|18160222|18160590	ENSG00000177731.16_5	FLII	chr17	-	18160222	18160590	18160222	18160333	18160437	18160590	chr17:18160333-18160437|-|18160222|18160590	51,40,55	67,86,81	9,14,19	2,1,1	200	100	2.64509525394e-11	4.34563171608e-09	0.276,0.189,0.253	0.692,0.875,0.905	-0.585
chr11:64118727-64118947|+|64118631|64119088	ENSG00000168071.22_4	CCDC88B	chr11	+	64118631	64119088	64118631	64118727	64118947	64119088	chr11:64118727-64118947|+|64118631|64119088	37,28,37	14,14,12	25,52,28	0,4,5	200	100	6.2836155761e-05	0.00153548032414	0.569,0.5,0.607	1.0,0.867,0.737	-0.309
chr1:228290083-228290178|-|228290010|228290261	ENSG00000143793.13_3	C1orf35	chr1	-	228290010	228290261	228290010	228290083	228290178	228290261	chr1:228290083-228290178|-|228290010|228290261	133,73,120	872,793,840	107,78,96	338,341,470	195	100	1.22419827497e-07	8.11742715625e-06	0.073,0.045,0.068	0.14,0.105,0.095	-0.051
chr20:5921785-5922596|-|5921698|5922682	ENSG00000089195.15_3	TRMT6	chr20	-	5921698	5922682	5921698	5921785	5922596	5922682	chr20:5921785-5922596|-|5921698|5922682	31,24,26	9,5,3	35,33,34	0,4,0	200	100	0.00020752450889	0.00404936874425	0.633,0.706,0.813	1.0,0.805,1.0	-0.218
chr12:121783834-121784698|-|121783641|121784808	ENSG00000089053.13_3	ANAPC5	chr12	-	121783641	121784808	121783641	121783834	121784698	121784808	chr12:121783834-121784698|-|121783641|121784808	160,175,233	1265,1053,1131	500,515,325	1343,1168,1234	200	100	6.10622663544e-15	1.97118637202e-12	0.059,0.077,0.093	0.157,0.181,0.116	-0.075
chr1:161146369-161146701|-|161146223|161146896	ENSG00000158850.15_3	B4GALT3	chr1	-	161146223	161146896	161146223	161146369	161146701	161146896	chr1:161146369-161146701|-|161146223|161146896	99,117,119	117,130,156	53,50,56	29,24,36	200	100	7.7692123408e-06	0.000273864735013	0.297,0.31,0.276	0.477,0.51,0.438	-0.181
chr2:216244040-216246934|-|216243852|216247048	ENSG00000115414.19_6	FN1	chr2	-	216243852	216247048	216243852	216244040	216246934	216247048	chr2:216244040-216246934|-|216243852|216247048	34,17,38	119,296,215	32,56,22	38,105,52	200	100	3.05506731024e-11	4.99686809263e-09	0.125,0.028,0.081	0.296,0.211,0.175	-0.149
chr7:100174400-100174524|-|100174316|100174628	ENSG00000077454.16_4	LRCH4	chr7	-	100174316	100174628	100174316	100174400	100174524	100174628	chr7:100174400-100174524|-|100174316|100174628	143,130,128	350,422,358	139,125,116	226,199,249	200	100	0.000107858112153	0.00237539580212	0.17,0.133,0.152	0.235,0.239,0.189	-0.069
chr7:100174777-100174895|-|100174708|100175012	ENSG00000077454.16_4	LRCH4	chr7	-	100174708	100175012	100174708	100174777	100174895	100175012	chr7:100174777-100174895|-|100174708|100175012	102,85,91	232,294,288	86,80,95	91,112,164	200	100	1.5307619583e-07	9.90045181501e-06	0.18,0.126,0.136	0.321,0.263,0.225	-0.122
chr1:53737018-53741302|-|53736898|53741425	ENSG00000157193.17_6	LRP8	chr1	-	53736898	53741425	53736898	53737018	53741302	53741425	chr1:53737018-53741302|-|53736898|53741425	51,11,37	136,178,159	21,21,18	29,18,9	200	100	1.44647616107e-08	1.25843426013e-06	0.158,0.03,0.104	0.266,0.368,0.5	-0.281
chr17:7123848-7123922|+|7123782|7123995	ENSG00000072778.20_3	ACADVL	chr17	+	7123782	7123995	7123782	7123848	7123922	7123995	chr17:7123848-7123922|+|7123782|7123995	443,232,429	1845,2263,2128	445,296,303	1136,1023,1068	174	100	1.66742841756e-10	2.28544139041e-08	0.121,0.056,0.104	0.184,0.143,0.14	-0.062
chr17:7126184-7126451|+|7125985|7126556	ENSG00000072778.20_3	ACADVL	chr17	+	7125985	7126556	7125985	7126184	7126451	7126556	chr17:7126184-7126451|+|7125985|7126556	2766,2805,2536	2212,2722,2487	2529,2280,2244	1373,1313,1424	200	100	1.59960530266e-07	1.02734859936e-05	0.385,0.34,0.338	0.479,0.465,0.441	-0.107
chr1:1289612-1289733|-|1289572|1289889	ENSG00000162576.16_2	MXRA8	chr1	-	1289572	1289889	1289572	1289612	1289733	1289889	chr1:1289612-1289733|-|1289572|1289889	302,232,268	38,52,52	183,283,206	7,11,10	200	100	7.32458538266e-12	1.35453299833e-09	0.799,0.69,0.72	0.929,0.928,0.912	-0.187
chr11:63713407-63714422|+|63713311|63714475	ENSG00000110583.13_4	NAA40	chr11	+	63713311	63714475	63713311	63713407	63714422	63714475	chr11:63713407-63714422|+|63713311|63714475	104,62,95	224,183,344	130,105,92	177,222,159	200	100	6.71561104543e-05	0.001617416244	0.188,0.145,0.121	0.269,0.191,0.224	-0.077
chr1:45798506-45798589|-|45798434|45798996	ENSG00000132781.17_6	MUTYH	chr1	-	45798434	45798996	45798434	45798506	45798589	45798996	chr1:45798506-45798589|-|45798434|45798996	38,37,56	92,184,129	73,60,51	70,100,90	183	100	4.70167322615e-05	0.00121494402091	0.184,0.099,0.192	0.363,0.247,0.236	-0.124
chr17:7490156-7490478|+|7490009|7490589	ENSG00000129255.16_4	MPDU1	chr17	+	7490009	7490589	7490009	7490156	7490478	7490589	chr17:7490156-7490478|+|7490009|7490589	92,69,88	209,191,205	100,91,67	89,67,75	200	100	2.04271044524e-11	3.38620662591e-09	0.18,0.153,0.177	0.36,0.404,0.309	-0.188
chr1:41474386-41474465|+|41474330|41474562	ENSG00000171793.16_5	CTPS1	chr1	+	41474330	41474562	41474330	41474386	41474465	41474562	chr1:41474386-41474465|+|41474330|41474562	366,244,408	1620,1534,1837	520,417,370	1388,1048,1249	179	100	2.34961095025e-09	2.46347671169e-07	0.112,0.082,0.11	0.173,0.182,0.142	-0.064
chr1:1635783-1635988|-|1635661|1636094	ENSG00000008128.23_5	CDK11A	chr1	-	1635661	1636094	1635661	1635783	1635988	1636094	chr1:1635783-1635988|-|1635661|1636094	1,4,0	11,25,9	31,17,40	61,84,68	200	100	0.000105206596525	0.00232290035062	0.043,0.074,0.0	0.203,0.092,0.227	-0.135
chr1:46650069-46650265|+|46649862|46650340	ENSG00000117472.10_3	TSPAN1	chr1	+	46649862	46650340	46649862	46650069	46650265	46650340	chr1:46650069-46650265|+|46649862|46650340	191,301,157	735,1226,928	97,218,132	153,476,311	200	100	2.60924615247e-12	5.48702100897e-10	0.115,0.109,0.078	0.241,0.186,0.175	-0.1
chr19:19767575-19767655|-|19767468|19767725	ENSG00000105726.17_3	ATP13A1	chr19	-	19767468	19767725	19767468	19767575	19767655	19767725	chr19:19767575-19767655|-|19767468|19767725	114,86,136	483,379,582	175,219,161	456,506,404	180	100	8.68213175353e-07	4.33529349609e-05	0.116,0.112,0.115	0.176,0.194,0.181	-0.069
chr8:22423385-22423857|+|22423338|22423997	ENSG00000120896.13_4	SORBS3	chr8	+	22423338	22423997	22423338	22423385	22423857	22423997	chr8:22423385-22423857|+|22423338|22423997	61,33,55	340,422,473	50,60,53	110,135,211	200	100	6.33049168641e-13	1.48387531562e-10	0.082,0.038,0.055	0.185,0.182,0.112	-0.101
chr8:22424226-22424334|+|22424173|22424381	ENSG00000120896.13_4	SORBS3	chr8	+	22424173	22424381	22424173	22424226	22424334	22424381	chr8:22424226-22424334|+|22424173|22424381	196,84,189	545,453,679	306,291,257	579,591,629	200	100	1.83192965575e-07	1.1643668957e-05	0.152,0.085,0.122	0.209,0.198,0.17	-0.073
chr17:46051814-46052524|+|46051765|46052703	ENSG00000108465.15_4	CDK5RAP3	chr17	+	46051765	46052703	46051765	46051814	46052524	46052703	chr17:46051814-46052524|+|46051765|46052703	1187,1523,1461	620,739,748	1296,1257,1097	355,425,377	200	100	4.01972422681e-07	2.26192463717e-05	0.489,0.507,0.494	0.646,0.597,0.593	-0.115
chr7:142571469-142571828|-|142571200|142571895	ENSG00000165125.20_6	TRPV6	chr7	-	142571200	142571895	142571200	142571469	142571828	142571895	chr7:142571469-142571828|-|142571200|142571895	13,4,5	17,27,14	14,17,16	2,0,2	200	100	5.79092329644e-13	1.38384265086e-10	0.277,0.069,0.152	0.778,1.0,0.8	-0.693
chr10:135271079-135272524|+|135270782|135272830	ENSG00000214279.13_3	SCART1	chr10	+	135270782	135272830	135270782	135271079	135272524	135272830	chr10:135271079-135272524|+|135270782|135272830	12,16,29	4,6,7	12,28,12	1,2,0	200	100	0.000128633742239	0.00274904201402	0.6,0.571,0.674	0.857,0.875,1.0	-0.296
chr16:30762602-30762869|+|30762426|30762924	ENSG00000156873.16_5	PHKG2	chr16	+	30762426	30762924	30762426	30762602	30762869	30762924	chr16:30762602-30762869|+|30762426|30762924	272,145,244	237,205,208	231,262,206	121,165,149	200	100	0.000418157105001	0.00715748819588	0.365,0.261,0.37	0.488,0.443,0.409	-0.115
chr1:40026794-40027744|-|40026487|40027875	ENSG00000090621.14_5	PABPC4	chr1	-	40026487	40027875	40026487	40026794	40027744	40027875	chr1:40026794-40027744|-|40026487|40027875	68,55,69	12,3,8	53,33,36	0,0,2	200	100	5.02232383537e-06	0.000190346590593	0.739,0.902,0.812	1.0,1.0,0.9	-0.149
chr2:131100508-131100658|+|131100466|131100767	ENSG00000136718.9_5	IMP4	chr2	+	131100466	131100767	131100466	131100508	131100658	131100767	chr2:131100508-131100658|+|131100466|131100767	109,61,143	1252,829,1220	58,67,84	163,154,327	200	100	0	0.0	0.042,0.035,0.055	0.151,0.179,0.114	-0.104
chr2:131100535-131100658|+|131100466|131100767	ENSG00000136718.9_5	IMP4	chr2	+	131100466	131100767	131100466	131100535	131100658	131100767	chr2:131100535-131100658|+|131100466|131100767	154,74,165	321,222,286	73,76,104	54,58,96	200	100	6.05204775184e-12	1.136333721e-09	0.193,0.143,0.224	0.403,0.396,0.351	-0.197
chr15:40582873-40582961|-|40582777|40583038	ENSG00000137841.12_6	PLCB2	chr15	-	40582777	40583038	40582777	40582873	40582961	40583038	chr15:40582873-40582961|-|40582777|40583038	5,0,3	19,4,13	18,10,21	18,13,20	188	100	7.11841191079e-05	0.00169240663704	0.123,0.0,0.109	0.347,0.29,0.358	-0.254
chr17:39673216-39673334|-|39673059|39673417	ENSG00000171346.16_5	KRT15	chr17	-	39673059	39673417	39673059	39673216	39673334	39673417	chr17:39673216-39673334|-|39673059|39673417	92,332,135	233,1866,580	118,289,123	71,389,177	200	100	1.87272419794e-12	4.07799545612e-10	0.165,0.082,0.104	0.454,0.271,0.258	-0.211
chr12:56743974-56744195|-|56743880|56744216	ENSG00000170581.14_4	STAT2	chr12	-	56743880	56744216	56743880	56743974	56744195	56744216	chr12:56743974-56744195|-|56743880|56744216	84,105,98	134,233,193	183,234,119	160,250,126	200	100	1.0846918852e-07	7.39065940692e-06	0.239,0.184,0.202	0.364,0.319,0.321	-0.126
chr12:56748647-56749059|-|56748561|56749135	ENSG00000170581.14_4	STAT2	chr12	-	56748561	56749135	56748561	56748647	56749059	56749135	chr12:56748647-56749059|-|56748561|56749135	153,154,196	171,241,276	260,342,137	135,254,127	200	100	7.3839976974e-06	0.000262042911535	0.309,0.242,0.262	0.491,0.402,0.35	-0.143
chr11:61131787-61131904|+|61131721|61131990	ENSG00000149483.12_3	TMEM138	chr11	+	61131721	61131990	61131721	61131787	61131904	61131990	chr11:61131787-61131904|+|61131721|61131990	1657,1229,1460	66,185,58	1347,1350,1479	24,30,34	200	100	2.39553221704e-09	2.50448809998e-07	0.926,0.769,0.926	0.966,0.957,0.956	-0.086
chr2:182781732-182783324|+|182779942|182783402	ENSG00000138434.17_5	ITPRID2	chr2	+	182779942	182783402	182779942	182781732	182783324	182783402	chr2:182781732-182783324|+|182779942|182783402	61,34,38	13,10,7	46,45,23	2,4,0	200	100	0.000103006855903	0.00228634216169	0.701,0.63,0.731	0.92,0.849,1.0	-0.236
chr19:14580329-14580723|+|14580152|14580800	ENSG00000123143.12_4	PKN1	chr19	+	14580152	14580800	14580152	14580329	14580723	14580800	chr19:14580329-14580723|+|14580152|14580800	73,75,42	52,34,64	43,42,60	1,4,0	200	100	2.55351295664e-15	9.03575291513e-13	0.412,0.524,0.247	0.956,0.84,1.0	-0.538
chr1:145608507-145608620|-|145608403|145608659	ENSG00000186141.9_3	POLR3C	chr1	-	145608403	145608659	145608403	145608507	145608620	145608659	chr1:145608507-145608620|-|145608403|145608659	701,470,710	167,310,224	790,958,876	123,187,164	200	100	0.000606228081578	0.00967467460111	0.677,0.431,0.613	0.763,0.719,0.728	-0.163
chr4:41937279-41937483|+|41937145|41937546	ENSG00000109133.13_3	TMEM33	chr4	+	41937145	41937546	41937145	41937279	41937483	41937546	chr4:41937279-41937483|+|41937145|41937546	1468,846,1364	128,116,115	913,1074,811	33,52,32	200	100	5.35598232432e-11	8.29703967296e-09	0.852,0.785,0.856	0.933,0.912,0.927	-0.093
chr3:49140842-49141063|-|49140777|49141139	ENSG00000172053.18_3	QARS	chr3	-	49140777	49141139	49140777	49140842	49141063	49141139	chr3:49140842-49141063|-|49140777|49141139	236,161,250	1389,1602,1914	334,330,236	1209,1189,1081	200	100	1.58092428038e-11	2.70602764848e-09	0.078,0.048,0.061	0.121,0.122,0.098	-0.051
chr8:145616911-145616982|+|145616779|145617066	ENSG00000173137.12_3	ADCK5	chr8	+	145616779	145617066	145616779	145616911	145616982	145617066	chr8:145616911-145616982|+|145616779|145617066	332,238,225	160,129,158	108,130,154	28,44,42	171	100	7.7058858643e-06	0.000271892910539	0.548,0.519,0.454	0.693,0.633,0.682	-0.162
chr12:50036155-50036362|+|50036017|50036458	ENSG00000110844.13_4	PRPF40B	chr12	+	50036017	50036458	50036017	50036155	50036362	50036458	chr12:50036155-50036362|+|50036017|50036458	100,105,110	76,144,82	122,133,137	47,51,50	200	100	3.51399628506e-07	2.03011895269e-05	0.397,0.267,0.401	0.565,0.566,0.578	-0.215
chr2:242162691-242163319|+|242162600|242163370	ENSG00000146205.13_4	ANO7	chr2	+	242162600	242163370	242162600	242162691	242163319	242163370	chr2:242162691-242163319|+|242162600|242163370	68,46,80	4,5,3	33,25,20	0,0,0	200	100	6.2516626123e-05	0.00152928038705	0.895,0.821,0.93	1.0,1.0,1.0	-0.118
chr3:10360856-10360940|-|10360822|10361000	ENSG00000157020.18_4	SEC13	chr3	-	10360822	10361000	10360822	10360856	10360940	10361000	chr3:10360856-10360940|-|10360822|10361000	40,17,34	3,10,4	58,46,31	1,2,1	184	100	0.000261694221828	0.00489360216336	0.879,0.48,0.822	0.969,0.926,0.944	-0.219
chr7:6617129-6617220|+|6617064|6617351	ENSG00000136247.14_2	ZDHHC4	chr7	+	6617064	6617351	6617064	6617129	6617220	6617351	chr7:6617129-6617220|+|6617064|6617351	230,99,144	88,90,86	268,225,254	29,49,89	191	100	6.73975415694e-05	0.00162005024644	0.578,0.365,0.467	0.829,0.706,0.599	-0.241
