ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
chr6:159086426-159086645|+|159084410|159083844	ENSG00000164674.15_3	SYTL3	chr6	+	159083781	159084410	159083781	159083844	159086426	159086645	chr6:159086426-159086645|+|159084410|159083844	11,12,28	3,6,3	33,16,23	1,0,0	200	100	7.16775654608e-07	0.00010261126589	0.647,0.5,0.824	0.943,1.0,1.0	-0.324
chrX:135080266-135080344|+|135077144|135077048	ENSG00000198689.11_4	SLC9A6	chrX	+	135076944	135077144	135076944	135077048	135080266	135080344	chrX:135080266-135080344|+|135077144|135077048	162,90,179	5,8,8	202,304,138	3,4,0	196	100	9.62485032802e-05	0.00562262485754	0.943,0.852,0.919	0.972,0.975,1.0	-0.078
chr6:46974989-46975031|-|46979742|46982416	ENSG00000153292.16_5	ADGRF1	chr6	-	46979742	46982580	46982416	46982580	46974989	46975031	chr6:46974989-46975031|-|46979742|46982416	107,148,160	6,8,6	122,245,61	0,3,0	200	100	1.1339650881e-05	0.000992996810705	0.899,0.902,0.93	1.0,0.976,1.0	-0.082
chr6:35437157-35437306|+|35436650|35436216	ENSG00000198755.11_3	RPL10A	chr6	+	35436196	35436650	35436196	35436216	35437157	35437306	chr6:35437157-35437306|+|35436650|35436216	102,68,108	6,7,5	40,25,37	0,0,0	200	100	8.86441426162e-06	0.000813690866503	0.895,0.829,0.915	1.0,1.0,1.0	-0.12
chr14:24036319-24036528|-|24036805|24036947	ENSG00000213983.11_3	AP1G2	chr14	-	24036805	24036992	24036947	24036992	24036319	24036528	chr14:24036319-24036528|-|24036805|24036947	91,125,70	191,181,205	72,109,73	91,89,91	200	100	8.6688844427e-05	0.00518509424813	0.192,0.257,0.146	0.283,0.38,0.286	-0.118
chr7:73108321-73108380|+|73107744|73106976	ENSG00000071462.11_6	BUD23	chr7	+	73106925	73107744	73106925	73106976	73108321	73108380	chr7:73108321-73108380|+|73107744|73106976	28,25,47	26,31,45	37,24,22	7,6,9	200	100	5.49987671405e-06	0.000548989879564	0.35,0.287,0.343	0.725,0.667,0.55	-0.321
chr7:73111934-73112024|+|73107744|73106976	ENSG00000071462.11_6	BUD23	chr7	+	73106925	73107744	73106925	73106976	73111934	73112024	chr7:73111934-73112024|+|73107744|73106976	25,23,48	43,49,95	37,30,23	1,11,11	200	100	7.57465557166e-07	0.000107787798653	0.225,0.19,0.202	0.949,0.577,0.511	-0.473
chr8:145580467-145580575|-|145581098|145581116	ENSG00000182325.11_4	FBXL6	chr8	-	145581098	145581162	145581116	145581162	145580467	145580575	chr8:145580467-145580575|-|145581098|145581116	278,245,275	53,30,33	139,143,140	0,0,21	118	100	5.31241473622e-06	0.000535545350461	0.816,0.874,0.876	1.0,1.0,0.85	-0.095
chr14:20813552-20813623|+|20813285|20813246	ENSG00000129484.13_2	PARP2	chr14	+	20813090	20813285	20813090	20813246	20813552	20813623	chr14:20813552-20813623|+|20813285|20813246	281,361,348	418,516,514	545,474,535	342,384,403	139	100	1.72761804862e-12	1.02461212242e-09	0.326,0.335,0.328	0.534,0.47,0.489	-0.168
chr2:27248450-27248605|+|27247165|27247120	ENSG00000084764.11_5	MAPRE3	chr2	+	27246963	27247165	27246963	27247120	27248450	27248605	chr2:27248450-27248605|+|27247165|27247120	353,487,481	96,90,143	258,306,299	24,30,38	145	100	1.49940637684e-08	3.76227423138e-06	0.717,0.789,0.699	0.881,0.876,0.844	-0.132
chr11:64122665-64122872|+|64121642|64121500	ENSG00000168071.22_4	CCDC88B	chr11	+	64121475	64121642	64121475	64121500	64122665	64122872	chr11:64122665-64122872|+|64121642|64121500	105,101,79	1,4,12	27,41,55	0,1,0	200	100	0.000107274214016	0.00615438634607	0.981,0.927,0.767	1.0,0.953,1.0	-0.093
chr7:99700297-99700404|+|99700016|99699591	ENSG00000221838.9_5	AP4M1	chr7	+	99699502	99700016	99699502	99699591	99700297	99700404	chr7:99700297-99700404|+|99700016|99699591	26,26,14	92,137,93	51,51,58	101,89,111	200	100	9.72768517959e-08	1.92309177098e-05	0.124,0.087,0.07	0.202,0.223,0.207	-0.117
chr19:50166599-50166771|-|50167699|50167809	ENSG00000126456.16_5	IRF3	chr19	-	50167699	50167930	50167809	50167930	50166599	50166771	chr19:50166599-50166771|-|50167699|50167809	7,11,20	157,76,154	27,42,18	76,56,65	200	100	8.80136741266e-10	2.93381055207e-07	0.022,0.067,0.061	0.151,0.273,0.122	-0.132
chr1:155034720-155034845|+|155034593|155034451	ENSG00000143537.13_3	ADAM15	chr1	+	155034379	155034593	155034379	155034451	155034720	155034845	chr1:155034720-155034845|+|155034593|155034451	328,178,265	1510,1581,1407	309,222,330	188,175,263	200	100	0	0.0	0.098,0.053,0.086	0.451,0.388,0.386	-0.329
chr1:151734437-151734501|-|151734580|151734588	ENSG00000143436.11_5	MRPL9	chr1	-	151734580	151734631	151734588	151734631	151734437	151734501	chr1:151734437-151734501|-|151734580|151734588	214,208,208	5,75,74	137,98,128	3,1,0	108	100	8.55981951986e-13	5.42391039362e-10	0.975,0.72,0.722	0.977,0.989,1.0	-0.183
chr17:46051296-46051397|+|46051059|46051016	ENSG00000108465.15_4	CDK5RAP3	chr17	+	46050884	46051059	46050884	46051016	46051296	46051397	chr17:46051296-46051397|+|46051059|46051016	221,243,223	996,1282,1145	266,297,259	754,896,627	143	100	4.1384320415e-09	1.17384954062e-06	0.134,0.117,0.12	0.198,0.188,0.224	-0.08
chr11:6621898-6622005|-|6622155|6622378	ENSG00000132275.11_3	RRP8	chr11	-	6622155	6622832	6622378	6622832	6621898	6622005	chr11:6621898-6622005|-|6622155|6622378	230,238,262	12,14,11	211,167,255	0,2,6	200	100	1.60772910472e-05	0.00133007545336	0.906,0.895,0.923	1.0,0.977,0.955	-0.069
chr2:229965-230044|-|230546|231022	ENSG00000035115.21_5	SH3YL1	chr2	-	230546	231191	231022	231191	229965	230044	chr2:229965-230044|-|230546|231022	33,77,42	303,836,438	23,36,8	83,91,72	200	100	1.08134362364e-06	0.000142928275719	0.052,0.044,0.046	0.122,0.165,0.053	-0.066
chr1:155742856-155743001|-|155744753|155744792	ENSG00000116580.18_2	GON4L	chr1	-	155744753	155744964	155744792	155744964	155742856	155743001	chr1:155742856-155743001|-|155744753|155744792	4,8,3	182,212,218	34,25,15	207,183,130	139	100	7.04580838118e-12	3.67726778678e-09	0.016,0.026,0.01	0.106,0.089,0.077	-0.073
chr12:110933816-110934008|-|110937261|110937339	ENSG00000111237.18_3	VPS29	chr12	-	110937261	110937351	110937339	110937351	110933816	110934008	chr12:110933816-110934008|-|110937261|110937339	106,41,59	321,189,343	404,293,298	879,803,759	178	100	5.69467758493e-06	0.000564118961542	0.156,0.109,0.088	0.205,0.17,0.181	-0.068
chr12:56748561-56748647|-|56748773|56749059	ENSG00000170581.14_4	STAT2	chr12	-	56748773	56749135	56749059	56749135	56748561	56748647	chr12:56748561-56748647|-|56748773|56749059	72,75,79	171,241,276	98,149,60	135,254,127	200	100	1.26245297866e-05	0.00108573333666	0.174,0.135,0.125	0.266,0.227,0.191	-0.083
chr12:56748561-56748647|-|56748872|56749059	ENSG00000170581.14_4	STAT2	chr12	-	56748872	56749135	56749059	56749135	56748561	56748647	chr12:56748561-56748647|-|56748872|56749059	71,75,82	171,241,276	100,147,61	135,254,127	200	100	1.36034154991e-05	0.00115362521002	0.172,0.135,0.129	0.27,0.224,0.194	-0.084
chr9:66525013-66525128|-|66553242|66553352	ENSG00000234665.9_7	AL512625.3	chr9	-	66553242	66553919	66553352	66553919	66525013	66525128	chr9:66525013-66525128|-|66553242|66553352	180,330,191	75,142,88	197,299,205	48,72,61	200	100	0.000112834539706	0.00635365588749	0.545,0.537,0.52	0.672,0.675,0.627	-0.124
chr6:139242173-139242261|-|139247537|139251113	ENSG00000135597.18_4	REPS1	chr6	-	139247537	139251235	139251113	139251235	139242173	139242261	chr6:139242173-139242261|-|139247537|139251113	310,270,287	63,99,77	259,232,282	37,19,19	200	100	1.67131364304e-08	4.11449488608e-06	0.711,0.577,0.651	0.778,0.859,0.881	-0.193
chr17:60003712-60004023|-|60005014|60005282	ENSG00000108506.12_5	INTS2	chr17	-	60005014	60005343	60005282	60005343	60003712	60004023	chr17:60003712-60004023|-|60005014|60005282	135,69,167	10,9,3	148,157,90	3,0,2	200	100	8.99626295271e-05	0.00533895179027	0.871,0.793,0.965	0.961,1.0,0.957	-0.096
chr7:99955842-99955989|+|99954561|99954506	ENSG00000121716.20_5	PILRB	chr7	+	99954372	99954561	99954372	99954506	99955842	99955989	chr7:99955842-99955989|+|99954561|99954506	160,139,218	157,206,197	209,173,151	5,1,4	155	100	0	0.0	0.397,0.303,0.417	0.964,0.991,0.961	-0.6
chr20:34164302-34164440|-|34164517|34164573	ENSG00000088340.16_5	FER1L4	chr20	-	34164517	34164618	34164573	34164618	34164302	34164440	chr20:34164302-34164440|-|34164517|34164573	466,552,495	46,86,57	14,35,19	0,1,0	156	100	9.86753610932e-07	0.000132340902057	0.867,0.804,0.848	1.0,0.957,1.0	-0.146
chr1:1273901-1274033|-|1274666|1274741	ENSG00000107404.20_5	DVL1	chr1	-	1274666	1274819	1274741	1274819	1273901	1274033	chr1:1273901-1274033|-|1274666|1274741	1404,1568,2042	3426,2522,3166	1189,1569,1785	976,941,1521	175	100	0	0.0	0.19,0.262,0.269	0.41,0.488,0.401	-0.193
chr4:41937483-41937546|+|41937327|41937279	ENSG00000109133.13_3	TMEM33	chr4	+	41937145	41937327	41937145	41937279	41937483	41937546	chr4:41937483-41937546|+|41937327|41937279	268,222,304	128,116,115	201,212,190	33,52,32	148	100	1.69768810121e-09	5.27403554544e-07	0.586,0.564,0.641	0.805,0.734,0.8	-0.183
chr2:242163319-242163370|+|242163196|242162691	ENSG00000146205.13_4	ANO7	chr2	+	242162600	242163196	242162600	242162691	242163319	242163370	chr2:242163319-242163370|+|242163196|242162691	41,49,61	4,5,3	26,20,18	0,0,0	200	100	2.24862612661e-05	0.00176288428024	0.837,0.831,0.91	1.0,1.0,1.0	-0.141
chr3:50326230-50326368|-|50327359|50327600	ENSG00000214706.10_3	IFRD2	chr3	-	50327359	50327725	50327600	50327725	50326230	50326368	chr3:50326230-50326368|-|50327359|50327600	75,56,99	5,8,3	48,30,33	0,0,0	200	100	7.48630667979e-06	0.000709288728519	0.882,0.778,0.943	1.0,1.0,1.0	-0.132
chr8:23425834-23425891|+|23424326|23423849	ENSG00000147454.14_3	SLC25A37	chr8	+	23423620	23424326	23423620	23423849	23425834	23425891	chr8:23425834-23425891|+|23424326|23423849	325,286,365	69,56,27	358,340,338	28,6,14	200	100	9.52215480909e-08	1.88654335647e-05	0.702,0.719,0.871	0.865,0.966,0.923	-0.154
chr3:58128376-58128479|+|58127656|58127623	ENSG00000136068.14_4	FLNB	chr3	+	58127584	58127656	58127584	58127623	58128376	58128479	chr3:58128376-58128479|+|58127656|58127623	4889,4433,5221	874,1297,1269	2708,3849,2272	326,480,226	133	100	1.21791465801e-13	8.82833471228e-11	0.808,0.72,0.756	0.862,0.858,0.883	-0.106
chr3:195435617-195435712|+|195435384|195435258	ENSG00000242086.8_6	MUC20-OT1	chr3	+	195435024	195435384	195435024	195435258	195435617	195435712	chr3:195435617-195435712|+|195435384|195435258	5,20,11	0,4,5	18,20,13	0,0,0	200	100	3.01929209534e-06	0.000342094386597	1.0,0.714,0.524	1.0,1.0,1.0	-0.254
chr3:195435617-195435712|+|195435384|195435306	ENSG00000242086.8_6	MUC20-OT1	chr3	+	195435024	195435384	195435024	195435306	195435617	195435712	chr3:195435617-195435712|+|195435384|195435306	3,21,13	2,2,3	8,20,17	0,0,1	178	100	0.000209847348614	0.00999801655624	0.457,0.855,0.709	1.0,1.0,0.905	-0.295
chr12:69326457-69326620|-|69326921|69326939	ENSG00000135678.12_6	CPM	chr12	-	69326921	69326982	69326939	69326982	69326457	69326620	chr12:69326457-69326620|-|69326921|69326939	13,4,9	5,1,10	10,30,27	2,2,1	118	100	0.000144435345773	0.00764745383816	0.688,0.772,0.433	0.809,0.927,0.958	-0.267
chr15:75630986-75631026|+|75630761|75630474	ENSG00000140365.15_3	COMMD4	chr15	+	75630402	75630761	75630402	75630474	75630986	75631026	chr15:75630986-75631026|+|75630761|75630474	738,693,927	105,98,111	943,971,1135	78,92,89	200	100	0.000163236896554	0.00834774843777	0.778,0.78,0.807	0.858,0.841,0.864	-0.066
chr4:2909469-2909571|+|2906835|2906742	ENSG00000087274.17_6	ADD1	chr4	+	2906490	2906835	2906490	2906742	2909469	2909571	chr4:2909469-2909571|+|2906835|2906742	169,168,177	499,424,601	315,424,269	675,676,619	193	100	0.000111167936036	0.00629083783762	0.149,0.17,0.132	0.195,0.245,0.184	-0.058
chr1:155679563-155679615|+|155659034|155658965	ENSG00000132676.16_6	DAP3	chr1	+	155658881	155659034	155658881	155658965	155679563	155679615	chr1:155679563-155679615|+|155659034|155658965	1077,554,941	1385,1516,1498	834,743,916	546,666,639	169	100	8.66606786332e-12	4.39725912349e-09	0.315,0.178,0.271	0.475,0.398,0.459	-0.189
chr1:44437829-44438006|+|44436489|44436380	ENSG00000132768.14_3	DPH2	chr1	+	44436267	44436489	44436267	44436380	44437829	44438006	chr1:44437829-44438006|+|44436489|44436380	159,110,159	15,22,22	83,48,67	0,3,1	200	100	9.86500965361e-08	1.93594762169e-05	0.841,0.714,0.783	1.0,0.889,0.971	-0.174
chr11:85342730-85342852|+|85340306|85340247	ENSG00000171204.12_3	TMEM126B	chr11	+	85340175	85340306	85340175	85340247	85342730	85342852	chr11:85342730-85342852|+|85340306|85340247	128,57,120	11,8,17	127,103,87	5,0,5	159	100	3.28746896147e-05	0.00239964326635	0.88,0.818,0.816	0.941,1.0,0.916	-0.114
chr11:64534371-64534551|-|64535038|64535042	ENSG00000168066.20_4	SF1	chr11	-	64535038	64535316	64535042	64535316	64534371	64534551	chr11:64534371-64534551|-|64535038|64535042	40,29,31	44,39,36	23,19,33	8,4,11	104	100	3.32651674539e-07	5.32091209148e-05	0.466,0.417,0.453	0.734,0.82,0.743	-0.32
chr11:118516073-118516368|+|118515409|118514892	ENSG00000019144.19_7	PHLDB1	chr11	+	118514789	118515409	118514789	118514892	118516073	118516368	chr11:118516073-118516368|+|118515409|118514892	28,13,17	157,119,178	46,40,35	152,147,133	200	100	2.0373560905e-05	0.00162216526542	0.082,0.052,0.046	0.131,0.12,0.116	-0.062
chr12:49166290-49166326|-|49167251|49167722	ENSG00000174233.11_3	ADCY6	chr12	-	49167251	49167881	49167722	49167881	49166290	49166326	chr12:49166290-49166326|-|49167251|49167722	227,320,336	17,16,10	320,371,235	2,3,0	200	100	3.81612519362e-10	1.38310308902e-07	0.87,0.909,0.944	0.988,0.984,1.0	-0.083
chr4:1206700-1206818|-|1207978|1208130	ENSG00000159692.15_5	CTBP1	chr4	-	1207978	1208261	1208130	1208261	1206700	1206818	chr4:1206700-1206818|-|1207978|1208130	46,43,46	13,10,17	19,44,32	0,3,2	200	100	4.43281449158e-06	0.000461123779925	0.639,0.683,0.575	1.0,0.88,0.889	-0.291
chr6:86387141-86387210|-|86387512|86387853	ENSG00000203875.12_5	SNHG5	chr6	-	86387512	86387906	86387853	86387906	86387141	86387210	chr6:86387141-86387210|-|86387512|86387853	458,503,384	80,70,54	380,519,653	26,53,50	200	100	2.25347417288e-05	0.00176516989799	0.741,0.782,0.78	0.88,0.83,0.867	-0.091
chr15:50592985-50593099|-|50593417|50593453	ENSG00000104064.17_3	GABPB1	chr15	-	50593417	50593565	50593453	50593565	50592985	50593099	chr15:50592985-50593099|-|50593417|50593453	142,163,173	199,179,234	208,194,214	158,151,177	136	100	4.33087791697e-05	0.00297634615251	0.344,0.401,0.352	0.492,0.486,0.471	-0.117
chr15:56665638-56665702|+|56658091|56657868	ENSG00000151575.14_4	TEX9	chr15	+	56657644	56658091	56657644	56657868	56665638	56665702	chr15:56665638-56665702|+|56658091|56657868	6,2,2	28,7,44	16,13,10	27,20,25	200	100	2.89137348937e-05	0.00217350375538	0.097,0.125,0.022	0.229,0.245,0.167	-0.132
chr15:63349183-63349317|+|63336351|63336030	ENSG00000140416.21_7	TPM1	chr15	+	63335904	63336351	63335904	63336030	63349183	63349317	chr15:63349183-63349317|+|63336351|63336030	167,116,178	16,4,14	66,39,113	0,2,0	200	100	1.12839892763e-06	0.000147577290783	0.839,0.935,0.864	1.0,0.907,1.0	-0.09
chr4:123257346-123257508|+|123255700|123255595	ENSG00000138688.15_3	KIAA1109	chr4	+	123255498	123255700	123255498	123255595	123257346	123257508	chr4:123257346-123257508|+|123255700|123255595	26,45,26	103,133,116	133,118,72	171,170,114	200	100	6.74653888311e-10	2.30782165674e-07	0.112,0.145,0.101	0.28,0.258,0.24	-0.14
chr16:711050-711172|+|710870|710714	ENSG00000161996.19_4	WDR90	chr16	+	710611	710870	710611	710714	711050	711172	chr16:711050-711172|+|710870|710714	40,22,31	88,49,80	28,37,24	37,36,21	200	100	0.00020133610188	0.00970899235961	0.185,0.183,0.162	0.275,0.339,0.364	-0.149
chr16:841160-841370|+|840671|840666	ENSG00000127586.17_3	CHTF18	chr16	+	840524	840671	840524	840666	841160	841370	chr16:841160-841370|+|840671|840666	38,22,25	272,213,270	27,27,20	120,100,93	105	100	0.000141889930358	0.00755208327466	0.117,0.09,0.081	0.176,0.205,0.17	-0.088
chr3:127540536-127540681|-|127541151|127541926	ENSG00000074416.14_8	MGLL	chr3	-	127541151	127542028	127541926	127542028	127540536	127540681	chr3:127540536-127540681|-|127541151|127541926	215,149,185	318,240,233	482,496,461	231,241,308	200	100	0	0.0	0.253,0.237,0.284	0.511,0.507,0.428	-0.224
chr1:27994968-27995046|-|27995731|27995743	ENSG00000126709.15_3	IFI6	chr1	-	27995731	27995857	27995743	27995857	27994968	27995046	chr1:27994968-27995046|-|27995731|27995743	2,2,4	27,18,55	28,24,14	96,88,49	112	100	4.4197957429e-05	0.00302606914829	0.062,0.09,0.061	0.207,0.196,0.203	-0.131
chr17:15943754-15943808|-|15950264|15950303	ENSG00000141027.21_6	NCOR1	chr17	-	15950264	15950407	15950303	15950407	15943754	15943808	chr17:15943754-15943808|-|15950264|15950303	832,1279,1038	50,172,105	300,254,255	9,8,9	139	100	2.94525481781e-09	8.76227698794e-07	0.923,0.843,0.877	0.96,0.958,0.953	-0.076
chr17:46023226-46023355|+|46022978|46022081	ENSG00000108439.10_7	PNPO	chr17	+	46021981	46022978	46021981	46022081	46023226	46023355	chr17:46023226-46023355|+|46022978|46022081	622,590,681	74,26,87	720,549,647	8,1,2	200	100	0	0.0	0.808,0.919,0.796	0.978,0.996,0.994	-0.148
chr17:48538993-48539047|+|48538731|48538648	ENSG00000167107.12_3	ACSF2	chr17	+	48538602	48538731	48538602	48538648	48538993	48539047	chr17:48538993-48539047|+|48538731|48538648	265,385,464	35,55,54	217,488,283	14,25,18	183	100	3.85458779495e-06	0.000416140569343	0.805,0.793,0.824	0.894,0.914,0.896	-0.094
chr14:104151322-104151373|+|104145882|104145855	ENSG00000126214.21_6	KLC1	chr14	+	104145720	104145882	104145720	104145855	104151322	104151373	chr14:104151322-104151373|+|104145882|104145855	392,484,494	99,162,176	1415,2007,1616	206,295,281	127	100	2.8675950503e-11	1.3431226991e-08	0.757,0.702,0.688	0.844,0.843,0.819	-0.12
chr14:104153417-104153548|+|104145882|104145855	ENSG00000126214.21_6	KLC1	chr14	+	104145720	104145882	104145720	104145855	104153417	104153548	chr14:104153417-104153548|+|104145882|104145855	442,535,494	151,196,142	984,1250,1089	175,222,177	127	100	1.22289289806e-09	3.9467031785e-07	0.697,0.682,0.733	0.816,0.816,0.829	-0.116
chr14:104166991-104167064|+|104145882|104145855	ENSG00000126214.21_6	KLC1	chr14	+	104145720	104145882	104145720	104145855	104166991	104167064	chr14:104166991-104167064|+|104145882|104145855	337,459,414	134,151,99	1134,1577,1358	200,254,274	127	100	2.27427258515e-06	0.000268717221594	0.664,0.705,0.767	0.817,0.83,0.796	-0.102
chr19:41247977-41248094|-|41248303|41248419	ENSG00000188493.15_6	C19orf54	chr19	-	41248303	41248675	41248419	41248675	41247977	41248094	chr19:41247977-41248094|-|41248303|41248419	31,47,54	0,13,0	26,44,24	0,0,0	200	100	0.000168046315169	0.00854109190297	1.0,0.644,1.0	1.0,1.0,1.0	-0.119
chr19:50195495-50195650|+|50195210|50195146	ENSG00000169169.14_4	CPT1C	chr19	+	50195077	50195210	50195077	50195146	50195495	50195650	chr19:50195495-50195650|+|50195210|50195146	4,4,9	20,31,52	21,27,19	25,59,47	164	100	8.20173994772e-05	0.0049939847759	0.109,0.073,0.095	0.339,0.218,0.198	-0.159
chr22:24135745-24135875|+|24134081|24134054	ENSG00000099956.19_5	SMARCB1	chr22	+	24133942	24134081	24133942	24134054	24135745	24135875	chr22:24135745-24135875|+|24134081|24134054	596,504,594	640,996,831	719,713,804	236,253,261	127	100	0	0.0	0.423,0.285,0.36	0.706,0.689,0.708	-0.345
chrX:48919998-48920132|+|48919856|48919820	ENSG00000147144.13_5	CCDC120	chrX	+	48919765	48919856	48919765	48919820	48919998	48920132	chrX:48919998-48920132|+|48919856|48919820	134,135,146	15,22,26	83,105,94	4,4,5	136	100	1.29052949627e-05	0.00110571501888	0.868,0.819,0.805	0.938,0.951,0.933	-0.11
chr19:19291494-19291570|-|19293102|19293381	ENSG00000064489.23_4	BORCS8-MEF2B	chr19	-	19293102	19293539	19293381	19293539	19291494	19291570	chr19:19291494-19291570|-|19293102|19293381	58,61,67	540,309,481	80,96,104	342,338,337	200	100	4.13287341461e-07	6.36161247136e-05	0.051,0.09,0.065	0.105,0.124,0.134	-0.052
chr8:144909554-144909706|-|144911073|144911153	ENSG00000179950.13_3	PUF60	chr8	-	144911073	144911214	144911153	144911214	144909554	144909706	chr8:144909554-144909706|-|144911073|144911153	1,0,0	10,16,7	4,4,4	9,14,11	180	100	3.69314726675e-05	0.0026311225621	0.053,0.0,0.0	0.198,0.137,0.168	-0.15
chr6:52133883-52134024|-|52136180|52136222	ENSG00000112118.19_4	MCM3	chr6	-	52136180	52136273	52136222	52136273	52133883	52134024	chr6:52133883-52134024|-|52136180|52136222	33,36,25	8,1,6	13,17,27	0,1,1	142	100	0.000203694113318	0.00977624705506	0.744,0.962,0.746	1.0,0.923,0.95	-0.14
chr20:2640344-2640439|-|2640675|2640908	ENSG00000101365.21_4	IDH3B	chr20	-	2640675	2640983	2640908	2640983	2640344	2640439	chr20:2640344-2640439|-|2640675|2640908	1480,1489,1446	89,96,122	975,1283,1253	2,3,0	200	100	0	0.0	0.893,0.886,0.856	0.996,0.995,1.0	-0.119
chr20:2640344-2640439|-|2640713|2640908	ENSG00000101365.21_4	IDH3B	chr20	-	2640713	2640983	2640908	2640983	2640344	2640439	chr20:2640344-2640439|-|2640713|2640908	114,92,113	89,96,122	79,104,86	2,3,0	200	100	0	0.0	0.39,0.324,0.317	0.952,0.945,1.0	-0.622
chr1:43239233-43239320|+|43234777|43234703	ENSG00000164008.16_5	C1orf50	chr1	+	43234658	43234777	43234658	43234703	43239233	43239320	chr1:43239233-43239320|+|43234777|43234703	7,20,4	18,10,5	15,8,8	0,0,4	174	100	0.00010796419898	0.00618619959199	0.183,0.535,0.315	1.0,1.0,0.535	-0.501
chr19:54692286-54692365|-|54693118|54693152	ENSG00000125505.17_5	MBOAT7	chr19	-	54693118	54693195	54693152	54693195	54692286	54692365	chr19:54692286-54692365|-|54693118|54693152	1,0,1	17,4,17	10,7,1	20,19,11	134	100	2.75098713433e-05	0.00208340513206	0.042,0.0,0.042	0.272,0.216,0.064	-0.156
