ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
13502	116,86,129	42,23,23	44,61,58	21,12,16	170	100
13503	143,105,152	3291,3104,3764	51,75,73	2435,2744,2480	193	100
13504	3217,2966,3626	11,12,10	2250,2431,2340	11,6,15	200	100
13505	3045,2857,3265	22,12,9	2028,2251,2245	11,15,11	200	100
13506	3073,2872,3260	0,0,2	2030,2258,2257	0,0,0	200	100
13507	328,295,384	2014,1861,2018	216,193,240	1302,1508,1448	182	100
13508	200,199,232	26,32,39	147,120,157	15,19,17	188	100
13509	200,199,232	48,38,40	147,120,157	20,29,30	200	100
13510	214,199,232	33,0,16	158,120,157	0,0,0	200	100
13511	200,215,193	2774,2800,2499	41,75,65	1897,2196,2154	200	100
13512	530,593,474	1665,1650,1503	417,459,416	1127,1281,1384	200	100
13513	334,356,289	157,160,163	239,208,220	86,108,109	200	100
13514	334,356,289	0,0,0	239,208,220	0,29,0	200	100
13515	161,185,217	50,24,35	107,102,103	43,27,49	178	100
13516	161,185,217	0,0,29	107,102,103	0,0,0	200	100
13517	161,185,217	0,10,0	107,102,103	5,0,0	200	100
13518	161,185,217	110,0,0	107,102,103	0,0,0	200	100
13519	30,20,52	4,1,0	36,14,14	0,0,0	200	100
13520	35,13,10	4,0,1	28,11,24	0,0,2	195	100
13521	82,25,45	0,0,0	72,45,48	0,0,2	183	100
13522	27,12,24	1,0,0	12,12,10	0,0,0	200	100
13523	42,20,44	615,440,629	31,27,16	548,352,431	200	100
13524	86,67,101	1,0,0	99,64,66	0,0,0	200	100
13525	70,49,83	468,314,418	85,48,50	308,250,315	200	100
13526	8,9,2	382,315,364	12,10,2	336,245,326	187	100
13527	69,31,61	457,440,521	67,42,50	439,327,391	185	100
13528	68,24,59	7,0,1	68,41,58	12,3,11	200	100
13529	44,19,41	659,521,622	56,24,32	513,373,511	200	100
13530	193,94,184	0,0,0	196,132,147	0,0,2	200	100
13531	12,10,4	525,420,507	6,4,5	289,226,309	180	100
13532	7,0,17	240,152,198	6,0,0	50,32,71	200	100
13533	295,288,371	1,0,0	154,137,108	0,0,0	200	100
13534	465,436,567	0,0,0	236,245,194	0,0,20	200	100
13535	118,155,147	0,0,0	154,228,146	0,2,0	181	100
13536	216,289,275	0,0,0	376,460,383	0,1,2	200	100
13537	303,394,362	0,0,0	518,645,529	2,1,0	200	100
13538	11,12,4	678,904,739	8,50,5	1185,1497,1393	191	100
13539	8,9,1	0,0,0	8,43,3	33,0,0	200	100
13540	67,35,50	681,968,837	53,95,47	1313,1771,1452	183	100
13541	38,20,34	897,1208,1101	51,86,45	1714,2292,1970	177	100
13542	23,11,19	2,0,0	40,66,38	0,0,0	200	100
13543	304,376,299	0,0,0	696,737,600	36,0,0	200	100
13544	246,174,252	0,0,0	387,412,301	0,20,0	200	100
13545	246,174,252	2,0,0	387,412,301	0,0,0	186	100
13546	273,193,297	505,774,696	436,454,347	1230,1863,1395	173	100
13547	30,10,8	418,475,521	43,64,23	825,1109,807	189	100
13548	25,11,8	0,0,0	34,61,33	5,2,0	200	100
13549	27,19,10	522,603,674	37,68,34	1164,1509,1091	200	100
13550	54,40,44	724,736,787	53,73,38	1271,1828,1288	188	100
13551	13,20,24	617,679,723	26,66,25	1261,1665,1019	180	100
13552	78,48,63	427,472,478	160,166,98	796,1100,695	183	100
13553	140,98,132	39,45,52	288,356,208	90,111,70	199	100
13554	89,34,60	486,488,669	163,151,85	956,1480,884	192	100
13555	59,18,26	0,0,0	84,73,45	0,1,0	182	100
13556	59,18,26	0,1,2	84,73,45	4,7,4	180	100
13557	54,51,67	457,516,638	133,124,87	942,1440,829	200	100
13558	18,4,15	556,507,713	33,32,9	1170,1617,994	189	100
13559	10,0,10	0,0,0	7,10,5	0,0,3	200	100
13560	29,32,30	0,0,2	68,54,50	0,0,0	200	100
13561	22,21,19	708,828,948	54,34,28	1829,2343,1396	200	100
13562	9,6,7	0,1,1	21,19,9	2,2,1	200	100
13563	13,1,13	567,644,730	8,17,12	1518,1861,1078	192	100
13564	78,33,86	0,0,0	126,70,64	1,1,2	200	100
13565	78,51,99	3,0,0	111,94,51	4,0,0	200	100
13566	11,6,14	554,491,585	20,10,1	1035,1461,812	180	100
13567	92,106,112	1,0,0	217,300,153	0,0,0	200	100
13568	11,10,12	521,528,624	24,15,4	1154,1578,886	185	100
13569	63,70,67	0,1,0	138,148,93	0,11,0	200	100
13570	8,4,4	2,0,0	13,10,3	0,1,1	189	100
13571	8,4,13	457,474,545	22,26,12	1040,1437,814	200	100
13572	512,451,564	1,0,0	1236,1856,966	0,0,0	181	100
13573	22,8,14	0,1,0	16,10,4	0,0,0	200	100
13574	14,12,3	0,0,1	19,21,23	0,1,0	200	100
13575	148,164,187	3,5,8	105,564,724	2,3,7	200	100
13576	310,275,314	0,0,0	283,727,880	0,0,2	193	100
13577	3,3,3	0,0,0	4,0,4	0,0,46	197	100
13578	9,5,4	2,0,0	10,7,14	0,0,0	200	100
13579	4,5,11	0,0,0	21,13,1	0,3,0	191	100
13580	5,4,3	480,249,402	6,1,4	331,258,153	200	100
13581	0,2,1	0,0,1	1,1,1	0,0,0	194	100
13582	3,3,1	1009,775,1084	3,2,2	520,531,542	182	100
13583	181,211,214	25,10,19	247,181,166	14,12,15	200	100
13584	18,3,4	395,342,397	2,5,3	260,228,244	199	100
13585	7,11,11	186,169,192	16,12,3	222,200,197	200	100
13586	22,39,15	2,8,0	32,44,15	2,0,0	200	100
13587	39,61,23	0,9,0	54,59,27	3,3,2	200	100
13588	0,5,0	173,195,147	0,0,1	195,159,132	200	100
13589	13,13,1	116,139,101	10,10,3	177,114,104	194	100
13590	7,1,9	3,0,0	5,6,1	0,0,1	200	100
13591	2,1,2	591,568,738	2,0,4	580,551,663	200	100
13592	171,167,236	18,0,0	216,145,219	0,0,0	200	100
13593	12,8,12	626,446,607	30,21,12	408,416,497	175	100
13594	16,3,3	569,509,569	3,5,4	410,346,491	195	100
13595	19,19,29	1,4,2	28,12,21	0,0,1	180	100
13596	35,20,37	587,500,510	21,16,26	384,429,461	200	100
13598	25,19,28	583,469,620	9,5,22	502,444,607	200	100
13599	0,1,4	217,214,210	0,0,0	139,105,115	200	100
13600	150,118,154	6,6,1	89,98,95	7,4,2	200	100
13601	1,1,0	69,42,53	0,1,0	113,109,92	200	100
13603	25,24,23	109,185,95	30,31,35	93,118,122	184	100
13604	101,109,101	0,4,0	110,103,90	0,0,0	200	100
13605	16,18,23	244,359,332	28,27,21	219,248,253	200	100
13606	11,8,9	0,1,0	12,19,3	0,0,2	200	100
13607	8,10,15	803,899,813	15,14,13	703,811,765	200	100
13608	15,14,14	0,0,0	18,17,15	0,0,1	175	100
13609	15,14,14	3,5,6	18,17,15	13,6,15	200	100
13610	17,18,15	5,14,8	23,20,17	12,5,6	200	100
13611	23,38,32	3,15,7	37,31,23	3,9,2	200	100
13613	54,56,36	0,0,0	80,98,64	4,0,1	110	100
13614	21,11,21	514,558,492	22,9,24	458,355,449	200	100
13615	6,3,1	497,370,555	2,10,11	430,437,378	200	100
13616	40,27,36	0,3,0	36,40,31	0,0,0	200	100
13617	94,96,136	0,1,0	128,114,84	0,1,0	200	100
13618	37,27,32	0,0,2	22,25,22	0,0,0	200	100
13619	11,15,7	0,0,0	20,20,11	0,1,2	200	100
13620	6,6,2	0,0,1	14,11,5	0,0,0	200	100
13621	20,21,14	8,3,9	23,31,23	8,4,6	200	100
13622	15,12,9	6,4,9	17,22,17	10,7,3	200	100
13623	25,14,10	55,68,78	23,30,14	62,81,57	200	100
13624	31,21,21	12,17,14	29,43,13	13,18,4	187	100
13625	40,30,38	0,0,0	63,43,37	0,1,0	170	100
13626	67,51,69	129,169,154	89,89,61	122,171,123	200	100
13627	110,88,100	8,16,12	121,138,91	14,22,23	200	100
13628	16,32,22	744,1192,735	10,18,19	349,301,351	189	100
13629	3,2,3	633,1015,598	0,2,1	272,246,272	200	100
13630	48,35,67	650,574,648	77,75,34	983,972,999	200	100
13631	331,211,346	1990,1453,2456	68,55,44	326,402,304	167	100
13632	12,1,2	0,0,0	1,3,6	0,0,1	200	100
13633	2,1,4	1,0,0	9,1,0	0,0,1	189	100
13634	2,1,4	0,0,0	9,1,0	0,0,1	193	100
13635	5,5,5	676,552,666	11,7,2	653,566,556	200	100
13636	79,91,103	3543,4186,3630	36,54,59	2199,1714,2485	200	100
13637	65,66,63	2536,2809,2491	40,30,30	1517,1247,1808	183	100
13638	4,1,4	13,4,14	10,4,6	19,19,25	200	100
13640	7,10,8	0,1,0	18,13,2	0,0,0	200	100
13641	21,23,24	17,6,8	31,56,35	14,7,12	200	100
13642	24,1,14	0,0,0	12,10,5	0,1,0	200	100
13643	28,21,47	1079,793,1681	7,55,26	971,1472,889	188	100
13644	26,9,35	0,0,0	15,13,16	0,2,0	182	100
13645	26,9,35	4,4,6	16,13,17	1,5,9	200	100
13646	26,10,35	0,0,0	16,14,17	0,2,3	200	100
13647	30,14,40	1,1,1	18,17,20	0,1,0	200	100
13648	26,10,36	1070,758,1542	17,14,18	905,1467,873	200	100
13649	2,3,6	0,1,0	8,10,6	2,3,0	191	100
13650	78,74,78	3165,3786,3588	55,38,50	1850,1986,2172	200	100
13651	325,408,300	14,47,42	172,245,257	22,29,33	200	100
13652	8,17,19	3379,4344,3431	8,10,16	1978,2430,2523	181	100
13653	154,159,186	0,2,0	72,62,101	0,0,0	190	100
13654	129,89,123	8,13,4	145,143,104	5,15,8	200	100
13655	72,56,82	3,0,2	102,101,73	0,1,0	200	100
13656	20,14,20	5,4,2	37,37,22	2,0,0	200	100
13657	187,214,255	7,7,7	151,75,149	1,0,1	200	100
13658	187,214,255	5,11,10	151,75,149	2,2,2	200	100
13660	15,13,9	0,1,0	4,4,11	0,0,0	163	100
13661	22,18,13	51,98,81	6,7,12	34,33,49	171	100
13662	32,37,29	2095,2269,2340	17,12,17	1187,1157,1416	192	100
13663	11,14,20	2721,2610,2783	11,9,11	1332,1178,1513	200	100
13664	2,3,6	1,1,1	2,3,3	4,0,1	200	100
13665	6,6,6	1246,806,1160	5,5,4	1051,695,797	200	100
13666	21,13,24	1075,811,1167	16,8,13	853,584,779	200	100
13667	25,10,25	1133,797,1088	23,27,19	856,534,811	200	100
13668	95,54,81	3,0,2	77,69,89	2,1,0	200	100
13669	93,54,81	0,4,0	77,69,89	0,0,0	185	100
13670	19,10,16	1278,1027,1279	19,14,17	944,511,949	200	100
13671	63,37,64	1691,1224,1576	52,23,43	1164,803,1085	187	100
13672	50,16,37	0,33,0	23,35,31	0,0,0	200	100
13673	4,4,3	0,1,0	3,4,2	0,0,0	200	100
13674	4,0,1	1,1,0	4,2,2	1,1,0	184	100
13676	1,0,1	0,0,0	1,0,0	1,0,0	200	100
13677	1,0,5	6,16,9	0,0,2	1,2,0	200	100
13678	19,10,16	0,0,0	14,8,4	1,1,0	200	100
13679	53,63,56	27,40,29	29,50,34	13,17,27	200	100
13680	16,29,31	1,1,0	3,0,1	0,0,0	200	100
13681	34,30,47	356,387,363	1,0,1	36,21,37	200	100
13682	31,41,17	0,0,0	4,4,1	0,1,0	200	100
13683	31,41,17	4,14,2	4,4,1	0,0,1	200	100
13684	17,27,15	0,2,0	5,3,3	0,0,0	200	100
13685	17,27,15	0,14,7	5,3,3	0,3,0	200	100
13686	22,32,55	290,336,357	5,6,1	32,29,27	200	100
13687	15,17,43	0,1,0	5,5,1	0,1,0	200	100
13688	7,16,12	13,13,7	0,1,0	0,0,0	200	100
13689	626,895,900	0,21,0	723,887,682	10,0,0	200	100
13690	2,0,4	551,699,786	6,2,3	642,753,582	180	100
13691	1,2,2	0,0,2	1,2,0	1,0,0	200	100
13693	0,1,0	0,0,0	3,0,2	0,0,1	200	100
13694	2,0,0	3,7,2	1,1,0	10,20,40	200	100
13695	1,7,0	0,3,0	3,3,3	2,14,2	200	100
13696	48,59,49	0,12,15	25,55,40	12,0,0	200	100
13697	3,4,6	1398,1864,1364	1,5,3	974,976,913	198	100
13698	4,1,0	0,1,2	1,0,1	0,0,0	200	100
13699	6,4,13	1431,1695,1443	4,3,8	1047,1179,920	191	100
13700	61,31,37	0,1,0	40,46,29	0,0,0	200	100
13701	124,53,74	883,736,998	94,81,78	906,872,1190	200	100
13702	78,34,51	932,601,947	41,35,75	823,728,1017	187	100
13703	40,11,35	1206,793,1105	31,31,56	872,859,1261	200	100
13704	311,130,210	250,238,275	246,187,188	162,153,239	200	100
13705	73,29,69	1115,869,1254	56,47,33	912,841,1189	200	100
13706	66,27,65	1,2,0	54,46,29	0,2,0	200	100
13707	117,87,101	23,20,20	169,109,135	69,88,76	200	100
13708	51,35,58	989,589,914	34,54,40	689,693,1045	190	100
13709	14,15,19	1,0,0	25,19,13	0,0,5	200	100
13710	14,15,19	2,0,1	25,19,13	0,0,7	200	100
13711	23,24,8	1132,1078,1172	12,6,7	956,982,1109	200	100
13712	40,26,34	1327,1325,1280	24,32,25	1204,1097,1202	200	100
13713	34,52,79	11,18,19	39,45,55	26,21,16	200	100
13714	19,25,43	0,1,0	20,26,29	0,0,0	200	100
13715	24,12,28	1112,1270,1212	28,50,22	1017,1027,1222	200	100
13716	37,26,33	1101,1100,1203	35,35,20	1181,1204,1193	178	100
13717	530,527,582	0,3,0	564,575,588	3,0,0	200	100
13718	42,43,36	1494,1734,1534	43,43,36	1498,1640,1629	200	100
13719	81,61,69	1235,1501,1344	74,70,66	1379,1532,1499	200	100
13720	38,26,34	0,0,0	27,36,27	0,2,0	200	100
13721	3,6,8	1277,1279,1496	4,4,9	1366,1419,1402	194	100
13722	2,1,3	0,0,0	3,1,2	0,2,0	200	100
13723	26,11,17	16,9,20	42,35,29	18,9,16	200	100
13724	36,16,48	1,0,0	37,32,21	1,0,0	200	100
13725	2,2,2	141,126,175	1,1,2	135,131,106	200	100
13726	1,0,1	0,0,0	0,0,1	1,0,0	200	100
13727	0,1,0	121,78,72	0,0,0	24,27,21	200	100
13729	1120,876,1164	5,3,4	1189,1143,1081	11,5,8	200	100
13730	1120,876,1164	7,7,3	1189,1143,1081	7,0,5	200	100
13731	460,419,607	2,0,0	640,626,573	0,1,0	200	100
13732	460,419,607	0,0,0	640,626,573	0,0,1	200	100
13733	448,437,564	2,0,0	664,653,567	0,6,0	200	100
13734	181,196,148	6,12,4	234,255,235	12,9,10	198	100
13735	154,160,126	0,0,0	195,189,181	1,0,1	200	100
13736	103,103,87	35,30,18	129,137,120	0,33,41	200	100
13737	103,103,87	0,0,0	129,137,120	0,60,0	200	100
13738	103,103,87	0,0,23	129,137,120	0,0,0	200	100
13739	0,0,2	0,1,2	0,1,0	0,0,1	200	100
13740	1,1,4	0,0,0	0,4,1	0,1,0	200	100
13741	46,33,36	46,24,40	95,158,167	49,55,74	195	100
13742	84,56,85	11636,6033,8537	141,208,228	14428,15576,20703	193	100
13743	81,49,100	8943,4118,6707	165,258,294	10074,10401,13318	182	100
13744	74,28,32	8255,4057,6643	86,180,159	11633,12411,14978	200	100
13745	61,45,55	7824,3253,6348	123,106,84	11534,11142,13259	200	100
13746	117,67,102	8027,4057,6239	190,218,252	13366,12191,14177	200	100
13747	50,32,48	0,0,0	96,122,144	0,0,1	200	100
13748	36,20,38	7276,3022,5311	62,65,59	10874,10147,11472	200	100
13749	10,7,15	6,1,9	18,28,22	9,22,9	200	100
13750	10,7,15	0,0,0	18,28,22	1,1,1	190	100
13751	10,7,15	0,0,0	18,28,22	1,0,0	166	100
13752	13,4,6	26,16,31	15,10,7	7,6,5	192	100
13753	61,50,78	12,3,12	60,99,58	11,8,5	200	100
13754	61,50,78	1,0,1	60,99,58	0,0,0	200	100
13755	2,1,6	0,1,1	1,1,2	0,1,0	200	100
13756	4,3,7	0,2,0	3,1,3	0,1,0	200	100
13757	15,23,41	0,0,2	8,8,12	0,0,0	200	100
13758	22,16,22	2,0,0	24,18,15	0,0,0	200	100
13760	9,8,4	1668,1822,2842	1,7,4	1625,2085,1488	200	100
13761	628,506,913	0,32,0	530,671,542	37,0,0	200	100
13762	10,13,9	2461,2597,3642	9,12,9	2230,3210,2102	200	100
13763	18,8,26	0,2,3	13,21,9	0,0,4	200	100
13764	18,8,23	6,2,5	12,20,8	1,2,4	200	100
13765	56,74,35	0,0,0	75,64,92	0,3,0	200	100
13766	36,51,19	0,0,0	59,47,57	3,0,0	200	100
13767	0,2,0	0,5,10	0,2,2	1,4,2	200	100
13768	0,0,4	0,1,0	0,1,0	0,0,0	196	100
13769	2,0,4	14,41,20	0,1,1	8,17,9	200	100
13770	699,897,904	6,6,0	735,978,658	0,5,0	200	100
13771	699,897,904	0,0,10	735,978,658	0,0,0	200	100
13772	61,84,53	0,3,0	62,32,42	3,0,0	200	100
13773	2,2,1	1,0,0	4,16,9	0,0,0	182	100
13775	60,82,87	529,733,674	105,76,83	761,778,786	200	100
13776	25,22,26	0,0,5	25,31,27	0,0,0	200	100
13777	41,47,54	510,599,574	46,54,61	618,631,615	200	100
13778	20,32,29	0,0,1	23,44,32	0,0,1	182	100
13779	9,9,10	407,592,479	8,13,6	575,544,564	179	100
13780	3,5,1	2,2,0	11,13,8	4,4,1	200	100
13781	37,17,27	0,0,0	24,30,17	1,0,0	179	100
13782	62,47,50	2,0,3	24,37,33	0,0,0	200	100
13783	100,85,78	5,7,9	69,61,58	1,3,4	200	100
13784	5,1,1	0,2,0	4,0,0	0,0,0	183	100
13785	3,1,2	0,2,0	2,0,1	0,0,0	200	100
13787	1,2,2	0,0,0	18,22,5	0,1,0	200	100
13788	2,0,3	0,1,1	1,3,1	0,0,1	192	100
13789	4,0,4	174,172,228	0,1,3	181,114,143	200	100
13790	227,166,248	12,3,11	118,166,126	9,4,1	200	100
13791	147,123,128	2,0,0	119,111,113	0,0,0	200	100
13792	115,103,92	2427,2189,2701	96,97,91	1661,1711,2203	200	100
13793	53,64,41	20,18,19	51,38,39	33,36,21	200	100
13794	2461,2249,2582	0,0,0	1865,2050,2416	0,0,38	200	100
13795	111,40,132	3865,3654,4049	67,53,59	2963,3234,3861	200	100
13796	9,43,6	4,31,11	6,3,11	3,7,4	192	100
13797	7,26,6	6,36,10	4,5,6	9,5,7	200	100
13798	1,3,2	331,419,296	3,3,3	317,286,369	189	100
13799	25,10,16	0,1,0	13,8,10	0,0,0	200	100
13800	4,1,4	131,60,137	2,0,0	134,127,56	179	100
13801	3,1,2	3,0,0	4,1,3	0,0,0	200	100
13802	0,0,1	190,77,151	2,1,3	214,164,75	200	100
13803	1,2,0	0,1,2	3,0,1	0,0,0	200	100
13804	0,0,2	0,0,4	7,0,0	1,0,1	195	100
13805	242,210,230	0,1,1	143,138,186	0,0,0	190	100
13806	252,213,234	865,1050,1043	149,139,194	480,547,659	192	100
13807	284,282,275	0,8,5	154,184,201	2,4,2	200	100
13808	39,31,26	751,996,926	21,21,26	512,604,599	188	100
13809	30,25,22	11,6,7	20,9,13	2,4,3	200	100
13810	30,12,27	0,0,2	11,17,15	0,0,0	200	100
13811	68,44,48	0,0,0	42,33,34	3,0,0	200	100
13813	0,1,0	2,4,1	0,0,2	0,0,1	189	100
13814	4,0,0	0,2,0	12,25,5	1,10,3	184	100
13815	1,1,0	0,0,11	3,18,3	29,36,11	200	100
13816	1,1,1	241,264,386	5,19,5	1116,1513,705	200	100
13817	0,0,4	289,237,441	8,24,3	1158,1649,632	200	100
13818	10,7,11	10,5,0	4,4,2	9,8,8	200	100
13819	32,18,35	399,553,504	15,11,21	235,328,351	185	100
13820	11,9,4	409,424,465	5,1,2	203,264,263	181	100
13821	88,122,88	3,0,0	37,56,73	0,5,1	198	100
13822	58,78,54	1,4,2	25,31,54	0,2,3	187	100
13823	45,34,30	13,19,14	15,16,10	6,7,9	188	100
13824	947,956,1261	1,1,1	1050,1206,1011	5,1,5	200	100
13825	1265,1328,1601	18,23,12	1358,1545,1323	6,17,18	185	100
13826	33,135,143	1,4,0	121,638,251	0,19,9	183	100
13827	29,18,26	0,0,1	36,35,20	0,0,0	200	100
13828	64,67,61	51,93,97	121,108,80	65,72,63	189	100
13829	27,33,36	1,7,3	46,65,42	0,3,0	200	100
13830	42,53,55	5,0,4	64,69,55	4,0,0	200	100
13831	79,66,113	14,6,9	108,95,57	0,11,0	171	100
13832	101,76,95	100,148,118	117,94,77	127,169,170	200	100
13833	41,24,26	142,227,130	43,30,26	241,220,206	200	100
13834	38,50,39	99,159,119	55,43,45	147,156,171	200	100
13835	46,47,45	135,182,118	46,64,48	156,176,144	200	100
13836	34,29,41	2,0,2	24,31,35	0,0,5	200	100
13837	2,2,3	504,308,471	2,3,1	827,674,428	200	100
13838	5,3,1	804,603,830	6,4,2	1175,972,794	200	100
13839	7,5,2	956,906,899	11,8,10	1322,1092,935	200	100
13840	181,356,266	0,0,2	289,405,344	0,0,0	200	100
13841	102,167,120	3,11,7	125,185,172	3,0,0	200	100
13842	25,37,27	4,0,0	32,40,24	3,1,1	200	100
13843	10,12,16	0,2,0	6,10,6	1,0,0	182	100
13844	15,18,29	2391,2465,2520	11,16,11	1754,1653,1740	197	100
13845	36,25,61	284,346,339	37,42,15	160,168,171	200	100
13846	1893,1699,1996	85,176,105	1324,1223,1326	82,122,93	200	100
13847	38,17,9	2310,2280,2426	21,30,21	1683,1789,1883	200	100
13848	2,9,10	422,502,399	11,12,8	479,461,402	200	100
13849	5,2,3	437,374,584	0,5,2	502,473,441	200	100
13850	25,13,27	4,3,1	23,11,17	1,0,4	200	100
13851	13,14,7	0,2,0	11,14,5	4,1,0	200	100
13852	279,247,328	0,0,0	386,353,241	0,1,0	200	100
13853	21,28,20	237,165,302	17,25,8	255,280,216	177	100
13854	1,3,7	342,246,376	1,2,1	207,316,221	200	100
13855	183,206,192	1,1,0	134,138,136	4,0,8	200	100
13856	183,203,191	1,2,0	132,131,135	0,0,0	200	100
13857	2,5,0	0,0,1	0,1,1	0,0,5	200	100
13858	1,0,4	0,0,0	7,3,3	0,0,1	200	100
13859	3,0,3	234,286,303	7,4,4	215,188,200	197	100
13860	4,0,1	197,184,213	7,7,2	150,154,132	184	100
13861	1,0,0	64,34,86	1,1,0	51,48,22	200	100
13862	2,0,0	0,0,3	0,1,2	0,2,1	179	100
13863	4,0,3	90,75,63	0,1,2	92,98,62	194	100
13864	25,14,11	0,1,0	16,43,14	0,0,0	188	100
13865	34,31,44	0,0,0	48,71,50	0,2,0	200	100
13866	65,53,75	353,258,373	81,114,84	322,280,301	200	100
13867	21,25,29	400,381,333	26,20,17	314,342,331	200	100
13868	9,14,19	2,1,3	14,10,13	1,1,2	200	100
13869	2,13,10	439,397,412	6,8,11	352,408,401	200	100
13870	6,4,9	0,2,3	2,5,3	0,0,0	200	100
13871	33,19,18	3,1,0	28,40,16	5,6,0	200	100
13872	26,15,5	19,13,20	20,20,19	9,4,4	200	100
13873	45,10,35	0,0,0	30,33,38	0,1,0	176	100
13874	104,25,99	0,0,0	74,85,122	1,0,0	200	100
13875	2,0,2	70,30,63	0,2,1	90,67,104	183	100
13877	28,52,21	5,2,0	3,6,2	0,0,0	200	100
13878	39,59,25	1040,2256,1892	10,12,2	444,800,390	200	100
13879	28,52,21	0,14,9	3,6,2	5,0,0	200	100
13880	26,58,29	1062,2694,1940	1,6,6	560,828,467	200	100
13881	35,62,52	0,4,6	6,9,10	0,0,0	200	100
13882	62,102,74	931,2739,2268	24,19,15	533,844,488	200	100
13883	41,77,55	0,1,0	6,17,12	0,0,0	200	100
13884	46,87,65	1041,2876,2029	11,20,14	482,764,472	200	100
13885	44,114,71	964,2904,2181	20,26,14	495,835,397	200	100
13886	23,60,35	37,77,46	10,2,6	15,36,23	200	100
13887	100,154,110	17,18,19	25,39,34	4,7,4	200	100
13888	54,121,96	973,2543,1676	18,29,19	439,789,484	193	100
13889	34,64,46	0,8,0	10,10,6	0,0,0	200	100
13890	41,74,58	824,2254,1847	15,14,10	439,776,447	200	100
13891	39,72,57	37,0,0	14,13,10	0,0,0	200	100
13892	42,87,34	1281,3834,2555	1,16,13	574,1061,589	200	100
13893	114,248,166	3,5,1	47,70,34	1,0,0	200	100
13894	52,81,47	0,0,4	15,27,7	0,2,0	200	100
13895	64,109,69	1440,4311,2814	15,25,14	692,1057,735	192	100
13896	70,133,80	4,1,5	18,27,21	1,7,0	200	100
13897	63,102,108	1480,4409,2849	37,20,30	687,966,796	200	100
13898	29,44,34	1101,3672,2143	9,12,14	437,767,674	186	100
13899	31,75,40	1527,4930,2459	15,16,18	563,897,783	192	100
13900	22,82,48	0,0,0	12,9,9	7,7,0	200	100
13901	29,35,18	0,0,1	15,18,12	0,0,0	179	100
13902	67,176,79	5,16,9	17,51,40	0,4,2	200	100
13903	2,0,0	9,5,10	0,0,0	9,13,14	191	100
13906	3,2,0	10,6,21	1,0,0	15,27,9	200	100
13907	52,51,51	491,588,622	52,19,51	345,351,327	200	100
13908	0,0,1	7,3,2	1,0,0	0,0,0	184	100
13909	4,0,3	1,2,0	0,2,0	0,0,0	200	100
13913	2,0,2	4,4,1	1,1,0	0,0,1	191	100
13915	5,3,5	0,0,0	7,11,3	0,0,1	197	100
13916	14,4,14	1,0,2	11,5,7	2,0,0	200	100
13917	14,4,14	0,0,2	11,5,7	0,0,0	200	100
13918	7,8,7	1,1,0	5,2,10	1,0,1	200	100
13919	11,1,2	369,298,463	5,3,1	314,300,314	200	100
13920	82,90,43	86,162,130	9,16,15	7,9,8	200	100
13921	74,102,75	0,0,0	3,12,9	0,1,0	200	100
13922	63,142,89	52,117,90	18,30,22	9,30,17	200	100
13923	32,71,36	0,1,0	10,15,10	0,0,0	200	100
13924	32,71,36	3,3,0	10,15,10	0,0,0	200	100
13925	49,99,51	2,0,3	23,22,12	0,0,0	200	100
13926	88,140,100	0,5,0	10,14,26	0,0,0	200	100
13927	4,0,1	0,0,0	0,1,4	1,0,0	200	100
13928	0,2,0	0,0,0	4,0,1	1,0,0	200	100
13929	4,3,5	0,1,0	6,3,1	0,1,0	200	100
13930	56,83,47	0,0,0	38,33,46	4,0,0	177	100
13931	36,51,23	0,0,0	34,24,25	4,0,0	200	100
13932	36,51,23	0,0,0	34,24,25	0,5,0	200	100
13933	11,7,2	2,8,2	11,14,8	1,2,0	200	100
13934	15,22,22	631,585,754	19,16,17	586,488,449	200	100
13935	47,34,29	0,3,0	50,23,39	1,2,10	181	100
13936	4,4,1	0,0,9	6,4,1	0,0,0	200	100
13937	4,4,1	498,373,577	6,5,1	498,391,310	200	100
13938	33,26,29	0,2,0	34,37,14	0,0,0	200	100
13939	32,22,28	3,8,3	31,33,12	4,2,1	200	100
13940	32,22,28	2,0,1	31,33,12	1,1,4	200	100
13941	6,6,7	0,0,2	7,5,2	1,0,0	188	100
13942	21,6,14	0,1,0	8,9,7	0,0,0	199	100
13943	21,20,8	0,1,0	47,11,17	0,0,0	200	100
13944	45,45,29	1136,1257,1107	69,28,24	1114,1219,1521	200	100
13945	88,96,80	761,844,688	110,76,81	817,855,997	200	100
13946	7,6,7	1144,1120,1037	6,4,8	1037,1203,1275	200	100
13947	6,10,5	948,924,931	30,10,19	794,915,904	197	100
13948	329,211,326	5,0,0	253,206,237	0,0,0	200	100
13949	2,3,4	519,731,740	2,4,4	717,769,620	200	100
13950	2,6,3	652,820,864	5,5,2	1148,1049,709	200	100
13951	2,4,3	48,48,43	4,8,1	36,96,37	183	100
13952	6,8,11	0,0,0	8,22,7	0,2,0	200	100
13954	489,322,483	0,25,0	658,529,677	48,36,31	194	100
13955	2,2,4	0,3,4	0,3,5	0,3,0	200	100
13956	13,4,11	0,4,0	18,9,8	0,0,0	200	100
13957	13,4,11	5,2,2	18,9,8	0,0,1	200	100
13958	16,13,10	196,243,195	15,13,5	187,161,134	200	100
