ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
17722	28,16,26	0,0,0	19,39,23	0,1,0	189	100
17723	19,9,11	1,0,0	11,26,13	0,1,1	181	100
17724	17,6,10	0,0,0	10,24,10	0,0,1	175	100
17725	1324,1132,1368	0,2,0	786,803,614	0,0,0	246	100
17726	114,109,113	0,2,0	72,92,94	0,0,0	393	100
17727	105,102,110	1,4,0	67,87,88	0,0,3	389	100
17729	157,186,209	0,0,0	154,142,120	0,2,0	376	100
17730	111,157,134	2,0,0	97,121,91	0,0,0	919	100
17731	111,157,134	0,0,0	97,121,91	1,1,0	1240	100
17732	30,23,38	1,0,0	28,18,20	0,0,0	254	100
17733	30,23,38	2,0,0	28,18,19	0,0,0	163	100
17734	470,497,463	3,0,0	342,301,287	0,0,0	446	100
17735	12,8,12	191,247,183	12,10,5	224,255,235	303	100
17736	2,3,3	0,0,0	3,3,4	3,0,0	211	100
17737	5,7,7	141,211,171	6,8,8	195,199,204	213	100
17738	41,21,53	113,150,174	34,32,24	156,150,141	199	100
17739	15,28,53	125,153,157	30,20,16	124,159,143	283	100
17740	18,10,24	126,160,153	24,24,17	175,194,146	180	100
17741	16,13,16	0,0,0	12,16,7	0,3,1	164	100
17742	1,1,5	90,118,151	2,3,1	145,155,119	219	100
17743	6,1,6	86,104,98	0,3,0	82,103,78	207	100
17744	7,7,4	1,0,0	4,5,5	0,0,0	264	100
17745	7,7,4	0,5,0	4,5,5	0,0,2	239	100
17746	0,2,2	4,0,0	2,0,0	1,2,1	264	100
17747	7,6,7	1,0,0	1,0,2	0,0,0	187	100
17748	7,6,7	6,4,0	1,0,2	0,0,1	175	100
17749	43,17,40	230,248,313	17,31,21	155,185,164	299	100
17751	16,15,8	174,319,242	16,11,4	98,184,141	208	100
17752	10,3,5	154,292,214	4,3,2	112,209,149	182	100
17753	13,5,17	155,294,224	17,6,6	137,163,164	179	100
17754	4,9,0	170,334,275	3,2,2	134,204,136	335	100
17755	23,15,18	11,8,10	6,12,4	6,7,0	185	100
17756	12,5,5	210,344,245	6,5,10	196,236,209	197	100
17757	8,5,15	0,3,6	3,8,5	0,4,7	225	100
17758	4,1,10	168,320,254	15,9,4	154,234,191	194	100
17759	7,3,18	118,247,222	4,1,2	118,192,102	183	100
17760	9,1,7	126,213,220	1,3,1	143,189,114	208	100
17761	10,2,4	141,183,190	4,0,1	134,163,101	221	100
17762	7,2,2	2,0,0	4,0,1	0,0,1	174	100
17763	1,0,0	5,2,1	0,1,2	0,0,0	215	100
17764	1,3,0	138,182,164	2,3,3	93,148,92	229	100
17765	3,1,0	84,145,176	1,1,2	86,131,74	202	100
17766	2,0,0	2,0,0	1,1,2	0,0,0	178	100
17767	46,33,43	113,138,185	13,47,12	90,154,84	202	100
17768	8,4,8	78,134,165	14,5,6	98,161,76	171	100
17769	9,1,19	0,0,3	7,7,3	0,0,0	239	100
17770	25,1,31	68,149,156	13,14,8	127,130,70	255	100
17771	22,21,22	111,165,174	20,16,16	114,164,71	194	100
17772	18,8,9	5,1,4	7,8,8	0,0,0	282	100
17773	18,8,9	0,5,0	7,8,8	0,0,0	263	100
17774	5,7,11	0,0,0	7,10,10	0,1,2	190	100
17775	15,0,10	104,149,148	3,11,4	123,166,86	187	100
17776	7,1,3	95,114,135	0,0,3	75,148,57	207	100
17777	9,21,34	0,0,3	11,29,9	0,1,0	314	100
17778	8,8,5	1418,1426,1901	1,2,8	1491,1466,1341	340	100
17779	53,33,42	3,4,5	26,31,28	0,0,4	458	100
17780	43,33,30	9,7,17	31,36,27	18,9,11	234	100
17781	31,43,33	252,288,221	19,28,31	180,223,232	224	100
17782	49,53,36	20,12,37	28,40,45	20,12,33	393	100
17783	20,12,8	244,285,330	10,15,19	252,278,254	196	100
17784	128,127,147	2,0,0	90,96,123	6,2,0	232	100
17787	27,19,23	0,0,0	17,20,11	0,1,0	947	100
17788	2,3,5	7,2,0	6,5,1	3,0,5	460	100
17789	718,509,740	0,0,0	471,415,453	2,0,0	1820	100
17790	28,39,65	0,2,0	36,30,26	0,0,1	320	100
17791	4,2,6	552,370,746	1,7,1	452,453,218	221	100
17792	1,2,12	583,449,631	8,6,2	203,232,199	184	100
17793	10,4,4	0,0,2	9,5,10	0,0,0	781	100
17794	0,2,0	0,0,0	1,0,1	0,0,1	341	100
17795	0,2,2	11,1,10	1,0,1	10,4,8	383	100
17796	1,1,1	0,1,0	4,0,2	0,0,0	208	100
17797	2,6,2	1,1,0	3,2,4	0,0,0	232	100
17798	0,3,0	7,15,7	1,0,2	1,1,5	172	100
17799	13,23,18	0,2,0	11,8,8	0,2,0	310	100
17800	7,14,15	1,0,0	9,5,4	0,0,0	294	100
17801	0,5,0	0,1,2	0,0,0	2,1,0	253	100
17804	13,10,16	0,0,0	5,3,17	0,3,0	261	100
17805	14,18,8	5,0,5	9,9,11	0,2,0	256	100
17806	902,1066,1101	0,0,0	1853,2185,1151	0,2,0	1804	100
17807	5,2,7	0,0,1	2,2,8	0,0,0	223	100
17808	2,2,7	0,0,1	1,7,3	0,0,0	204	100
17809	5,4,3	0,0,0	7,4,7	0,4,0	212	100
17810	166,202,238	0,0,0	189,199,145	0,0,2	299	100
17811	50,53,71	0,1,1	52,59,46	0,0,0	264	100
17812	22,16,20	560,920,712	35,26,26	835,823,844	211	100
17813	9,7,12	1378,1231,1389	8,2,6	1982,1372,1541	231	100
17814	4,1,9	1,0,2	5,1,2	0,0,0	233	100
17815	35,12,13	903,767,871	21,10,8	1040,817,868	202	100
17816	15,6,3	0,0,0	9,5,3	0,2,0	183	100
17817	15,6,3	1,0,0	9,5,3	0,0,0	179	100
17818	9,4,2	1326,994,1430	12,2,4	1695,1357,1176	241	100
17819	3,2,5	1037,570,1155	13,9,6	1317,1004,768	287	100
17820	9,21,19	0,1,0	17,12,4	0,0,0	238	100
17821	14,23,20	0,0,1	20,12,10	0,0,0	241	100
17822	46,31,54	0,2,0	31,30,23	0,0,0	372	100
17823	46,31,54	0,0,0	31,30,23	2,1,0	378	100
17824	147,95,140	17,19,18	105,103,81	26,36,44	518	100
17825	7,9,9	0,4,1	22,33,23	0,5,0	174	100
17826	0,1,5	78,245,151	0,0,1	59,108,84	285	100
17827	102,101,110	0,2,0	128,107,65	2,1,2	338	100
17828	49,52,31	143,168,144	40,37,17	112,151,151	296	100
17829	22,21,21	23,14,14	14,22,15	12,3,3	385	100
17830	12,3,5	2,0,0	5,5,2	0,0,2	400	100
17831	6,2,0	1,0,0	2,0,1	0,0,0	248	100
17832	2,2,2	170,145,203	0,0,1	133,190,138	217	100
17833	15,9,14	168,142,186	10,12,12	161,171,117	200	100
17834	71,26,55	112,65,101	105,102,60	175,181,180	343	100
17835	253,291,181	3,0,0	56,48,54	0,0,0	1107	100
17836	4,1,4	1318,866,1328	5,5,5	881,934,788	393	100
17837	7,3,6	1286,1049,1283	3,4,5	1004,954,898	223	100
17838	65,40,52	1432,1419,1442	46,52,38	1112,989,1209	220	100
17839	57,32,32	1506,1529,1676	30,45,30	1087,1144,1378	186	100
17840	15,11,12	1,0,0	14,24,16	0,2,1	192	100
17841	142,122,157	4,0,0	74,121,65	0,0,0	405	100
17842	478,376,576	4,0,0	315,357,249	0,0,5	439	100
17843	101,73,97	0,2,0	59,65,50	0,5,0	318	100
17844	486,383,588	2,0,0	338,371,262	0,0,0	490	100
17846	26,16,14	2,0,0	47,40,29	0,0,0	205	100
17847	2,0,0	2,5,2	2,0,2	1,4,3	213	100
17848	165,162,158	77,24,39	126,105,80	35,39,24	647	100
17849	165,162,158	0,3,0	126,105,80	0,0,0	623	100
17850	165,162,158	6,0,7	126,105,80	11,3,0	552	100
17851	165,162,158	0,0,0	126,105,80	0,3,0	491	100
17852	851,979,891	4,9,5	616,559,494	3,3,2	858	100
17853	851,979,891	0,1,0	616,559,494	0,0,0	865	100
17854	23,14,32	107,29,106	21,11,8	31,23,24	253	100
17855	49,30,45	1447,1238,1805	22,25,13	1121,1035,1221	371	100
17856	0,0,4	9,21,17	2,2,0	34,43,23	204	100
17857	6,3,5	46,55,67	14,4,3	160,142,134	207	100
17858	0,2,1	0,0,0	2,3,1	0,5,0	441	100
17859	380,264,360	0,1,0	374,631,271	0,0,0	820	100
17860	0,1,0	0,0,0	2,10,1	0,3,0	216	100
17861	4,4,9	734,1017,912	1,8,2	630,684,607	205	100
17862	286,357,335	0,0,0	258,259,290	0,0,1	262	100
17863	10,18,22	3,3,7	11,27,9	0,0,0	189	100
17864	17,18,12	0,1,0	15,20,11	0,0,0	1106	100
17865	125,120,114	18,23,22	126,97,123	24,13,23	432	100
17866	58,49,47	899,1184,1307	45,34,21	752,720,833	318	100
17867	96,68,101	1510,1445,1638	85,73,75	1179,1103,995	181	100
17868	90,55,107	3,0,0	76,57,68	0,0,3	196	100
17869	1049,951,1259	0,0,1	1091,879,745	0,0,0	241	100
17870	1019,926,1215	10,6,12	1069,861,722	14,6,6	196	100
17871	1095,1044,1369	2,0,0	1244,912,792	0,0,0	256	100
17872	1065,1020,1331	0,0,0	1225,895,771	0,13,0	211	100
17873	23,29,19	23,35,30	16,25,8	18,13,18	258	100
17874	0,21,2	1,1,11	0,0,0	0,5,1	675	100
17875	6,9,14	281,328,426	1,8,3	306,325,295	214	100
17876	12,9,16	0,1,0	15,13,7	0,0,0	524	100
17877	12,9,16	0,1,0	15,13,7	0,0,0	528	100
17878	0,1,1	2,0,0	0,0,2	4,0,0	309	100
17879	6,5,1	0,1,0	6,9,1	0,0,0	258	100
17880	9,5,4	0,2,0	8,10,3	0,0,0	175	100
17881	6,7,4	0,0,2	8,9,6	0,0,0	208	100
17882	8,7,5	610,668,734	10,14,8	1050,1197,912	235	100
17883	12,4,2	1,0,0	15,22,11	0,0,0	215	100
17884	12,13,10	0,3,2	23,13,10	0,1,0	248	100
17885	12,13,10	0,1,0	23,13,10	0,2,0	207	100
17886	13,6,13	746,966,800	13,13,12	1251,1501,1188	188	100
17887	34,52,34	0,0,3	81,58,39	0,0,1	1355	100
17888	526,422,439	4,2,2	828,1106,650	6,3,10	1188	100
17889	0,1,2	7,10,13	0,0,0	13,15,24	347	100
17890	0,0,0	1,12,2	0,1,0	4,4,6	180	100
17891	88,82,99	0,0,2	60,49,63	0,3,0	1292	100
17892	133,72,102	0,0,0	115,63,59	0,0,2	1537	100
17893	2464,1751,2235	0,0,16	1626,1237,1290	0,4,0	1699	100
17894	295,169,252	0,0,0	155,161,135	0,3,0	446	100
17895	295,169,252	0,0,0	155,161,135	0,3,0	442	100
17896	2691,2204,2546	0,0,2	1790,1470,1470	0,0,0	1753	100
17897	145,68,115	616,934,726	67,37,71	413,506,425	527	100
17898	233,236,295	0,0,7	661,650,647	0,0,0	978	100
17899	13,8,14	2,0,0	28,33,56	3,6,0	403	100
17900	56,65,113	5,24,34	93,119,70	7,6,2	400	100
17901	5,3,1	1,14,4	3,4,4	2,5,5	203	100
17902	14,12,18	2926,2381,3045	10,84,65	3606,4124,3541	199	100
17903	2,0,2	352,199,344	1,1,6	158,235,161	365	100
17904	0,0,1	71,210,96	6,1,0	186,255,167	274	100
17905	1,0,4	61,116,100	0,2,1	130,194,120	207	100
17906	0,0,1	71,108,53	3,5,2	111,170,84	367	100
17907	1,7,8	61,68,21	13,6,5	73,100,47	251	100
17908	0,0,1	0,0,0	5,3,1	1,0,0	320	100
17909	1,3,5	33,54,19	14,11,5	49,84,38	326	100
17910	10,4,11	58,115,67	9,17,9	106,168,96	260	100
17911	3,4,8	0,0,0	8,10,6	0,4,2	277	100
17912	3,4,8	0,0,0	8,7,6	0,1,0	253	100
17913	3,4,8	4,0,0	8,7,6	0,0,0	243	100
17914	3,4,8	0,0,0	8,7,6	0,2,0	230	100
17915	0,2,1	0,0,2	9,3,0	0,0,0	371	100
17916	0,2,1	0,0,4	4,6,0	0,0,0	214	100
17917	0,0,1	58,74,80	0,1,0	104,195,75	331	100
17918	133,158,114	0,1,0	59,86,76	0,0,0	828	100
17919	350,340,308	0,0,0	169,241,183	1,0,0	951	100
17920	345,327,294	0,0,3	167,225,178	3,0,0	882	100
17921	345,327,294	0,2,0	167,225,178	0,0,3	872	100
17922	76,25,48	1410,678,1074	91,101,57	1205,1132,816	317	100
17923	52,29,52	2940,1646,3226	40,51,32	3025,2886,2247	319	100
17924	875,509,925	118,64,112	872,834,648	123,83,90	349	100
17925	900,518,951	57,24,63	906,860,665	56,43,37	352	100
17926	14,6,33	0,0,3	11,10,9	0,0,0	452	100
17927	11,7,16	0,0,0	17,6,7	4,0,0	357	100
17928	24,15,20	12,7,9	29,26,26	33,23,14	220	100
17929	44,21,55	2690,1442,2939	58,61,52	2723,2596,1935	304	100
17930	22,4,18	3889,2378,4583	16,29,13	4391,3740,3003	193	100
17931	52,38,64	4609,3101,4701	38,38,43	4324,4426,3821	228	100
17932	48,40,46	4438,2993,5539	58,58,55	5101,4358,4169	323	100
17933	18,12,20	3896,2799,4010	23,15,13	4067,3583,3361	254	100
17934	478,270,479	0,0,0	438,359,365	36,0,0	269	100
17935	43,17,27	4162,2631,4578	49,22,33	3994,3612,3610	206	100
17936	13,1,7	2,0,2	15,2,6	0,0,0	204	100
17937	16,3,13	1,3,3	16,10,7	1,1,0	289	100
17938	16,3,13	0,0,1	16,10,7	0,0,4	305	100
17939	44,10,49	4268,2973,4313	38,33,36	3711,3845,3683	311	100
17940	2341,1690,2314	1,0,0	2190,2205,2027	0,0,1	353	100
17941	68,42,56	4645,3189,5315	70,63,64	4551,4078,3979	351	100
17942	44,26,53	4674,3574,5345	33,24,16	5153,4703,4471	332	100
17943	25,17,22	4611,3044,4826	19,17,12	3858,3538,3625	237	100
17944	42,29,35	3979,2687,4319	26,14,25	3233,3007,3045	225	100
17945	31,43,41	4,0,2	32,23,40	3,4,2	228	100
17946	75,59,51	80,73,85	92,51,73	68,54,85	210	100
17947	222,129,199	9,11,9	254,230,241	15,12,13	190	100
17948	242,146,236	4340,3446,4280	275,254,255	3609,3421,3634	221	100
17949	91,69,111	4383,3210,4517	100,68,67	3753,3521,3636	236	100
17951	26,2,14	11,0,5	8,6,14	2,3,11	317	100
17952	8,6,7	0,0,3	9,5,4	0,1,3	196	100
17954	17,14,31	5,1,5	28,14,15	3,1,5	223	100
17955	8,3,1	4,3,6	1,0,0	3,4,2	223	100
17956	9,3,1	1,0,0	3,3,0	0,0,0	194	100
17957	8,4,3	0,0,5	1,5,1	2,0,0	287	100
17958	13,6,16	376,301,446	4,4,2	342,451,271	257	100
17959	8,2,7	0,0,1	1,3,0	0,0,0	236	100
17960	13,11,10	0,1,2	12,5,7	0,0,0	381	100
17961	25,11,32	36,23,30	15,9,7	28,16,9	398	100
17962	59,33,67	0,1,0	69,32,24	0,1,0	752	100
17963	60,34,66	10,9,2	69,32,24	8,11,0	755	100
17964	62,34,68	0,1,0	71,32,24	1,1,6	286	100
17965	1,1,0	2,3,1	0,0,0	8,0,0	196	100
17967	1,1,0	23,37,15	0,0,1	35,46,35	183	100
17968	1,3,0	13,37,26	0,0,0	16,46,41	214	100
17969	1189,1132,971	0,0,4	1081,1455,825	0,0,0	2596	100
17970	7,14,11	20,25,30	7,7,7	19,19,24	185	100
17971	83,77,92	4,0,11	4,1,4	0,0,0	346	100
17972	176,151,162	0,16,0	9,10,3	0,0,0	268	100
17973	204,158,218	0,1,2	13,8,2	0,0,0	186	100
17974	2518,2366,2626	0,1,0	116,85,117	0,0,0	1540	100
17975	60,59,65	1463,2159,1579	0,5,3	52,78,88	184	100
17976	29,50,39	1810,2940,2133	3,1,3	60,78,73	199	100
17977	258,402,303	0,3,0	10,14,10	0,0,0	208	100
17978	301,392,392	40,64,42	20,35,9	0,0,0	405	100
17979	102,136,102	2,4,3	2,3,4	0,0,0	221	100
17980	2088,2790,2103	2,0,0	68,119,87	0,0,0	1325	100
17981	1065,1344,952	0,1,0	37,51,52	0,0,0	935	100
17982	133,186,141	0,1,0	5,10,5	0,0,0	241	100
17983	60,58,62	0,1,0	73,66,54	0,0,0	696	100
17984	39,13,33	250,258,186	4,1,2	37,63,59	190	100
17985	9,28,11	0,2,0	13,10,2	0,0,0	479	100
17986	4,8,8	0,0,0	5,3,7	4,0,0	216	100
17987	111,104,135	2,0,0	97,81,94	0,0,0	1448	100
17988	111,104,135	2,1,1	97,81,94	4,0,0	1691	100
17989	111,104,135	0,1,0	97,81,94	0,0,0	1709	100
17990	1639,894,1420	0,0,0	1167,1043,993	2,0,0	1739	100
17991	1639,894,1420	18,12,16	1167,1043,993	15,1,4	1782	100
17992	1639,894,1420	11,9,12	1167,1043,993	2,2,8	1794	100
17993	1639,894,1420	4,2,0	1167,1043,993	4,2,2	1866	100
17994	1911,1018,1616	0,0,0	1209,1078,1051	0,0,2	1901	100
17995	18,16,9	3,7,5	3,2,1	0,0,0	323	100
17996	26,41,22	1,0,1	0,0,4	0,0,0	282	100
17998	17,28,17	2,1,1	0,3,0	0,0,0	178	100
17999	49,59,28	6205,6782,5367	31,32,36	5297,4334,5852	281	100
18000	130,132,117	4,0,11	142,108,99	8,6,3	390	100
18001	64,60,83	0,0,2	57,43,68	5,0,0	606	100
18002	64,61,49	5221,5675,5219	48,45,36	4832,4054,4716	382	100
18003	85,60,46	3951,3828,3630	65,55,21	3450,2889,3266	187	100
18004	15,17,23	3255,2877,3590	18,11,16	2408,1987,2282	317	100
18006	609,567,624	13,0,0	332,400,410	0,0,0	203	100
18007	230,186,236	0,25,0	127,114,158	0,0,0	178	100
18008	219,176,219	725,810,795	121,105,145	482,620,642	175	100
18009	68,45,65	849,909,869	28,40,48	655,788,673	259	100
18010	141,147,235	0,4,0	133,95,111	3,0,0	191	100
18011	291,280,419	19,18,18	253,171,195	6,5,9	230	100
18012	340,330,514	19,18,14	316,200,229	11,16,12	270	100
18013	117,122,133	2,0,2	68,78,71	0,2,0	406	100
18014	114,120,133	1,2,0	66,78,71	0,1,0	401	100
18015	10,11,14	0,4,0	11,7,17	0,0,0	176	100
18016	184,181,169	2,1,0	112,119,109	0,0,0	352	100
18017	184,181,169	0,0,0	112,119,109	3,0,0	271	100
18018	184,181,169	0,0,0	112,119,109	1,0,0	241	100
18019	184,181,169	23,7,17	112,119,109	11,9,10	240	100
18020	184,175,146	30068,29018,27214	97,97,124	16280,15464,20056	231	100
18021	250,239,274	0,0,1	160,137,215	0,0,0	249	100
18022	399,250,357	2,2,2	218,204,148	0,3,0	173	100
18023	267,188,252	0,0,0	159,138,119	0,3,5	177	100
18024	2055,1338,1878	0,1,0	1218,1118,899	0,0,0	1109	100
18025	2054,1334,1872	3,1,0	1215,1117,896	0,1,0	1185	100
18026	2054,1334,1872	0,3,0	1215,1117,896	0,0,0	1314	100
18027	3115,2003,2803	377,266,270	1785,1655,1444	174,163,166	1341	100
18028	545,443,644	21442,20908,21321	310,195,317	11536,10499,14745	294	100
18029	12,2,3	466,263,507	2,0,2	290,203,224	234	100
18030	10,0,0	0,0,0	0,0,0	0,12,0	280	100
18031	8,24,7	0,0,4	14,10,16	0,0,0	183	100
18032	284,162,214	4225,5566,5201	110,89,174	1276,1793,2623	274	100
18033	1956,2274,2565	26,34,38	646,885,1247	14,18,22	326	100
18035	6,21,8	29,10,28	11,8,10	32,45,43	213	100
18036	6,21,8	1,0,0	11,8,10	0,4,0	250	100
18037	38,38,29	4,7,3	54,35,26	0,0,2	251	100
18038	311,418,320	0,0,0	309,301,326	0,1,0	275	100
18039	9,23,14	1508,2080,1629	22,12,18	1520,1499,1692	222	100
18040	154,173,174	30,20,15	132,192,183	29,27,25	217	100
18041	15,40,21	4,2,0	17,33,20	0,2,2	407	100
18042	77,62,67	2,0,0	71,79,79	0,0,0	326	100
18045	1,8,12	0,0,0	0,4,1	0,4,0	237	100
18046	1,11,5	0,0,1	7,11,2	0,1,0	412	100
18047	4,9,3	0,3,0	5,7,1	2,4,2	174	100
18048	2,0,0	17,9,21	1,0,2	38,29,24	207	100
18049	8,10,10	2,0,0	12,14,9	0,0,0	272	100
18050	0,0,0	112,57,112	0,1,0	117,110,116	231	100
18051	12,10,5	318,406,315	9,7,5	245,225,258	350	100
18052	3,0,0	0,0,3	0,2,2	0,0,2	257	100
18053	26,25,41	3820,4199,4717	91,84,76	9125,9910,10844	329	100
18054	17,14,33	47,0,37	72,65,57	83,93,101	333	100
18055	26,16,26	31,34,32	54,76,65	110,127,171	261	100
18056	25,20,28	0,0,0	75,119,55	3,0,0	182	100
18057	11,6,6	0,0,0	19,13,26	0,0,2	240	100
18058	19,13,11	2,0,0	27,19,42	0,0,0	339	100
18059	4,7,12	12,6,6	3,3,11	20,25,21	303	100
18060	0,0,0	3,4,3	0,1,0	4,12,10	184	100
18061	7,2,1	741,572,610	5,1,7	561,426,609	194	100
18062	25,26,19	1,0,0	30,14,21	0,0,0	197	100
18063	17,10,5	3,0,0	17,7,4	0,0,0	247	100
18066	151,125,165	14,7,7	97,83,68	3,3,10	211	100
18067	2631,2305,3247	0,0,0	502,624,790	9,0,0	1820	100
18068	70,61,94	1,0,0	59,33,16	0,1,0	194	100
18069	88,69,110	2871,3160,3752	67,41,27	2330,3064,2371	261	100
18070	68,60,95	2164,2257,2378	36,37,37	1793,2080,1857	187	100
18071	68,60,95	64,80,82	36,37,37	0,0,40	189	100
18072	168,118,218	0,0,1	187,123,114	2,0,0	384	100
18073	245,130,234	3494,4088,4266	269,250,193	2466,3565,2758	179	100
18074	1128,1127,1353	1,15,15	890,1168,902	0,0,0	203	100
18075	259,126,245	4303,4941,5441	350,267,292	3199,4568,3585	179	100
18076	417,183,389	4,3,1	545,445,431	1,6,3	327	100
18077	256,162,242	0,1,0	291,226,247	0,1,1	181	100
18078	205,140,227	0,0,0	219,202,199	4,0,0	220	100
18079	3709,3564,4415	5,3,1	3039,3706,3202	18,22,12	485	100
18080	386,265,425	3823,4465,4945	482,444,428	2752,3904,3276	236	100
18081	376,276,427	2,1,0	454,444,424	8,3,0	241	100
18082	3264,3644,4075	0,0,0	2625,3367,2757	2,0,0	307	100
18083	49,53,64	3563,3939,4313	22,20,10	2764,3741,2976	186	100
18084	281,299,353	0,0,0	195,274,220	0,0,1	197	100
18085	88,45,94	3670,4307,4735	75,52,60	3033,3798,3319	190	100
18086	104,108,187	2,12,0	80,62,69	0,3,0	193	100
18087	88,52,86	10,7,0	82,65,60	11,1,13	182	100
18088	723,389,724	5,3,2	656,383,456	1,5,4	381	100
18090	252,131,248	9,13,9	227,155,176	1,3,6	186	100
18091	676,480,620	3,0,8	675,465,519	8,1,6	357	100
18092	469,277,377	7,11,13	419,281,384	0,0,7	343	100
18093	184,101,139	1,0,0	124,94,96	3,4,0	201	100
18094	843,492,588	1510,1581,1407	652,446,564	188,175,263	369	100
18095	481,276,300	64,22,52	303,214,240	53,38,83	227	100
18096	973,702,802	43,25,23	506,346,441	4,1,3	384	100
18097	596,351,448	11,13,0	510,339,431	3,2,2	375	100
18098	33,25,37	5277,6130,5606	24,31,41	3243,4366,4380	190	100
18100	9,14,9	164,204,248	0,4,2	55,81,42	229	100
18102	19,12,25	5,5,3	27,14,13	0,1,0	199	100
18103	6,2,2	263,244,294	3,2,1	351,335,215	208	100
18104	10,43,21	0,0,0	16,35,29	6,0,0	187	100
18105	4,0,0	0,0,1	2,1,1	0,0,0	307	100
18106	15,42,23	147,481,307	3,6,6	71,60,51	180	100
18107	61,127,87	0,0,0	30,25,28	0,0,1	277	100
18108	28,49,36	106,410,211	17,5,14	32,58,52	245	100
18109	125,448,211	0,2,0	74,82,64	0,0,0	338	100
18110	15,52,45	114,383,159	8,9,6	41,57,45	249	100
18111	14,49,42	0,16,0	11,8,7	4,0,0	254	100
18113	27,41,34	92,302,126	6,14,6	25,51,42	199	100
18114	334,1058,610	4,3,7	133,221,120	0,1,1	215	100
18115	3,1,0	0,2,0	0,0,0	0,2,0	493	100
18116	25,17,22	0,1,2	35,14,12	0,0,0	372	100
18117	45,18,45	0,0,0	55,40,28	0,1,0	988	100
18118	61,27,63	0,0,1	70,54,47	0,5,1	1044	100
18119	5,6,11	1,0,2	5,9,5	0,0,0	270	100
18120	307,240,332	0,0,4	356,299,289	0,0,0	189	100
18121	0,1,2	1,0,0	0,0,0	0,1,0	196	100
18122	1,3,0	0,0,0	6,1,1	0,0,3	1164	100
18123	1,3,0	0,0,0	6,1,1	0,1,0	1211	100
18124	40,18,57	43,110,66	25,32,23	6,35,10	272	100
18125	20,21,13	0,0,0	19,20,8	2,0,0	266	100
18126	57,59,37	3428,2953,3261	64,67,47	3504,3348,3414	287	100
18127	39,11,39	4050,3153,3417	34,29,47	3733,4072,3631	226	100
18128	35,39,38	7,4,0	37,54,31	8,6,2	276	100
18129	59,37,47	0,0,82	18,40,27	49,90,75	315	100
18130	46,21,21	4,0,0	8,24,18	7,3,0	276	100
18131	46,21,21	4,0,2	8,24,18	0,0,0	272	100
18132	107,82,63	3495,3217,3212	139,106,68	3482,3641,3198	289	100
18133	26,17,32	3171,2021,3041	33,23,23	2861,2764,2554	293	100
18134	14,8,18	3,2,1	10,9,8	0,0,0	212	100
18135	32,18,48	1004,879,1264	29,18,31	687,697,580	221	100
18136	327,169,271	1066,818,1145	70,77,90	528,626,525	348	100
18137	248,126,199	0,0,3	40,46,48	0,0,0	244	100
18138	28,7,18	671,500,749	5,4,4	255,329,253	303	100
18140	53,123,50	0,1,2	91,92,86	1,1,0	369	100
18141	4,4,11	281,323,337	8,2,4	258,286,296	219	100
18142	70,40,58	148,83,154	54,43,43	88,63,62	188	100
18143	173,53,106	159,117,131	89,84,86	81,99,94	235	100
18144	111,57,92	221,170,247	49,52,66	112,136,116	206	100
18145	63,46,54	0,0,0	53,36,31	0,3,0	151	100
18146	111,84,103	237,163,214	78,62,73	130,138,99	176	100
18147	144,96,113	6,2,0	94,76,90	0,0,0	201	100
18148	102,81,84	4,1,3	92,67,63	0,4,0	194	100
18149	102,81,85	3,3,2	92,67,65	2,1,0	209	100
18150	415,234,247	175,121,137	305,218,204	99,87,107	304	100
18151	507,280,310	3,5,4	342,256,269	4,1,3	325	100
18152	218,111,124	0,0,1	114,98,121	0,0,0	196	100
18153	216,112,147	0,0,0	144,166,159	0,0,4	427	100
18154	140,66,86	201,117,187	107,125,104	147,113,132	237	100
18155	129,72,117	138,135,158	95,119,92	88,78,72	183	100
18156	100,138,123	6,4,3	284,356,216	1,1,5	455	100
18157	99,137,123	0,0,4	279,353,212	0,14,0	452	100
18158	64,93,81	0,0,0	135,190,122	2,5,0	410	100
18159	24,13,42	0,0,0	34,26,16	0,1,0	1263	100
18160	6,9,6	3,6,7	9,2,6	3,1,3	235	100
18161	37,40,74	1002,1242,1196	18,27,48	824,795,1072	334	100
18162	16,25,29	7,11,9	13,14,9	2,3,1	209	100
18163	0,2,4	0,2,0	16,3,4	2,1,5	335	100
18164	33,30,29	1239,1999,1680	24,28,26	1578,2498,2166	224	100
18165	20,28,28	1105,1439,1481	23,40,22	1557,2251,1697	287	100
18166	317,274,328	13,15,11	413,385,261	3,0,6	235	100
18167	48,24,34	3,0,0	48,48,39	0,0,0	342	100
18168	1,4,3	411,515,392	8,1,4	656,784,463	279	100
18169	3,4,3	0,7,0	11,5,8	0,0,0	285	100
18170	0,4,2	432,518,498	1,6,3	717,866,561	197	100
18171	16,7,6	577,813,754	4,9,6	800,1014,701	275	100
18172	11,6,13	486,717,438	18,17,14	681,835,498	208	100
18173	32,22,32	517,721,468	58,69,34	671,874,498	176	100
18174	74,130,59	544,924,604	117,151,179	751,964,709	228	100
18175	95,105,110	56,98,60	134,128,80	13,27,16	225	100
18176	70,123,59	0,1,0	111,147,173	0,0,0	433	100
18177	354,446,509	2540,3367,3574	448,554,687	4021,3729,4116	493	100
