ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
922	"ENSG00000233184.7_7"	"AC093157.1"	chr1	+	101545944	101549130	101545944	101546169	101546442	101549130
947	"ENSG00000130714.16_4"	"POMT1"	chr9	+	134385289	134385802	134385289	134385383	134385743	134385802
950	"ENSG00000198677.11_4"	"TTC37"	chr5	-	94852228	94852764	94852228	94852290	94852619	94852764
975	"ENSG00000164180.13_3"	"TMEM161B"	chr5	-	87493485	87498892	87493485	87493582	87498778	87498892
977	"ENSG00000172748.14_5"	"ZNF596"	chr8	+	192886	194701	192886	193013	194618	194701
1001	"ENSG00000113597.18_5"	"TRAPPC13"	chr5	+	64956525	64960211	64956525	64956724	64960060	64960211
1002	"ENSG00000113597.18_5"	"TRAPPC13"	chr5	+	64956525	64960211	64956525	64956724	64960063	64960211
1035	"ENSG00000185189.18_4"	"NRBP2"	chr8	-	144921680	144922202	144921680	144921721	144922100	144922202
1050	"ENSG00000103266.11_3"	"STUB1"	chr16	+	731792	732076	731792	731903	732058	732076
1053	"ENSG00000106009.16_3"	"BRAT1"	chr7	-	2579177	2581118	2579177	2579276	2580931	2581118
1057	"ENSG00000082068.8_2"	"WDR70"	chr5	+	37721216	37725152	37721216	37721317	37725035	37725152
1141	"ENSG00000106462.10_4"	"EZH2"	chr7	-	148513775	148515209	148513775	148513870	148514968	148515209
1166	"ENSG00000234741.8_7"	"GAS5"	chr1	-	173833394	173834420	173833394	173833442	173834366	173834420
1197	"ENSG00000167186.11_5"	"COQ7"	chr16	+	19089402	19090584	19089402	19089481	19090308	19090584
1199	"ENSG00000125046.15_5"	"SSUH2"	chr3	-	8675351	8676331	8675351	8675627	8676083	8676331
1254	"ENSG00000072210.18_5"	"ALDH3A2"	chr17	+	19552063	19552437	19552063	19552143	19552247	19552437
1255	"ENSG00000072210.18_5"	"ALDH3A2"	chr17	+	19552035	19552437	19552035	19552156	19552265	19552437
1257	"ENSG00000072210.18_5"	"ALDH3A2"	chr17	+	19552035	19552437	19552035	19552156	19552275	19552437
1260	"ENSG00000143549.21_5"	"TPM3"	chr1	-	154143124	154145454	154143124	154143187	154145383	154145454
1304	"ENSG00000197355.11_3"	"UAP1L1"	chr9	+	139973707	139975326	139973707	139973901	139975140	139975326
1330	"ENSG00000100911.16_4"	"PSME2"	chr14	-	24613608	24614482	24613608	24613677	24614451	24614482
1333	"ENSG00000100911.16_4"	"PSME2"	chr14	-	24614587	24615449	24614587	24614674	24615416	24615449
1342	"ENSG00000184307.15_5"	"ZDHHC23"	chr3	+	113677209	113681825	113677209	113677385	113679898	113681825
1366	"ENSG00000160818.16_3"	"GPATCH4"	chr1	-	156565872	156567913	156565872	156565923	156567826	156567913
1372	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145138291	145138764	145138291	145138327	145138720	145138764
1373	"ENSG00000197858.11_3"	"GPAA1"	chr8	+	145138291	145138764	145138291	145138403	145138720	145138764
1385	"ENSG00000115282.19_6"	"TTC31"	chr2	+	74717370	74718311	74717370	74717600	74718254	74718311
1470	"ENSG00000153187.20_6"	"HNRNPU"	chr1	-	245009905	245017805	245009905	245010008	245017619	245017805
1559	"ENSG00000144635.9_3"	"DYNC1LI1"	chr3	-	32571775	32574589	32571775	32571820	32574477	32574589
1601	"ENSG00000163516.13_3"	"ANKZF1"	chr2	+	220098854	220100597	220098854	220099010	220100429	220100597
1602	"ENSG00000163516.13_3"	"ANKZF1"	chr2	+	220098854	220100597	220098854	220100034	220100429	220100597
1632	"ENSG00000016864.18_5"	"GLT8D1"	chr3	-	52729205	52730056	52729205	52729318	52729943	52730056
1652	"ENSG00000128604.20_5"	"IRF5"	chr7	+	128587076	128587589	128587076	128587110	128587390	128587589
1700	"ENSG00000089195.15_3"	"TRMT6"	chr20	-	5921698	5922682	5921698	5921785	5922596	5922682
1744	"ENSG00000166689.16_5"	"PLEKHA7"	chr11	-	16809206	16812462	16809206	16810843	16812344	16812462
1747	"ENSG00000158850.15_3"	"B4GALT3"	chr1	-	161146223	161146896	161146223	161146298	161146701	161146896
1783	"ENSG00000175054.16_5"	"ATR"	chr3	-	142183938	142186910	142183938	142184082	142186775	142186910
1792	"ENSG00000143303.12_6"	"RRNAD1"	chr1	+	156701782	156702265	156701782	156701907	156702157	156702265
1796	"ENSG00000198837.10_5"	"DENND4B"	chr1	-	153903014	153903540	153903014	153903079	153903422	153903540
1829	"ENSG00000102225.16_7"	"CDK16"	chrX	+	47085363	47086102	47085363	47085426	47085981	47086102
1956	"ENSG00000197989.14_6"	"SNHG12"	chr1	-	28906044	28907158	28906044	28906099	28907071	28907158
1958	"ENSG00000197989.14_6"	"SNHG12"	chr1	-	28906423	28907741	28906423	28906493	28907605	28907741
1960	"ENSG00000197989.14_6"	"SNHG12"	chr1	-	28906423	28907741	28906423	28906493	28907622	28907741
1980	"ENSG00000223960.7_7"	"PRKRA-AS1"	chr2	+	179291092	179295616	179291092	179291407	179295404	179295616
1981	"ENSG00000223960.7_7"	"PRKRA-AS1"	chr2	+	179291092	179295616	179291092	179291430	179295404	179295616
1982	"ENSG00000223960.7_7"	"PRKRA-AS1"	chr2	+	179291092	179295616	179291092	179291232	179295421	179295616
1985	"ENSG00000223960.7_7"	"PRKRA-AS1"	chr2	+	179291092	179295616	179291092	179291430	179295421	179295616
1998	"ENSG00000072778.20_3"	"ACADVL"	chr17	+	7123782	7123995	7123782	7123845	7123922	7123995
2023	"ENSG00000158864.12_3"	"NDUFS2"	chr1	+	161179900	161180500	161179900	161179978	161180380	161180500
2050	"ENSG00000127054.20_3"	"INTS11"	chr1	-	1247972	1248504	1247972	1248080	1248414	1248504
2099	"ENSG00000132781.17_6"	"MUTYH"	chr1	-	45798434	45798842	45798434	45798506	45798768	45798842
2122	"ENSG00000131591.17_7"	"C1orf159"	chr1	-	1017204	1019886	1017204	1018367	1019860	1019886
2139	"ENSG00000265241.6_4"	"RBM8A"	chr1	+	145508015	145508611	145508015	145508075	145508474	145508611
2222	"ENSG00000100299.18_3"	"ARSA"	chr22	-	51065018	51065834	51065018	51065188	51065593	51065834
2224	"ENSG00000171824.14_4"	"EXOSC10"	chr1	-	11136898	11137708	11136898	11137005	11137657	11137708
2229	"ENSG00000176444.19_3"	"CLK2"	chr1	-	155233740	155234341	155233740	155233831	155234258	155234341
2237	"ENSG00000143811.19_4"	"PYCR2"	chr1	-	226109557	226111471	226109557	226109779	226111400	226111471
2254	"ENSG00000143624.14_4"	"INTS3"	chr1	+	153719432	153721231	153719432	153719546	153721164	153721231
2262	"ENSG00000162772.17_6"	"ATF3"	chr1	+	212788363	212788603	212788363	212788402	212788493	212788603
2284	"ENSG00000232956.9_3"	"SNHG15"	chr7	-	45023420	45025696	45023420	45023556	45025619	45025696
2295	"ENSG00000142910.16_3"	"TINAGL1"	chr1	+	32048749	32050402	32048749	32048842	32050278	32050402
2299	"ENSG00000142910.16_3"	"TINAGL1"	chr1	+	32051040	32052356	32051040	32051086	32052310	32052356
2381	"ENSG00000131697.18_5"	"NPHP4"	chr1	-	5924397	5926518	5924397	5924577	5926432	5926518
2397	"ENSG00000145191.15_6"	"EIF2B5"	chr3	+	183860839	183862012	183860839	183860930	183861886	183862012
2418	"ENSG00000223745.8_7"	"CCDC18-AS1"	chr1	-	93803786	93804831	93803786	93803825	93804712	93804831
2437	"ENSG00000168763.16_3"	"CNNM3"	chr2	+	97493467	97494871	97493467	97493637	97494732	97494871
2438	"ENSG00000162777.17_4"	"DENND2D"	chr1	-	111738537	111740611	111738537	111738678	111740541	111740611
2468	"ENSG00000146063.20_3"	"TRIM41"	chr5	+	180661173	180662808	180661173	180661349	180662353	180662808
2474	"ENSG00000213145.9_3"	"CRIP1"	chr14	+	105952653	105954725	105952653	105953636	105954667	105954725
2491	"ENSG00000178761.15_4"	"FAM219B"	chr15	-	75192332	75195127	75192332	75192478	75194944	75195127
2509	"ENSG00000132424.16_5"	"PNISR"	chr6	-	99862447	99864304	99862447	99862562	99864224	99864304
2522	"ENSG00000142327.13_6"	"RNPEPL1"	chr2	+	241513191	241514045	241513191	241513308	241513931	241514045
2529	"ENSG00000104695.13_3"	"PPP2CB"	chr8	-	30643131	30643823	30643131	30643505	30643726	30643823
2593	"ENSG00000168291.13_4"	"PDHB"	chr3	-	58416383	58417520	58416383	58416669	58417457	58417520
2628	"ENSG00000164068.16_3"	"RNF123"	chr3	+	49737100	49737997	49737100	49737205	49737904	49737997
2638	"ENSG00000038358.15_4"	"EDC4"	chr16	+	67911411	67912178	67911411	67911559	67912068	67912178
2646	"ENSG00000178149.17_5"	"DALRD3"	chr3	-	49053236	49053773	49053236	49053305	49053590	49053773
2687	"ENSG00000214279.13_3"	"SCART1"	chr10	+	135270782	135272830	135270782	135271079	135272524	135272830
2730	"ENSG00000128708.13_3"	"HAT1"	chr2	+	172822307	172823470	172822307	172822429	172823363	172823470
2740	"ENSG00000168067.12_7"	"MAP4K2"	chr11	-	64559380	64559894	64559380	64559558	64559835	64559894
2749	"ENSG00000114626.18_5"	"ABTB1"	chr3	+	127395378	127396129	127395378	127395424	127396010	127396129
2779	"ENSG00000140983.14_4"	"RHOT2"	chr16	+	718487	718699	718487	718569	718658	718699
2788	"ENSG00000140983.14_4"	"RHOT2"	chr16	+	722253	722825	722253	722384	722702	722825
2808	"ENSG00000255717.7_3"	"SNHG1"	chr11	-	62620282	62621062	62620282	62620311	62621023	62621062
2811	"ENSG00000255717.7_3"	"SNHG1"	chr11	-	62620282	62622023	62620282	62620587	62621272	62622023
2814	"ENSG00000255717.7_3"	"SNHG1"	chr11	-	62620282	62622023	62620282	62621062	62621990	62622023
2816	"ENSG00000255717.7_3"	"SNHG1"	chr11	-	62621272	62622023	62621272	62621321	62621990	62622023
2819	"ENSG00000255717.7_3"	"SNHG1"	chr11	-	62620282	62622688	62620282	62621062	62622604	62622688
2820	"ENSG00000255717.7_3"	"SNHG1"	chr11	-	62621023	62622688	62621023	62621305	62622604	62622688
2823	"ENSG00000255717.7_3"	"SNHG1"	chr11	-	62621272	62623309	62621272	62621536	62622895	62623309
2824	"ENSG00000255717.7_3"	"SNHG1"	chr11	-	62621272	62623309	62621272	62622023	62622895	62623309
2849	"ENSG00000203879.12_3"	"GDI1"	chrX	+	153670457	153671812	153670457	153670602	153670866	153671812
2852	"ENSG00000130734.10_3"	"ATG4D"	chr19	+	10657514	10657929	10657514	10657751	10657864	10657929
2864	"ENSG00000143126.8_3"	"CELSR2"	chr1	+	109812554	109813661	109812554	109812755	109813548	109813661
2870	"ENSG00000064687.12_2"	"ABCA7"	chr19	+	1041508	1042175	1041508	1041602	1042062	1042175
2878	"ENSG00000009830.11_7"	"POMT2"	chr14	-	77745879	77746271	77745879	77745929	77746165	77746271
2900	"ENSG00000112739.17_3"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4060920	4061888	4062533
2901	"ENSG00000112739.17_3"	"PRPF4B"	chr6	+	4060646	4062533	4060646	4061381	4062446	4062533
2924	"ENSG00000111602.12_3"	"TIMELESS"	chr12	-	56814746	56815593	56814746	56814918	56815510	56815593
2968	"ENSG00000159377.11_3"	"PSMB4"	chr1	+	151372917	151373831	151372917	151373064	151373714	151373831
2971	"ENSG00000142733.17_6"	"MAP3K6"	chr1	-	27684201	27685102	27684201	27684367	27684909	27685102
2986	"ENSG00000174032.17_4"	"SLC25A30"	chr13	-	45967450	45973213	45967450	45970150	45973074	45973213
3018	"ENSG00000175455.15_6"	"CCDC14"	chr3	-	123674689	123675642	123674689	123674812	123675586	123675642
3019	"ENSG00000175455.15_6"	"CCDC14"	chr3	-	123674689	123675642	123674689	123674962	123675586	123675642
3024	"ENSG00000090621.14_5"	"PABPC4"	chr1	-	40026487	40027875	40026487	40026794	40027744	40027875
3038	"ENSG00000115446.11_2"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226105	99226502
3068	"ENSG00000105298.14_4"	"CACTIN"	chr19	-	3610642	3612411	3610642	3610964	3611901	3612411
3084	"ENSG00000143416.21_6"	"SELENBP1"	chr1	-	151337664	151338160	151337664	151337757	151338081	151338160
3113	"ENSG00000171346.16_5"	"KRT15"	chr17	-	39669997	39671944	39669997	39670372	39671723	39671944
3120	"ENSG00000100462.16_6"	"PRMT5"	chr14	-	23397334	23397824	23397334	23397425	23397705	23397824
3125	"ENSG00000169994.18_3"	"MYO7B"	chr2	+	128391750	128393482	128391750	128392258	128393296	128393482
3142	"ENSG00000174791.11_5"	"RIN1"	chr11	-	66101984	66103153	66101984	66102722	66103080	66103153
3145	"ENSG00000155363.18_2"	"MOV10"	chr1	+	113240908	113242432	113240908	113241100	113242306	113242432
3225	"ENSG00000149091.15_6"	"DGKZ"	chr11	+	46389551	46391559	46389551	46389629	46391490	46391559
3269	"ENSG00000188313.13_5"	"PLSCR1"	chr3	-	146239330	146239840	146239330	146239488	146239619	146239840
3305	"ENSG00000123143.12_4"	"PKN1"	chr19	+	14580152	14580800	14580152	14580329	14580723	14580800
3331	"ENSG00000068903.20_5"	"SIRT2"	chr19	-	39371460	39372131	39371460	39371537	39372071	39372131
3338	"ENSG00000114786.16_6"	"ABHD14A-ACY1"	chr3	+	52020430	52021077	52020430	52020520	52021003	52021077
3342	"ENSG00000114786.16_6"	"ABHD14A-ACY1"	chr3	+	52020620	52021469	52020620	52020677	52021324	52021469
3344	"ENSG00000114786.16_6"	"ABHD14A-ACY1"	chr3	+	52020620	52022619	52020620	52021077	52022539	52022619
3347	"ENSG00000159176.14_3"	"CSRP1"	chr1	-	201454410	201458112	201454410	201454504	201458000	201458112
3360	"ENSG00000089094.19_4"	"KDM2B"	chr12	-	121879959	121881596	121879959	121880639	121881482	121881596
3368	"ENSG00000147813.16_4"	"NAPRT"	chr8	-	144656954	144657515	144656954	144657070	144657360	144657515
3383	"ENSG00000088340.16_5"	"FER1L4"	chr20	-	34147281	34148405	34147281	34147394	34148306	34148405
3392	"ENSG00000163481.8_5"	"RNF25"	chr2	-	219532801	219533402	219532801	219532869	219533327	219533402
3429	"ENSG00000114388.13_3"	"NPRL2"	chr3	-	50387095	50387453	50387095	50387259	50387343	50387453
3449	"ENSG00000130414.12_5"	"NDUFA10"	chr2	-	240951033	240954277	240951033	240951077	240954155	240954277
3453	"ENSG00000114859.16_4"	"CLCN2"	chr3	-	184072691	184074882	184072691	184072761	184073481	184074882
3458	"ENSG00000196954.14_5"	"CASP4"	chr11	-	104817809	104820504	104817809	104817919	104820269	104820504
3460	"ENSG00000110844.13_4"	"PRPF40B"	chr12	+	50025642	50026663	50025642	50025708	50026637	50026663
3465	"ENSG00000146205.13_4"	"ANO7"	chr2	+	242162600	242163370	242162600	242162691	242163319	242163370
3494	"ENSG00000149532.15_6"	"CPSF7"	chr11	-	61183137	61183991	61183137	61183256	61183835	61183991
3518	"ENSG00000151208.17_4"	"DLG5"	chr10	-	79579078	79581859	79579078	79579223	79580839	79581859
3527	"ENSG00000182473.22_4"	"EXOC7"	chr17	-	74083734	74084643	74083734	74083801	74084544	74084643
3548	"ENSG00000162032.16_4"	"SPSB3"	chr16	-	1827747	1828613	1827747	1827873	1828134	1828613
3563	"ENSG00000178038.17_3"	"ALS2CL"	chr3	-	46716055	46717892	46716055	46716229	46717734	46717892
3583	"ENSG00000178467.18_4"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042479	49043150	49043300
3586	"ENSG00000178467.18_4"	"P4HTM"	chr3	+	49042293	49043300	49042293	49042603	49043209	49043300
3587	"ENSG00000178467.18_4"	"P4HTM"	chr3	+	49039932	49043620	49039932	49040029	49043496	49043620
3588	"ENSG00000068650.18_4"	"ATP11A"	chr13	+	113512131	113513766	113512131	113512234	113513706	113513766
3600	"ENSG00000131652.14_3"	"THOC6"	chr16	+	3075924	3076289	3075924	3075989	3076251	3076289
3648	"ENSG00000147454.14_3"	"SLC25A37"	chr8	+	23423620	23425891	23423620	23424326	23425771	23425891
3654	"ENSG00000184584.13_5"	"TMEM173"	chr5	-	138860374	138861289	138860374	138860483	138861062	138861289
3660	"ENSG00000131899.11_3"	"LLGL1"	chr17	+	18143891	18145313	18143891	18144187	18145198	18145313
3662	"ENSG00000051108.15_6"	"HERPUD1"	chr16	+	56973806	56974157	56973806	56974000	56974088	56974157
3704	"ENSG00000188130.14_4"	"MAPK12"	chr22	-	50694043	50694628	50694043	50694123	50694513	50694628
3707	"ENSG00000133816.15_6"	"MICAL2"	chr11	+	12281341	12285332	12281341	12281444	12285106	12285332
3735	"ENSG00000087085.15_6"	"ACHE"	chr7	-	100489954	100490439	100489954	100490175	100490307	100490439
3811	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145650100	145651155	145650100	145650202	145651065	145651155
3815	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145650328	145651591	145650328	145651155	145651562	145651591
3817	"ENSG00000160948.14_4"	"VPS28"	chr8	-	145651408	145652366	145651408	145651446	145652291	145652366
3822	"ENSG00000110330.8_4"	"BIRC2"	chr11	+	102219328	102221480	102219328	102219450	102220608	102221480
3824	"ENSG00000110330.8_4"	"BIRC2"	chr11	+	102219328	102221480	102219328	102219450	102220731	102221480
3832	"ENSG00000163728.11_6"	"TTC14"	chr3	+	180320911	180324160	180320911	180321111	180324040	180324160
3856	"ENSG00000090539.15_4"	"CHRD"	chr3	+	184103833	184104726	184103833	184103947	184104632	184104726
3900	"ENSG00000140365.15_3"	"COMMD4"	chr15	+	75630986	75632219	75630986	75631026	75632042	75632219
3901	"ENSG00000140365.15_3"	"COMMD4"	chr15	+	75631325	75632219	75631325	75631445	75632042	75632219
3927	"ENSG00000141959.17_2"	"PFKL"	chr21	+	45744738	45745943	45744738	45744800	45745843	45745943
3935	"ENSG00000127837.9_2"	"AAMP"	chr2	-	219130301	219131310	219130301	219130405	219131165	219131310
3936	"ENSG00000127837.9_2"	"AAMP"	chr2	-	219130301	219131310	219130301	219130669	219131165	219131310
3937	"ENSG00000053900.10_2"	"ANAPC4"	chr4	+	25415266	25416126	25415266	25415364	25416087	25416126
3938	"ENSG00000053900.10_2"	"ANAPC4"	chr4	+	25417087	25419361	25417087	25417162	25419237	25419361
3939	"ENSG00000160695.14_2"	"VPS11"	chr11	+	118948882	118949707	118948882	118949044	118949504	118949707
3958	"ENSG00000225697.13_5"	"SLC26A6"	chr3	-	48664308	48665974	48664308	48664485	48665866	48665974
3960	"ENSG00000225697.13_5"	"SLC26A6"	chr3	-	48668425	48670517	48668425	48668573	48670406	48670517
3965	"ENSG00000167861.16_3"	"HID1"	chr17	-	72959059	72960727	72959059	72959176	72960577	72960727
3980	"ENSG00000215788.10_6"	"TNFRSF25"	chr1	-	6522922	6523207	6522922	6523016	6523124	6523207
3984	"ENSG00000215788.10_6"	"TNFRSF25"	chr1	-	6522922	6524779	6522922	6523187	6524611	6524779
3990	"ENSG00000198198.16_7"	"SZT2"	chr1	+	43911849	43912839	43911849	43911930	43912625	43912839
4005	"ENSG00000188603.19_6"	"CLN3"	chr16	-	28493425	28493993	28493425	28493703	28493946	28493993
4052	"ENSG00000168090.10_3"	"COPS6"	chr7	+	99688214	99688775	99688214	99688277	99688660	99688775
4127	"ENSG00000005884.18_3"	"ITGA3"	chr17	+	48153947	48154811	48153947	48154045	48154742	48154811
4131	"ENSG00000122952.17_5"	"ZWINT"	chr10	-	58119447	58120144	58119447	58119614	58120053	58120144
4142	"ENSG00000096746.17_2"	"HNRNPH3"	chr10	+	70100930	70101608	70100930	70101066	70101515	70101608
4169	"ENSG00000179532.12_5"	"DNHD1"	chr11	+	6519000	6520191	6519000	6519074	6519952	6520191
4172	"ENSG00000179532.12_5"	"DNHD1"	chr11	+	6586924	6587995	6586924	6587221	6587816	6587995
4174	"ENSG00000179532.12_5"	"DNHD1"	chr11	+	6591238	6592653	6591238	6591330	6591847	6592653
4176	"ENSG00000179532.12_5"	"DNHD1"	chr11	+	6591238	6593257	6591238	6591626	6592865	6593257
4211	"ENSG00000184056.14_3"	"VPS33B"	chr15	-	91549601	91550276	91549601	91549675	91550179	91550276
4225	"ENSG00000169045.17_5"	"HNRNPH1"	chr5	-	179043126	179044111	179043126	179043219	179044051	179044111
4267	"ENSG00000203780.10_5"	"FANK1"	chr10	+	127697622	127698159	127697622	127697700	127697941	127698159
4283	"ENSG00000185627.18_4"	"PSMD13"	chr11	+	244040	244469	244040	244075	244425	244469
4287	"ENSG00000185101.13_3"	"ANO9"	chr11	-	419581	420860	419581	419729	420717	420860
4289	"ENSG00000185101.13_3"	"ANO9"	chr11	-	429569	430179	429569	429652	430082	430179
4306	"ENSG00000214944.9_4"	"ARHGEF28"	chr5	+	73193786	73200085	73193786	73193918	73200046	73200085
4319	"ENSG00000140854.13_4"	"KATNB1"	chr16	+	57770889	57771195	57770889	57770979	57771137	57771195
4354	"ENSG00000166340.17_5"	"TPP1"	chr11	-	6636672	6638090	6636672	6636793	6637545	6638090
4366	"ENSG00000166394.15_3"	"CYB5R2"	chr11	-	7689708	7693754	7689708	7689792	7693681	7693754
4414	"ENSG00000157353.17_4"	"FCSK"	chr16	+	70500784	70501869	70500784	70500857	70501788	70501869
4419	"ENSG00000151967.18_4"	"SCHIP1"	chr3	+	159603995	159606732	159603995	159604113	159606608	159606732
4463	"ENSG00000221968.9_6"	"FADS3"	chr11	-	61643830	61645687	61643830	61644435	61645626	61645687
4467	"ENSG00000162191.13_5"	"UBXN1"	chr11	-	62443969	62445304	62443969	62444477	62445252	62445304
4482	"ENSG00000188878.19_5"	"FBF1"	chr17	-	73910202	73911013	73910202	73910373	73910827	73911013
4486	"ENSG00000188878.19_5"	"FBF1"	chr17	-	73910202	73911013	73910202	73910376	73910910	73911013
4491	"ENSG00000149743.14_4"	"TRPT1"	chr11	-	63991756	63992189	63991756	63991813	63992125	63992189
4532	"ENSG00000172732.12_4"	"MUS81"	chr11	+	65632190	65632794	65632190	65632286	65632690	65632794
4541	"ENSG00000174744.14_5"	"BRMS1"	chr11	-	66108244	66108804	66108244	66108341	66108676	66108804
4558	"ENSG00000084207.17_4"	"GSTP1"	chr11	+	67351604	67352712	67351604	67351640	67352608	67352712
4560	"ENSG00000102977.16_6"	"ACD"	chr16	-	67692830	67693516	67692830	67692982	67693439	67693516
4586	"ENSG00000168010.11_4"	"ATG16L2"	chr11	+	72533522	72534842	72533522	72533588	72534810	72534842
4587	"ENSG00000168010.11_4"	"ATG16L2"	chr11	+	72533522	72535887	72533522	72533588	72535778	72535887
4589	"ENSG00000168010.11_4"	"ATG16L2"	chr11	+	72537562	72538338	72537562	72537634	72538232	72538338
4621	"ENSG00000122877.16_5"	"EGR2"	chr10	-	64575620	64576126	64575620	64575729	64576012	64576126
4638	"ENSG00000110172.12_3"	"CHORDC1"	chr11	-	89943703	89947343	89943703	89943762	89947185	89947343
4648	"ENSG00000149925.20_7"	"ALDOA"	chr16	+	30078770	30080299	30078770	30078982	30080138	30080299
4650	"ENSG00000265972.5_2"	"TXNIP"	chr1	+	145440037	145440788	145440037	145440140	145440631	145440788
4655	"ENSG00000109846.8_4"	"CRYAB"	chr11	-	111779346	111782646	111779346	111779691	111782247	111782646
4660	"ENSG00000133460.19_4"	"SLC2A11"	chr22	+	24225958	24226616	24225958	24226060	24226488	24226616
4663	"ENSG00000197580.11_4"	"BCO2"	chr11	+	112064196	112065478	112064196	112064420	112065375	112065478
4684	"ENSG00000137700.18_8"	"SLC37A4"	chr11	-	118895900	118897805	118895900	118896039	118897646	118897805
4693	"ENSG00000256269.10_7"	"HMBS"	chr11	+	118959344	118959841	118959344	118959558	118959809	118959841
4714	"ENSG00000109971.14_7"	"HSPA8"	chr11	-	122928959	122929969	122928959	122929192	122929766	122929969
4719	"ENSG00000105677.12_3"	"TMEM147"	chr19	+	36037573	36038142	36037573	36037710	36038020	36038142
