ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
95	"ENSG00000173611.17_5"	"SCAI"	chr9	-	127733949	127734123	127733949	127734041	127737525	127737668
100	"ENSG00000148187.18_4"	"MRRF"	chr9	+	125033142	125033354	125033231	125033354	125027740	125027824
103	"ENSG00000159352.15_4"	"PSMD4"	chr1	+	151237307	151237710	151237641	151237710	151234636	151234777
104	"ENSG00000159352.15_4"	"PSMD4"	chr1	+	151237307	151237710	151237641	151237710	151236389	151236504
105	"ENSG00000159352.15_4"	"PSMD4"	chr1	+	151238479	151238915	151238783	151238915	151237869	151238085
107	"ENSG00000226752.9_5"	"CUTALP"	chr9	+	123609524	123609631	123609571	123609631	123608959	123609081
113	"ENSG00000157657.14_4"	"ZNF618"	chr9	+	116794924	116795008	116794927	116795008	116778974	116779064
116	"ENSG00000138835.22_4"	"RGS3"	chr9	+	116344296	116344522	116344351	116344522	116299075	116299198
138	"ENSG00000106701.12_5"	"FSD1L"	chr9	+	108226516	108226612	108226520	108226612	108223800	108223896
141	"ENSG00000173486.13_3"	"FKBP2"	chr11	+	64010670	64010969	64010922	64010969	64009855	64010030
145	"ENSG00000125912.11_4"	"NCLN"	chr19	+	3206259	3206423	3206262	3206423	3205936	3206024
148	"ENSG00000165138.18_3"	"ANKS6"	chr9	-	101518701	101518888	101518701	101518885	101533177	101533328
149	"ENSG00000165138.18_3"	"ANKS6"	chr9	-	101518701	101518888	101518701	101518885	101536158	101536362
154	"ENSG00000115207.13_4"	"GTF3C2"	chr2	-	27550903	27551056	27550903	27551055	27551271	27551463
155	"ENSG00000081377.16_4"	"CDC14B"	chr9	-	99327674	99327765	99327674	99327737	99329049	99329536
156	"ENSG00000081377.16_4"	"CDC14B"	chr9	-	99327674	99327765	99327674	99327737	99381500	99382112
157	"ENSG00000081377.16_4"	"CDC14B"	chr9	-	99327674	99327794	99327674	99327737	99381500	99382112
158	"ENSG00000081377.16_4"	"CDC14B"	chr9	-	99327674	99327794	99327674	99327765	99381500	99382112
161	"ENSG00000285269.2_2"	"AL160269.1"	chr9	-	99012191	99012767	99012191	99012334	99013699	99013767
163	"ENSG00000188938.17_6"	"FAM120AOS"	chr9	-	96212760	96212881	96212760	96212869	96213369	96213870
164	"ENSG00000188938.17_6"	"FAM120AOS"	chr9	-	96212760	96212881	96212760	96212869	96215021	96215539
168	"ENSG00000105388.15_3"	"CEACAM5"	chr19	+	42221373	42221652	42221376	42221652	42213598	42213958
177	"ENSG00000198715.13_7"	"GLMP"	chr1	-	156264155	156264356	156264155	156264316	156264466	156264549
184	"ENSG00000197757.8_5"	"HOXC6"	chr12	+	54422359	54422705	54422479	54422705	54409680	54411198
191	"ENSG00000166896.8_4"	"ATP23"	chr12	+	58345540	58345678	58345544	58345678	58340777	58340859
194	"ENSG00000204713.11_3"	"TRIM27"	chr6	-	28870778	28876617	28870778	28872442	28876749	28876865
195	"ENSG00000204713.11_3"	"TRIM27"	chr6	-	28870778	28876617	28870778	28872442	28879472	28879495
214	"ENSG00000151090.19_7"	"THRB"	chr3	-	24338716	24338862	24338716	24338814	24359848	24359985
215	"ENSG00000151090.19_7"	"THRB"	chr3	-	24338716	24338862	24338716	24338814	24378790	24378862
216	"ENSG00000274349.4_2"	"ZNF658"	chr9	-	40784476	40784603	40784476	40784585	40789264	40789480
217	"ENSG00000274349.4_2"	"ZNF658"	chr9	-	40789264	40789480	40789264	40789323	40789783	40789932
218	"ENSG00000274349.4_2"	"ZNF658"	chr9	-	40789264	40789480	40789264	40789323	40791761	40792028
219	"ENSG00000274349.4_2"	"ZNF658"	chr9	-	40784476	40784603	40784476	40784585	40792004	40792104
221	"ENSG00000283486.2_5"	"FAM95C"	chr9	-	38542308	38543052	38542308	38542586	38543235	38543360
222	"ENSG00000283486.2_5"	"FAM95C"	chr9	-	38542308	38543153	38542308	38542586	38543235	38543360
226	"ENSG00000169733.12_4"	"RFNG"	chr17	-	80007552	80008431	80007552	80007882	80008537	80008640
234	"ENSG00000171169.9_3"	"NAIF1"	chr9	-	130823511	130826179	130823511	130824105	130828869	130829599
240	"ENSG00000074800.16_7"	"ENO1"	chr1	-	8934882	8934976	8934882	8934973	8938638	8939151
241	"ENSG00000125630.15_2"	"POLR1B"	chr2	+	113304588	113304756	113304659	113304756	113303407	113303499
242	"ENSG00000186566.13_4"	"GPATCH8"	chr17	-	42544464	42544570	42544464	42544482	42551092	42551127
245	"ENSG00000111077.17_2"	"TNS2"	chr12	+	53456403	53457041	53456872	53457041	53456159	53456237
246	"ENSG00000183742.12_3"	"MACC1"	chr7	-	20210336	20210404	20210336	20210401	20224611	20224701
247	"ENSG00000183742.12_3"	"MACC1"	chr7	-	20210336	20210404	20210336	20210401	20238147	20238293
250	"ENSG00000166181.13_5"	"API5"	chr11	+	43363977	43366079	43363982	43366079	43344979	43345186
260	"ENSG00000173068.18_6"	"BNC2"	chr9	-	16418540	16419647	16418540	16419641	16435035	16435097
262	"ENSG00000172262.11_4"	"ZNF131"	chr5	+	43122140	43122279	43122145	43122279	43121021	43121225
263	"ENSG00000172262.11_4"	"ZNF131"	chr5	+	43161350	43162033	43161810	43162033	43123310	43123352
265	"ENSG00000124228.14_6"	"DDX27"	chr20	+	47860165	47860614	47860352	47860614	47859130	47859218
267	"ENSG00000153707.17_6"	"PTPRD"	chr9	-	8485226	8485327	8485226	8485324	8485761	8486349
274	"ENSG00000111665.11_2"	"CDCA3"	chr12	-	6958728	6959022	6958728	6958947	6959996	6960173
275	"ENSG00000120158.12_3"	"RCL1"	chr9	+	4841201	4841357	4841204	4841357	4793086	4793227
276	"ENSG00000120158.12_3"	"RCL1"	chr9	+	4841201	4841357	4841204	4841357	4833153	4833228
277	"ENSG00000120158.12_3"	"RCL1"	chr9	+	4841204	4841357	4841231	4841357	4834140	4834265
279	"ENSG00000197043.14_3"	"ANXA6"	chr5	-	150518238	150519008	150518238	150518352	150527444	150527487
288	"ENSG00000185122.11_4"	"HSF1"	chr8	+	145532591	145532700	145532593	145532700	145516261	145516330
295	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144662675	144662897	144662675	144662802	144663398	144663498
296	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144662675	144662897	144662675	144662802	144668388	144668460
297	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144663223	144663498	144663223	144663324	144668388	144668460
299	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144662675	144662897	144662675	144662802	144668898	144669022
300	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144671160	144672630
302	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144674884	144675112
303	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144672814	144672908	144672814	144672905	144674884	144675112
304	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144676044	144676241
305	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144674884	144675112	144674884	144675063	144676044	144676241
307	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144674816	144674967	144674816	144674830	144676062	144676241
308	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144674816	144675063	144674816	144674830	144676062	144676241
309	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144674816	144675063	144674816	144674967	144676062	144676241
310	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144678257	144678924
311	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144674884	144675112	144674884	144675063	144678257	144678924
312	"ENSG00000104529.17_7"	"EEF1D"	chr8	-	144668898	144669022	144668898	144669019	144679048	144679558
319	"ENSG00000104518.11_5"	"GSDMD"	chr8	+	144640531	144640621	144640547	144640621	144637228	144637366
326	"ENSG00000128739.22_7"	"SNRPN"	chr15	+	25219457	25219603	25219533	25219603	25207260	25207356
327	"ENSG00000128739.22_7"	"SNRPN"	chr15	+	25219457	25219603	25219544	25219603	25207260	25207356
328	"ENSG00000128739.22_7"	"SNRPN"	chr15	+	25219533	25219603	25219544	25219603	25207260	25207356
342	"ENSG00000153310.19_5"	"FAM49B"	chr8	-	130861488	130864524	130861488	130861615	130915557	130915596
343	"ENSG00000260238.6_3"	"PMF1-BGLAP"	chr1	+	156206078	156206274	156206139	156206274	156202110	156202216
354	"ENSG00000270181.3_7"	"BIVM-ERCC5"	chr13	+	103459495	103460095	103459633	103460095	103457656	103457740
355	"ENSG00000117143.13_5"	"UAP1"	chr1	+	162562521	162562572	162562524	162562572	162558482	162558623
357	"ENSG00000136986.10_3"	"DERL1"	chr8	-	124026388	124031545	124026388	124027825	124033686	124033739
360	"ENSG00000153885.14_4"	"KCTD15"	chr19	+	34289572	34289671	34289575	34289671	34286837	34287008
361	"ENSG00000153885.14_4"	"KCTD15"	chr19	+	34289572	34289671	34289575	34289671	34287358	34287430
363	"ENSG00000153885.14_4"	"KCTD15"	chr19	+	34289572	34289671	34289575	34289671	34289241	34289295
366	"ENSG00000120533.13_4"	"ENY2"	chr8	+	110348356	110348433	110348361	110348433	110346605	110346703
377	"ENSG00000156482.11_3"	"RPL30"	chr8	-	99054872	99055003	99054872	99054946	99057054	99057316
379	"ENSG00000156482.11_3"	"RPL30"	chr8	-	99054872	99055003	99054872	99054946	99057574	99057627
381	"ENSG00000132561.14_6"	"MATN2"	chr8	+	99045269	99045404	99045326	99045404	99042689	99042842
390	"ENSG00000164941.13_5"	"INTS8"	chr8	+	95850690	95850846	95850721	95850846	95844219	95844402
393	"ENSG00000089356.18_5"	"FXYD3"	chr19	+	35613668	35613858	35613821	35613858	35612125	35612149
396	"ENSG00000205133.11_5"	"TRIQK"	chr8	-	93904216	93904302	93904216	93904294	93929156	93929238
402	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66133596	66133702	66133596	66133662	66134934	66135019
403	"ENSG00000174669.12_3"	"SLC29A2"	chr11	-	66133596	66133702	66133596	66133662	66135242	66135340
405	"ENSG00000104327.7_4"	"CALB1"	chr8	-	91094253	91094616	91094253	91094330	91105625	91105903
406	"ENSG00000104327.7_4"	"CALB1"	chr8	-	91094253	91094616	91094253	91094330	91107516	91107703
407	"ENSG00000188610.8"	"FAM72B"	chr1	+	120839853	120839985	120839969	120839985	120839006	120839248
410	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89383340	89383486	89383340	89383483	89386383	89386764
411	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89383340	89383486	89383340	89383483	89406277	89406378
412	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89383340	89383486	89383340	89383483	89410090	89410231
413	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89383340	89383486	89383340	89383483	89427902	89428085
415	"ENSG00000167522.16_7"	"ANKRD11"	chr16	-	89383340	89383486	89383340	89383483	89556652	89556727
424	"ENSG00000104231.11_6"	"ZFAND1"	chr8	-	82615203	82615338	82615203	82615322	82621022	82621064
425	"ENSG00000104231.11_6"	"ZFAND1"	chr8	-	82615203	82615359	82615203	82615322	82621022	82621064
426	"ENSG00000104231.11_6"	"ZFAND1"	chr8	-	82615203	82615359	82615203	82615338	82621022	82621064
428	"ENSG00000104231.11_6"	"ZFAND1"	chr8	-	82615203	82615359	82615203	82615322	82627038	82627349
429	"ENSG00000104231.11_6"	"ZFAND1"	chr8	-	82627038	82627349	82627038	82627130	82630416	82630459
432	"ENSG00000187959.9_5"	"CPSF4L"	chr17	-	71248768	71248865	71248768	71248862	71253819	71253972
436	"ENSG00000105701.16_6"	"FKBP8"	chr19	-	18649025	18649246	18649025	18649243	18652488	18652805
439	"ENSG00000255036.6_8"	"STRA6LP"	chr9	+	100111372	100111573	100111392	100111573	100109595	100109948
446	"ENSG00000181085.15_3"	"MAPK15"	chr8	+	144802399	144803010	144802872	144803010	144801512	144801652
449	"ENSG00000072609.17_4"	"CHFR"	chr12	-	133428203	133428323	133428203	133428320	133433053	133433216
458	"ENSG00000105618.14_4"	"PRPF31"	chr19	+	54632431	54632745	54632646	54632745	54631447	54631575
459	"ENSG00000225241.3"	"RP11-640M9.2"	chr1	+	144604409	144604508	144604477	144604508	144593906	144593936
462	"ENSG00000020256.20_4"	"ZFP64"	chr20	-	50803370	50803610	50803370	50803604	50820734	50820847
469	"ENSG00000108846.16_3"	"ABCC3"	chr17	+	48736542	48736729	48736597	48736729	48735795	48735907
472	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582240	145582318
473	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582252	145582443
474	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582252	145582560
475	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582255	145582270
476	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145582843	145583083	145582847	145583083	145582671	145582725
478	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145583282	145584153	145583831	145584153	145582843	145583083
479	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145583774	145584153	145583831	145584153	145582843	145583083
480	"ENSG00000185803.10_6"	"SLC52A2"	chr8	+	145583774	145584153	145583831	145584153	145583282	145583407
483	"ENSG00000170791.17_4"	"CHCHD7"	chr8	+	57128947	57129090	57128991	57129090	57124347	57124396
508	"ENSG00000214114.9_4"	"MYCBP"	chr1	-	39332551	39332681	39332551	39332671	39338689	39338762
513	"ENSG00000187266.14_4"	"EPOR"	chr19	-	11491731	11491989	11491731	11491885	11492605	11492781
518	"ENSG00000143845.15_5"	"ETNK2"	chr1	-	204103642	204103822	204103642	204103716	204109162	204109246
524	"ENSG00000284770.2_3"	"TBCE"	chr1	+	235582731	235582876	235582787	235582876	235577747	235577784
526	"ENSG00000284770.2_3"	"TBCE"	chr1	+	235599700	235599923	235599858	235599923	235599059	235599155
529	"ENSG00000163584.18_3"	"RPL22L1"	chr3	-	170586086	170586179	170586086	170586176	170587753	170587822
533	"ENSG00000119318.13_4"	"RAD23B"	chr9	+	110091823	110094470	110093949	110094470	110087114	110087285
537	"ENSG00000047056.15_3"	"WDR37"	chr10	+	1149538	1149776	1149541	1149776	1142109	1142186
538	"ENSG00000186918.14_5"	"ZNF395"	chr8	-	28218401	28218699	28218401	28218659	28242596	28242914
539	"ENSG00000186918.14_5"	"ZNF395"	chr8	-	28232778	28232899	28232778	28232895	28242596	28242914
542	"ENSG00000141527.18_6"	"CARD14"	chr17	+	78152306	78152454	78152324	78152454	78143865	78143935
543	"ENSG00000141527.18_6"	"CARD14"	chr17	+	78152306	78152454	78152324	78152454	78144250	78144283
547	"ENSG00000141527.18_6"	"CARD14"	chr17	+	78178816	78179004	78178833	78179004	78178025	78178140
549	"ENSG00000120885.21_4"	"CLU"	chr8	-	27455976	27457526	27455976	27456152	27461807	27461912
552	"ENSG00000248712.7_2"	"CCDC153"	chr11	-	119063860	119064595	119063860	119063953	119065632	119065704
555	"ENSG00000120889.13_3"	"TNFRSF10B"	chr8	-	22885843	22886115	22885843	22885954	22887122	22887234
559	"ENSG00000092199.17_7"	"HNRNPC"	chr14	-	21681118	21681276	21681118	21681203	21699116	21699231
562	"ENSG00000143621.17_3"	"ILF2"	chr1	-	153635494	153635752	153635494	153635609	153636518	153636606
565	"ENSG00000164062.13_4"	"APEH"	chr3	+	49717973	49718062	49717982	49718062	49717025	49717077
568	"ENSG00000133028.12_4"	"SCO1"	chr17	-	10599057	10599151	10599057	10599148	10601256	10601692
585	"ENSG00000173992.9_4"	"CCS"	chr11	+	66366586	66367107	66366929	66367107	66361112	66361185
588	"ENSG00000141522.12_3"	"ARHGDIA"	chr17	-	79827205	79827501	79827205	79827282	79827616	79827833
610	"ENSG00000215374.6_5"	"FAM66B"	chr8	-	7182658	7182937	7182658	7182720	7206604	7206668
611	"ENSG00000101187.16_3"	"SLCO4A1"	chr20	+	61299096	61299262	61299221	61299262	61296285	61296440
612	"ENSG00000101187.16_3"	"SLCO4A1"	chr20	+	61299096	61299262	61299221	61299262	61297766	61297927
620	"ENSG00000146918.19_3"	"NCAPG2"	chr7	-	158447809	158448147	158447809	158447950	158448951	158449125
622	"ENSG00000105993.15_6"	"DNAJB6"	chr7	+	157163457	157163562	157163483	157163562	157162053	157162169
623	"ENSG00000181135.16_7"	"ZNF707"	chr8	+	144770831	144771471	144771373	144771471	144766925	144767237
625	"ENSG00000181135.16_7"	"ZNF707"	chr8	+	144773068	144773369	144773242	144773369	144772226	144772293
626	"ENSG00000181135.16_7"	"ZNF707"	chr8	+	144773766	144773883	144773769	144773883	144773242	144773369
627	"ENSG00000181135.16_7"	"ZNF707"	chr8	+	144773766	144773883	144773779	144773883	144773242	144773369
630	"ENSG00000181135.16_7"	"ZNF707"	chr8	+	144773766	144773883	144773779	144773883	144773242	144773402
631	"ENSG00000181135.16_7"	"ZNF707"	chr8	+	144773769	144773883	144773779	144773883	144773242	144773402
635	"ENSG00000106617.14_6"	"PRKAG2"	chr7	-	151292430	151292540	151292430	151292537	151303179	151303269
636	"ENSG00000106617.14_6"	"PRKAG2"	chr7	-	151292430	151292540	151292430	151292537	151328723	151328971
645	"ENSG00000055130.17_4"	"CUL1"	chr7	+	148463652	148463815	148463656	148463815	148457424	148457588
649	"ENSG00000197993.9_6"	"KEL"	chr7	-	142639961	142640131	142639961	142640034	142640572	142640683
651	"ENSG00000115274.15_5"	"INO80B"	chr2	+	74682517	74682725	74682532	74682725	74682235	74682423
662	"ENSG00000157764.13_6"	"BRAF"	chr7	-	140534408	140534672	140534408	140534503	140624365	140624503
668	"ENSG00000147604.14_3"	"RPL7"	chr8	-	74204923	74205032	74204923	74205030	74206100	74206673
670	"ENSG00000092758.18_7"	"COL9A3"	chr20	+	61467538	61467884	61467829	61467884	61467272	61467305
680	"ENSG00000233559.2_5"	"LINC00513"	chr7	+	130599720	130599861	130599722	130599861	130598266	130598384
683	"ENSG00000082269.16_4"	"FAM135A"	chr6	+	71185112	71185252	71185161	71185252	71162194	71162274
685	"ENSG00000082269.16_4"	"FAM135A"	chr6	+	71234045	71236401	71234633	71236401	71232215	71232289
687	"ENSG00000106459.15_4"	"NRF1"	chr7	+	129297182	129297414	129297185	129297414	129269918	129270009
688	"ENSG00000106459.15_4"	"NRF1"	chr7	+	129297182	129297414	129297185	129297414	129281565	129281663
690	"ENSG00000158467.16_3"	"AHCYL2"	chr7	+	129019478	129019590	129019481	129019590	129017378	129017464
694	"ENSG00000106348.18_7"	"IMPDH1"	chr7	-	128040386	128040593	128040386	128040590	128041068	128041170
699	"ENSG00000225383.8_7"	"SFTA1P"	chr10	-	10828607	10828718	10828607	10828698	10830956	10831044
707	"ENSG00000168890.14_5"	"TMEM150A"	chr2	-	85828143	85828605	85828143	85828230	85829006	85829187
724	"ENSG00000197114.11_4"	"ZGPAT"	chr20	+	62365996	62366176	62366056	62366176	62364938	62365064
726	"ENSG00000109111.15_4"	"SUPT6H"	chr17	+	27027363	27028146	27027958	27028146	27027190	27027268
729	"ENSG00000091140.14_3"	"DLD"	chr7	+	107545307	107545503	107545402	107545503	107545107	107545191
733	"ENSG00000129347.20_3"	"KRI1"	chr19	-	10668227	10668571	10668227	10668358	10668647	10668736
746	"ENSG00000106397.12_6"	"PLOD3"	chr7	-	100856122	100856485	100856122	100856224	100858369	100858433
747	"ENSG00000106397.12_6"	"PLOD3"	chr7	-	100856122	100856485	100856122	100856224	100859188	100859301
754	"ENSG00000197037.11_5"	"ZSCAN25"	chr7	+	99217183	99219197	99218995	99219197	99214568	99214639
755	"ENSG00000197037.11_5"	"ZSCAN25"	chr7	+	99217183	99219197	99218995	99219197	99216147	99216274
756	"ENSG00000197343.11_8"	"ZNF655"	chr7	+	99159510	99160117	99159990	99160117	99158155	99158318
760	"ENSG00000106245.11_3"	"BUD31"	chr7	+	99007656	99007792	99007659	99007792	99006707	99006868
766	"ENSG00000105854.13_6"	"PON2"	chr7	-	95035430	95035584	95035430	95035559	95039212	95039413
769	"ENSG00000105854.13_6"	"PON2"	chr7	-	95041623	95041789	95041623	95041773	95045553	95045609
772	"ENSG00000164924.18_7"	"YWHAZ"	chr8	-	101960823	101961128	101960823	101960960	101963413	101963504
773	"ENSG00000164924.18_7"	"YWHAZ"	chr8	-	101960823	101961128	101960823	101960960	101963462	101963677
774	"ENSG00000164924.18_7"	"YWHAZ"	chr8	-	101960823	101961128	101960823	101960960	101964156	101964847
775	"ENSG00000177409.12_4"	"SAMD9L"	chr7	-	92774697	92775353	92774697	92774845	92776195	92776459
787	"ENSG00000153956.16_4"	"CACNA2D1"	chr7	-	81626494	81626566	81626494	81626551	81634738	81634813
789	"ENSG00000116754.13_2"	"SRSF11"	chr1	+	70715613	70715730	70715634	70715730	70712799	70712832
795	"ENSG00000158062.20_4"	"UBXN11"	chr1	-	26610852	26612032	26610852	26610973	26612313	26612528
801	"ENSG00000205485.13_5"	"AC004980.1"	chr7	+	76180736	76180839	76180780	76180839	76178677	76179178
804	"ENSG00000168036.18_6"	"CTNNB1"	chr3	+	41281150	41281395	41281309	41281395	41278078	41278200
805	"ENSG00000168036.18_6"	"CTNNB1"	chr3	+	41280624	41281391	41281150	41281391	41279506	41279567
809	"ENSG00000189077.11_4"	"TMEM120A"	chr7	-	75616677	75616746	75616677	75616737	75616855	75616920
811	"ENSG00000189077.11_4"	"TMEM120A"	chr7	-	75617400	75617659	75617400	75617466	75617738	75617834
822	"ENSG00000105355.9_5"	"PLIN3"	chr19	-	4852027	4852313	4852027	4852277	4861340	4861423
827	"ENSG00000009950.16_5"	"MLXIPL"	chr7	-	73020239	73020441	73020239	73020255	73021303	73021450
828	"ENSG00000034677.13_4"	"RNF19A"	chr8	-	101315387	101315629	101315387	101315593	101325518	101325600
841	"ENSG00000070087.14_4"	"PFN2"	chr3	-	149686144	149686337	149686144	149686312	149688140	149688188
842	"ENSG00000070087.14_4"	"PFN2"	chr3	-	149686144	149686330	149686144	149686312	149688838	149689010
843	"ENSG00000070087.14_4"	"PFN2"	chr3	-	149686144	149686337	149686144	149686312	149688838	149689010
844	"ENSG00000070087.14_4"	"PFN2"	chr3	-	149686144	149686337	149686144	149686330	149688838	149689010
852	"ENSG00000164934.14_5"	"DCAF13"	chr8	+	104439324	104442917	104442839	104442917	104433202	104433310
853	"ENSG00000164934.14_5"	"DCAF13"	chr8	+	104439324	104442917	104442839	104442917	104438283	104438373
859	"ENSG00000109736.15_4"	"MFSD10"	chr4	-	2934077	2934239	2934077	2934136	2934832	2934936
863	"ENSG00000175193.13_6"	"PARL"	chr3	-	183560085	183560235	183560085	183560172	183580540	183580589
865	"ENSG00000169398.19_6"	"PTK2"	chr8	-	141900641	141900868	141900641	141900702	141935660	141935848
866	"ENSG00000169398.19_6"	"PTK2"	chr8	-	141900641	141900868	141900641	141900702	141935759	141935848
872	"ENSG00000106628.10_4"	"POLD2"	chr7	-	44161432	44161881	44161432	44161794	44162485	44163095
873	"ENSG00000106628.10_4"	"POLD2"	chr7	-	44161432	44161881	44161432	44161794	44162777	44163107
874	"ENSG00000106628.10_4"	"POLD2"	chr7	-	44161432	44161794	44161432	44161708	44163109	44163158
875	"ENSG00000106628.10_4"	"POLD2"	chr7	-	44161432	44161794	44161432	44161708	44163211	44163267
876	"ENSG00000106628.10_4"	"POLD2"	chr7	-	44161432	44161881	44161432	44161708	44163211	44163267
877	"ENSG00000106628.10_4"	"POLD2"	chr7	-	44161432	44161881	44161432	44161794	44163211	44163267
879	"ENSG00000180902.18_5"	"D2HGDH"	chr2	+	242688708	242688814	242688713	242688814	242688250	242688357
880	"ENSG00000180902.18_5"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242689565	242689709
881	"ENSG00000180902.18_5"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242690660	242690803
882	"ENSG00000180902.18_5"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242694045	242694161
885	"ENSG00000136279.20_5"	"DBNL"	chr7	+	44098030	44098582	44098500	44098582	44097727	44097879
897	"ENSG00000232931.6_6"	"LINC00342"	chr2	-	96479063	96479284	96479063	96479281	96479656	96479705
899	"ENSG00000012171.19_4"	"SEMA3B"	chr3	+	50311343	50311488	50311346	50311488	50310965	50311077
911	"ENSG00000136193.17_4"	"SCRN1"	chr7	-	30008524	30008684	30008524	30008629	30029257	30029417
912	"ENSG00000204120.14_6"	"GIGYF2"	chr2	+	233625189	233625301	233625193	233625301	233613696	233613792
913	"ENSG00000204120.14_6"	"GIGYF2"	chr2	+	233625189	233625301	233625193	233625301	233620932	233621044
915	"ENSG00000204120.14_6"	"GIGYF2"	chr2	+	233655717	233655880	233655721	233655880	233655407	233655456
923	"ENSG00000121022.14_5"	"COPS5"	chr8	-	67955316	67958195	67955316	67955552	67963464	67963576
928	"ENSG00000166169.17_5"	"POLL"	chr10	-	103347002	103347163	103347002	103347139	103347578	103348014
929	"ENSG00000166169.17_5"	"POLL"	chr10	-	103347002	103347163	103347002	103347139	103347641	103348027
935	"ENSG00000104522.16_4"	"TSTA3"	chr8	-	144696489	144696867	144696489	144696623	144696956	144697085
937	"ENSG00000182095.14_4"	"TNRC18"	chr7	-	5352133	5353494	5352133	5353490	5354614	5354779
942	"ENSG00000076604.15_4"	"TRAF4"	chr17	+	27074860	27075196	27075034	27075196	27074230	27074282
