ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
7370	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19257081	19257443	19257081	19257193	19257363	19257443
7371	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19256987	19257457	19256987	19257086	19257363	19257457
7372	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19256987	19257457	19256987	19257149	19257363	19257457
7373	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19256987	19257457	19256987	19257214	19257363	19257457
7374	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19256987	19257457	19256987	19257250	19257363	19257457
7375	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19257363	19257656	19257363	19257457	19257550	19257656
7376	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19257363	19257656	19257363	19257457	19257602	19257656
7377	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19257602	19257992	19257602	19257656	19257844	19257992
7378	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19257602	19257992	19257602	19257684	19257844	19257992
7379	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19257602	19257992	19257602	19257732	19257844	19257992
7380	"ENSG00000064489.23_4"	"BORCS8-MEF2B"	chr19	-	19267833	19268092	19267833	19267951	19268024	19268092
7381	"ENSG00000150990.8_3"	"DHX37"	chr12	-	125434958	125435350	125434958	125435096	125435183	125435350
7382	"ENSG00000150990.8_3"	"DHX37"	chr12	-	125434958	125435350	125434958	125435096	125435198	125435350
7383	"ENSG00000150990.8_3"	"DHX37"	chr12	-	125434958	125435350	125434958	125435096	125435246	125435350
7384	"ENSG00000150990.8_3"	"DHX37"	chr12	-	125438425	125438752	125438425	125438542	125438632	125438752
7385	"ENSG00000150990.8_3"	"DHX37"	chr12	-	125438425	125438752	125438425	125438542	125438642	125438752
7386	"ENSG00000150990.8_3"	"DHX37"	chr12	-	125441229	125441681	125441229	125441425	125441574	125441681
7387	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144899496	144899952	144899496	144899636	144899761	144899952
7388	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144899747	144900047	144899747	144899952	144900031	144900047
7389	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144899761	144900257	144899761	144899952	144900058	144900257
7390	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144900031	144900257	144900031	144900143	144900245	144900257
7391	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144900058	144900455	144900058	144900143	144900362	144900455
7392	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144900058	144900455	144900058	144900245	144900362	144900455
7393	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144900058	144900455	144900058	144900257	144900362	144900455
7394	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144903766	144904076	144903766	144903856	144903958	144904076
7395	"ENSG00000179950.13_3"	"PUF60"	chr8	-	144903766	144904076	144903766	144903856	144903987	144904076
7396	"ENSG00000156711.17_3"	"MAPK13"	chr6	+	36098439	36098804	36098439	36098478	36098696	36098804
7397	"ENSG00000156711.17_3"	"MAPK13"	chr6	+	36098696	36099177	36098696	36098804	36099047	36099177
7398	"ENSG00000156711.17_3"	"MAPK13"	chr6	+	36098696	36099177	36098696	36098934	36099047	36099177
7399	"ENSG00000156711.17_3"	"MAPK13"	chr6	+	36104230	36104547	36104230	36104308	36104432	36104547
7400	"ENSG00000156711.17_3"	"MAPK13"	chr6	+	36104432	36104676	36104432	36104547	36104622	36104676
7401	"ENSG00000156711.17_3"	"MAPK13"	chr6	+	36104432	36104676	36104432	36104547	36104655	36104676
7402	"ENSG00000156711.17_3"	"MAPK13"	chr6	+	36106147	36106557	36106147	36106221	36106478	36106557
7403	"ENSG00000105698.16_4"	"USF2"	chr19	+	35760348	35760602	35760348	35760395	35760498	35760602
7404	"ENSG00000105698.16_4"	"USF2"	chr19	+	35760503	35760726	35760503	35760602	35760673	35760726
7405	"ENSG00000105698.16_4"	"USF2"	chr19	+	35760348	35760726	35760348	35760602	35760705	35760726
7406	"ENSG00000105698.16_4"	"USF2"	chr19	+	35760705	35761500	35760705	35760906	35761195	35761500
7407	"ENSG00000105698.16_4"	"USF2"	chr19	+	35760705	35761500	35760705	35760825	35761349	35761500
7408	"ENSG00000105698.16_4"	"USF2"	chr19	+	35761649	35762044	35761649	35761708	35761985	35762044
7409	"ENSG00000105698.16_4"	"USF2"	chr19	+	35761661	35762055	35761661	35761708	35761986	35762055
7410	"ENSG00000105698.16_4"	"USF2"	chr19	+	35761661	35762055	35761661	35761708	35761987	35762055
7411	"ENSG00000105698.16_4"	"USF2"	chr19	+	35769600	35769970	35769600	35769695	35769855	35769970
7412	"ENSG00000105698.16_4"	"USF2"	chr19	+	35769663	35770150	35769663	35769977	35770069	35770150
7413	"ENSG00000112855.17_6"	"HARS2"	chr5	+	140075062	140075430	140075062	140075218	140075322	140075430
7414	"ENSG00000112855.17_6"	"HARS2"	chr5	+	140075322	140075929	140075322	140075430	140075618	140075929
7415	"ENSG00000112855.17_6"	"HARS2"	chr5	+	140075322	140075929	140075322	140075430	140075621	140075929
7416	"ENSG00000112855.17_6"	"HARS2"	chr5	+	140075322	140075929	140075322	140075430	140075680	140075929
7417	"ENSG00000125944.20_5"	"HNRNPR"	chr1	-	23637354	23637815	23637354	23637559	23637693	23637815
7418	"ENSG00000125944.20_5"	"HNRNPR"	chr1	-	23664246	23664646	23664246	23664354	23664555	23664646
7419	"ENSG00000125944.20_5"	"HNRNPR"	chr1	-	23664762	23665101	23664762	23664858	23664982	23665101
7420	"ENSG00000122218.16_4"	"COPA"	chr1	-	160264273	160264596	160264273	160264383	160264557	160264596
7421	"ENSG00000122218.16_4"	"COPA"	chr1	-	160265525	160265955	160265525	160265649	160265850	160265955
7422	"ENSG00000122218.16_4"	"COPA"	chr1	-	160267132	160267372	160267132	160267228	160267345	160267372
7423	"ENSG00000122218.16_4"	"COPA"	chr1	-	160268634	160269102	160268634	160268721	160268891	160269102
7424	"ENSG00000122218.16_4"	"COPA"	chr1	-	160268634	160269102	160268634	160268781	160268891	160269102
7425	"ENSG00000122218.16_4"	"COPA"	chr1	-	160276677	160277035	160276677	160276849	160276952	160277035
7426	"ENSG00000122218.16_4"	"COPA"	chr1	-	160279831	160280312	160279831	160279914	160279981	160280312
7427	"ENSG00000122218.16_4"	"COPA"	chr1	-	160282658	160282957	160282658	160282669	160282874	160282957
7428	"ENSG00000107929.14_2"	"LARP4B"	chr10	-	949147	949456	949147	949283	949369	949456
7429	"ENSG00000203993.5_6"	"ARRDC1-AS1"	chr9	-	140512385	140513358	140512385	140512643	140512927	140513358
7430	"ENSG00000203993.5_6"	"ARRDC1-AS1"	chr9	-	140512385	140513358	140512385	140512643	140513254	140513358
7431	"ENSG00000188833.9_3"	"ENTPD8"	chr9	-	140330972	140331439	140330972	140331203	140331320	140331439
7432	"ENSG00000188833.9_3"	"ENTPD8"	chr9	-	140330972	140331761	140330972	140331045	140331610	140331761
7433	"ENSG00000188833.9_3"	"ENTPD8"	chr9	-	140330972	140331761	140330972	140331439	140331610	140331761
7434	"ENSG00000188229.6_3"	"TUBB4B"	chr9	+	140136136	140136473	140136136	140136281	140136362	140136473
7435	"ENSG00000188229.6_3"	"TUBB4B"	chr9	+	140136362	140138158	140136362	140136473	140137782	140138158
7436	"ENSG00000176058.13_5"	"TPRN"	chr9	-	140086710	140087137	140086710	140086817	140086902	140087137
7437	"ENSG00000273066.5_7"	"AL355987.4"	chr9	+	139701246	139701518	139701246	139701319	139701421	139701518
7438	"ENSG00000276170.4_6"	"AC244153.1"	chr17	-	36607549	36607769	36607549	36607637	36607752	36607769
7439	"ENSG00000276170.4_6"	"AC244153.1"	chr17	-	36607752	36608071	36607752	36607769	36607869	36608071
7440	"ENSG00000233016.7_5"	"SNHG7"	chr9	-	139620762	139621338	139620762	139620868	139621138	139621338
7441	"ENSG00000233016.7_5"	"SNHG7"	chr9	-	139620762	139621538	139620762	139620843	139621497	139621538
7442	"ENSG00000198919.13_5"	"DZIP3"	chr3	+	108308580	108308903	108308580	108308686	108308877	108308903
7443	"ENSG00000198919.13_5"	"DZIP3"	chr3	+	108347624	108348023	108347624	108347758	108347908	108348023
7444	"ENSG00000198919.13_5"	"DZIP3"	chr3	+	108366789	108367809	108366789	108366955	108367764	108367809
7445	"ENSG00000198919.13_5"	"DZIP3"	chr3	+	108407483	108407771	108407483	108407583	108407669	108407771
7446	"ENSG00000165684.4_3"	"SNAPC4"	chr9	-	139281964	139282300	139281964	139282028	139282193	139282300
7447	"ENSG00000165684.4_3"	"SNAPC4"	chr9	-	139281964	139282300	139281964	139282031	139282193	139282300
7448	"ENSG00000165684.4_3"	"SNAPC4"	chr9	-	139289749	139290218	139289749	139289875	139290054	139290218
7449	"ENSG00000187796.14_5"	"CARD9"	chr9	-	139259004	139259451	139259004	139259011	139259167	139259451
7450	"ENSG00000187796.14_5"	"CARD9"	chr9	-	139259004	139259451	139259004	139259011	139259321	139259451
7451	"ENSG00000187796.14_5"	"CARD9"	chr9	-	139259321	139259669	139259321	139259451	139259592	139259669
7452	"ENSG00000187796.14_5"	"CARD9"	chr9	-	139261667	139262428	139261667	139261709	139262205	139262428
7453	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123011792	123012057	123011792	123011898	123012002	123012057
7454	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123034312	123034725	123034312	123034411	123034675	123034725
7455	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123035988	123036243	123035988	123036070	123036167	123036243
7456	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123055422	123055680	123055422	123055479	123055571	123055680
7457	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123057487	123057832	123057487	123057603	123057688	123057832
7458	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123069439	123069866	123069439	123069537	123069773	123069866
7459	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123078459	123078932	123078459	123078505	123078822	123078932
7460	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123086082	123086517	123086082	123086172	123086397	123086517
7461	"ENSG00000184445.12_4"	"KNTC1"	chr12	+	123087345	123087790	123087345	123087434	123087573	123087790
7462	"ENSG00000186350.11_4"	"RXRA"	chr9	+	137325947	137326396	137325947	137326053	137326312	137326396
7463	"ENSG00000186350.11_4"	"RXRA"	chr9	+	137325947	137326396	137325947	137326053	137326315	137326396
7464	"ENSG00000196363.9_2"	"WDR5"	chr9	+	137006631	137006950	137006631	137006705	137006834	137006950
7465	"ENSG00000196363.9_2"	"WDR5"	chr9	+	137006834	137007160	137006834	137006950	137007070	137007160
7466	"ENSG00000196363.9_2"	"WDR5"	chr9	+	137006834	137007160	137006834	137006955	137007070	137007160
7467	"ENSG00000196363.9_2"	"WDR5"	chr9	+	137007125	137007544	137007125	137007160	137007454	137007544
7468	"ENSG00000196363.9_2"	"WDR5"	chr9	+	137021627	137021969	137021627	137021715	137021952	137021969
7469	"ENSG00000197299.12_4"	"BLM"	chr15	+	91312362	91312814	91312362	91312461	91312667	91312814
7470	"ENSG00000160326.14_4"	"SLC2A6"	chr9	-	136338226	136338664	136338226	136338372	136338536	136338664
7471	"ENSG00000160326.14_4"	"SLC2A6"	chr9	-	136338536	136339210	136338536	136338664	136339101	136339210
7472	"ENSG00000160326.14_4"	"SLC2A6"	chr9	-	136338536	136339210	136338536	136338741	136339101	136339210
7473	"ENSG00000160326.14_4"	"SLC2A6"	chr9	-	136338536	136339210	136338536	136338967	136339101	136339210
7474	"ENSG00000160326.14_4"	"SLC2A6"	chr9	-	136338536	136339210	136338536	136338976	136339101	136339210
7475	"ENSG00000160325.14_2"	"CACFD1"	chr9	+	136330156	136330644	136330156	136330280	136330443	136330644
7476	"ENSG00000160325.14_2"	"CACFD1"	chr9	+	136330443	136330975	136330443	136330569	136330711	136330975
7477	"ENSG00000285245.1_2"	"AL162417.1"	chr9	-	135975654	135975975	135975654	135975769	135975882	135975975
7478	"ENSG00000285245.1_2"	"AL162417.1"	chr9	-	135977862	135978293	135977862	135977958	135978165	135978293
7479	"ENSG00000285245.1_2"	"AL162417.1"	chr9	-	135979649	135980031	135979649	135979718	135979834	135980031
7480	"ENSG00000285245.1_2"	"AL162417.1"	chr9	-	136031287	136031452	136031287	136031323	136031406	136031452
7481	"ENSG00000107290.14_5"	"SETX"	chr9	-	135158156	135158800	135158156	135158244	135158650	135158800
7482	"ENSG00000107290.14_5"	"SETX"	chr9	-	135158156	135158800	135158156	135158289	135158650	135158800
7483	"ENSG00000107290.14_5"	"SETX"	chr9	-	135161410	135161884	135161410	135161565	135161809	135161884
7484	"ENSG00000107290.14_5"	"SETX"	chr9	-	135173466	135173883	135173466	135173699	135173819	135173883
7485	"ENSG00000107290.14_5"	"SETX"	chr9	-	135218076	135218540	135218076	135218186	135218350	135218540
7486	"ENSG00000006757.12_4"	"PNPLA4"	chrX	-	7889778	7890139	7889778	7889886	7890044	7890139
7487	"ENSG00000006757.12_4"	"PNPLA4"	chrX	-	7889778	7890139	7889778	7889889	7890044	7890139
7488	"ENSG00000006757.12_4"	"PNPLA4"	chrX	-	7889778	7890139	7889778	7889908	7890044	7890139
7489	"ENSG00000126878.13_3"	"AIF1L"	chr9	+	133971928	133972421	133971928	133972047	133972188	133972421
7490	"ENSG00000173890.17_4"	"GPR160"	chr3	+	169756573	169756831	169756573	169756597	169756702	169756831
7491	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39957043	39957360	39957043	39957209	39957314	39957360
7492	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39957119	39957522	39957119	39957209	39957315	39957522
7493	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39957119	39957522	39957119	39957209	39957318	39957522
7494	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39959718	39960144	39959718	39959812	39959881	39960144
7495	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39959718	39960144	39959718	39959812	39959901	39960144
7496	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39959718	39960144	39959718	39959812	39959906	39960144
7497	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39960758	39961065	39960758	39960914	39961016	39961065
7498	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39960758	39961065	39960758	39960914	39961022	39961065
7499	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39960758	39961065	39960758	39960914	39961043	39961065
7500	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39961974	39962370	39961974	39962143	39962244	39962370
7501	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39963449	39963752	39963449	39963569	39963651	39963752
7502	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39964586	39965042	39964586	39964761	39964873	39965042
7503	"ENSG00000196235.14_5"	"SUPT5H"	chr19	+	39964873	39965271	39964873	39965042	39965154	39965271
7504	"ENSG00000136878.13_4"	"USP20"	chr9	+	132611767	132612203	132611767	132611896	132612091	132612203
7505	"ENSG00000136878.13_4"	"USP20"	chr9	+	132620112	132620391	132620112	132620234	132620328	132620391
7506	"ENSG00000136819.15_4"	"C9orf78"	chr9	-	132591514	132591820	132591514	132591582	132591683	132591820
7507	"ENSG00000136819.15_4"	"C9orf78"	chr9	-	132596587	132597045	132596587	132596607	132596985	132597045
7508	"ENSG00000136816.16_3"	"TOR1B"	chr9	+	132566351	132566759	132566351	132566617	132566721	132566759
7509	"ENSG00000179058.7_5"	"C9orf50"	chr9	-	132375385	132375868	132375385	132375530	132375713	132375868
7510	"ENSG00000148335.14_2"	"NTMT1"	chr9	+	132396332	132396768	132396332	132396500	132396649	132396768
7511	"ENSG00000083838.15_3"	"ZNF446"	chr19	+	58991009	58991386	58991009	58991071	58991296	58991386
7512	"ENSG00000198917.13_6"	"SPOUT1"	chr9	-	131586074	131586453	131586074	131586142	131586350	131586453
7513	"ENSG00000198917.13_6"	"SPOUT1"	chr9	-	131586074	131586453	131586074	131586173	131586350	131586453
7514	"ENSG00000198917.13_6"	"SPOUT1"	chr9	-	131586850	131587328	131586850	131587148	131587255	131587328
7515	"ENSG00000198917.13_6"	"SPOUT1"	chr9	-	131586850	131587328	131586850	131587166	131587255	131587328
7516	"ENSG00000119335.16_3"	"SET"	chr9	+	131455861	131456277	131455861	131456087	131456174	131456277
7517	"ENSG00000119333.11_2"	"WDR34"	chr9	-	131396973	131397400	131396973	131397200	131397333	131397400
7518	"ENSG00000119333.11_2"	"WDR34"	chr9	-	131396967	131397400	131396967	131397200	131397370	131397400
7519	"ENSG00000119333.11_2"	"WDR34"	chr9	-	131397457	131397950	131397457	131397538	131397667	131397950
7520	"ENSG00000119333.11_2"	"WDR34"	chr9	-	131397457	131397950	131397457	131397538	131397671	131397950
7521	"ENSG00000119333.11_2"	"WDR34"	chr9	-	131397457	131397950	131397457	131397538	131397734	131397950
7522	"ENSG00000119333.11_2"	"WDR34"	chr9	-	131397457	131397950	131397457	131397538	131397936	131397950
7523	"ENSG00000119333.11_2"	"WDR34"	chr9	-	131397936	131398342	131397936	131398046	131398221	131398342
7524	"ENSG00000119333.11_2"	"WDR34"	chr9	-	131397936	131398342	131397936	131398046	131398290	131398342
7525	"ENSG00000136840.19_4"	"ST6GALNAC4"	chr9	-	130672229	130672807	130672229	130672337	130672533	130672807
7526	"ENSG00000136840.19_4"	"ST6GALNAC4"	chr9	-	130672229	130672807	130672229	130672337	130672547	130672807
7527	"ENSG00000136840.19_4"	"ST6GALNAC4"	chr9	-	130672229	130672807	130672229	130672337	130672693	130672807
7528	"ENSG00000136840.19_4"	"ST6GALNAC4"	chr9	-	130678254	130678773	130678254	130678527	130678686	130678773
7529	"ENSG00000136856.17_4"	"SLC2A8"	chr9	+	130165933	130166346	130165933	130166082	130166237	130166346
7530	"ENSG00000136828.19_5"	"RALGPS1"	chr9	+	129831508	129832279	129831508	129831635	129832248	129832279
7531	"ENSG00000173611.17_5"	"SCAI"	chr9	-	127756945	127757294	127756945	127757072	127757212	127757294
7532	"ENSG00000173611.17_5"	"SCAI"	chr9	-	127781094	127781484	127781094	127781230	127781385	127781484
7533	"ENSG00000136942.15_3"	"RPL35"	chr9	-	127620161	127620586	127620161	127620346	127620554	127620586
7534	"ENSG00000136942.15_3"	"RPL35"	chr9	-	127620161	127620586	127620161	127620346	127620558	127620586
7535	"ENSG00000136942.15_3"	"RPL35"	chr9	-	127620554	127620816	127620554	127620586	127620736	127620816
7536	"ENSG00000136942.15_3"	"RPL35"	chr9	-	127623697	127624215	127623697	127623834	127623987	127624215
7537	"ENSG00000136942.15_3"	"RPL35"	chr9	-	127623697	127624215	127623697	127623834	127624153	127624215
7538	"ENSG00000107338.10_4"	"SHB"	chr9	-	37955633	37956051	37955633	37955788	37955879	37956051
7539	"ENSG00000107338.10_4"	"SHB"	chr9	-	38015755	38016128	38015755	38015819	38016007	38016128
7540	"ENSG00000218739.10_4"	"CEBPZOS"	chr2	+	37428190	37428847	37428190	37428235	37428785	37428847
7541	"ENSG00000152683.14_4"	"SLC30A6"	chr2	+	32390950	32391258	32390950	32390972	32391137	32391258
7542	"ENSG00000152683.14_4"	"SLC30A6"	chr2	+	32390950	32391258	32390950	32390972	32391174	32391258
7543	"ENSG00000148187.18_4"	"MRRF"	chr9	+	125047447	125048225	125047447	125047764	125048058	125048225
7544	"ENSG00000148187.18_4"	"MRRF"	chr9	+	125047447	125048225	125047447	125047566	125048135	125048225
7545	"ENSG00000148187.18_4"	"MRRF"	chr9	+	125048135	125048445	125048135	125048225	125048317	125048445
7546	"ENSG00000106852.15_4"	"LHX6"	chr9	-	124976252	124976747	124976252	124976348	124976561	124976747
7547	"ENSG00000159352.15_4"	"PSMD4"	chr1	+	151227244	151227723	151227244	151227284	151227535	151227723
7548	"ENSG00000159352.15_4"	"PSMD4"	chr1	+	151237286	151237710	151237286	151237504	151237641	151237710
7549	"ENSG00000159352.15_4"	"PSMD4"	chr1	+	151237286	151237710	151237286	151237549	151237641	151237710
7550	"ENSG00000159352.15_4"	"PSMD4"	chr1	+	151237644	151238064	151237644	151237710	151237869	151238064
